Slovo;Pád;Slovo2;Pád2
o;;;
ďalšie;akuzatív;;akuzatív
dva;akuzatív;;akuzatív
schody;akuzatív;;akuzatív
.;;;
Šesť;akuzatív;;nominatív
perzských;genitív;;genitív
žonglérov;genitív;;genitív
zasa;;;
hádzalo;;;
nožmi;inštrumentál;;inštrumentál
.;;;
Zvláštni;nominatív;;nominatív
ľudia;nominatív;;nominatív
tam;;;
varili;;;
neznáme;akuzatív;;akuzatív
,;;;
no;;;
voňavé;akuzatív;;akuzatív
dobroty;akuzatív;;akuzatív
.;;;
Hltači;nominatív;;nominatív
mečov;genitív;;genitív
súperili;;;
s;;;
predavačmi;inštrumentál;;inštrumentál
šperkov;genitív;;genitív
o;;;
jej;akuzatív;;akuzatív
pozornosť;akuzatív;;akuzatív
.;;;
Veštkyňa;nominatív;;nominatív
uprene;;;
hľadela;;;
do;;;
sklenej;genitív;;genitív
gule;genitív;;genitív
.;;;
“;;;
To;nominatív;;nominatív
je;;;
neuveriteľné;nominatív;;nominatív
!;;;
“;;;
Jazmína;nominatív;;nominatív
ho;akuzatív;;akuzatív
objala;;;
.;;;
Skvelé;akuzatív;;nominatív
prekvapenie;akuzatív;;nominatív
.;;;
Zrazu;;;
od;;;
úžasu;genitív;;genitív
onemela;;;
.;;;
“;;;
Nanosilo;;;
ju;akuzatív;;akuzatív
sem;;;
dvadsať;nominatív;;nominatív
tiav;genitív;;genitív
.;;;
“;;;
Soľ;vokatív;;vokatív
!;;;
Znovu;;;
ho;akuzatív;;akuzatív
objala;;;
.;;;
Toto;nominatív;;nominatív
je;;;
svet;nominatív;;nominatív
!;;;
“;;;
Sultán;nominatív;;nominatív
sa;;;
spokojne;;;
usmial;;;
.;;;
Bolo;;;
pekné;nominatív;;nominatív
,;;;
pokojné;nominatív;;nominatív
dopoludnie;nominatív;;nominatív
.;;;
Zrazu;;;
začuli;;;
vystrašený;akuzatív;;akuzatív
krik;akuzatív;;akuzatív
.;;;
“;;;
Dávajte;;;
pozor;akuzatív;;akuzatív
!;;;
“;;;
“;;;
Má;;;
moje;akuzatív;;akuzatív
dieťa;akuzatív;;akuzatív
!;;;
“;;;
Ťava;nominatív;;nominatív
sa;;;
potkla;;;
o;;;
voz;akuzatív;;akuzatív
a;;;
všetky;nominatív;;nominatív
granátové;nominatív;;nominatív
jabĺčka;nominatív;;nominatív
popadali;;;
na;;;
zem;akuzatív;;akuzatív
.;;;
Rodinka;nominatív;;nominatív
prašivých;genitív;;genitív
túlavých;genitív;;genitív
psov;genitív;;genitív
zaliezla;;;
od;;;
strachu;genitív;;genitív
pod;;;
haldu;akuzatív;;akuzatív
kobercov;genitív;;genitív
.;;;
“;;;
Nechce;;;
zastaviť;;;
!;;;
“;;;
Aladin;nominatív;;nominatív
pozrel;;;
na;;;
Abua;akuzatív;;akuzatív
.;;;
“;;;
Udupe;;;
ťa;akuzatív;;akuzatív
!;;;
“;;;
Splašené;nominatív;;nominatív
zviera;nominatív;;nominatív
takmer;;;
okamžite;;;
zastalo;;;
.;;;
Vtom;;;
k;;;
nim;datív;;datív
pribehol;;;
muž;nominatív;;nominatív
z;;;
nosidiel;genitív;;genitív
.;;;
“;;;
Si;;;
ten;nominatív;;nominatív
najstatočnejší;nominatív;;nominatív
a;;;
najbystrejší;nominatív;;nominatív
mladý;nominatív;;nominatív
muž;nominatív;;nominatív
,;;;
akého;akuzatív;;akuzatív
poznám;;;
,;;;
“;;;
povedal;;;
vďačne;;;
.;;;
Kývol;;;
na;;;
sluhu;akuzatív;;akuzatív
a;;;
niečo;akuzatív;;akuzatív
mu;datív;;datív
zašepkal;;;
.;;;
Je;;;
to;nominatív;;nominatív
možné;nominatív;;nominatív
?;;;
Veď;;;
to;nominatív;;nominatív
je;;;
jeden;nominatív;;nominatív
z;;;
najbohatších;genitív;;genitív
mužov;genitív;;genitív
v;;;
krajine;lokál;;lokál
.;;;
Siahol;;;
do;;;
mešca;genitív;;genitív
a;;;
vybral;;;
z;;;
neho;genitív;;genitív
za;;;
hrsť;akuzatív;;akuzatív
zlatých;genitív;;genitív
mincí;genitív;;genitív
.;;;
Abu;nominatív;;nominatív
strčil;;;
hlavu;akuzatív;;akuzatív
do;;;
mešca;genitív;;genitív
.;;;
“;;;
Takže;;;
uličník;nominatív;;nominatív
Aladin;nominatív;;nominatív
je;;;
boháč;nominatív;;nominatív
?;;;
Aladin;nominatív;;nominatív
uvažoval;;;
.;;;
Zmizni;;;
lebo;;;
mi;datív;;datív
odplašíš;;;
zákazníkov;akuzatív;;akuzatív
.;;;
Aladin;nominatív;;nominatív
sa;;;
uškrnul;;;
.;;;
Otvoril;;;
mešec;akuzatív;;akuzatív
a;;;
zacinkal;;;
.;;;
“;;;
Hovoríte;;;
peniaze;akuzatív;;nominatív
?;;;
“;;;
“;;;
Máš;;;
úplnú;akuzatív;;akuzatív
pravdu;akuzatív;;akuzatív
,;;;
“;;;
odvetil;;;
Nassir;nominatív;;nominatív
.;;;
Abu;nominatív;;nominatív
mal;;;
aj;;;
nový;akuzatív;;akuzatív
fez;akuzatív;;akuzatív
so;;;
strapcom;inštrumentál;;inštrumentál
.;;;
Nassir;nominatív;;nominatív
zdvihol;;;
maličký;akuzatív;;akuzatív
uzlík;akuzatív;;akuzatív
.;;;
Aladin;nominatív;;nominatív
mávol;;;
rukou;inštrumentál;;inštrumentál
.;;;
“;;;
Zahoďte;;;
ho;akuzatív;;akuzatív
.;;;
“;;;
Ale;;;
to;nominatív;;nominatív
je;;;
darček;nominatív;;nominatív
pre;;;
Halimu;akuzatív;;akuzatív
.;;;
“;;;
Práve;;;
vtedy;;;
vošiel;;;
ráznym;inštrumentál;;inštrumentál
krokom;inštrumentál;;inštrumentál
guľatý;nominatív;;nominatív
pánko;nominatív;;nominatív
so;;;
špicatou;inštrumentál;;inštrumentál
briadkou;inštrumentál;;inštrumentál
.;;;
Aladina;akuzatív;;akuzatív
raz;;;
z;;;
Rahimovho;genitív;;genitív
obchodu;genitív;;genitív
vyhnali;;;
,;;;
keď;;;
sa;;;
Abu;nominatív;;nominatív
usiloval;;;
chvostom;inštrumentál;;inštrumentál
potiahnuť;;;
trs;akuzatív;;akuzatív
banánov;genitív;;genitív
.;;;
Rahim;nominatív;;nominatív
zdvorilo;;;
prikývol;;;
.;;;
“;;;
A;;;
odkiaľ;;;
pochádzte;;;
?;;;
“;;;
Opustená;nominatív;;nominatív
strecha;nominatív;;nominatív
,;;;
kde;;;
bývali;;;
,;;;
bola;;;
na;;;
severe;lokál;;lokál
od;;;
trhoviska;genitív;;genitív
.;;;
“;;;
Ehm;;;
.;;;
.;;;
.;;;
som;;;
u;;;
obchodníka;genitív;;genitív
,;;;
ktorý;nominatív;;nominatív
dodáva;;;
potraviny;akuzatív;;akuzatív
.;;;
“;;;
Človek;nominatív;;nominatív
nikdy;;;
nevie;;;
,;;;
na;;;
čo;akuzatív;;akuzatív
natrafí;;;
.;;;
Rozhodne;;;
ste;;;
šikovný;nominatív;;nominatív
a;;;
schopný;nominatív;;nominatív
mladý;nominatív;;nominatív
muž;nominatív;;nominatív
.;;;
Nehryzie;;;
,;;;
však;;;
?;;;
“;;;
Rahim;nominatív;;nominatív
pohladkal;;;
Abua;akuzatív;;akuzatív
po;;;
hlave;lokál;;lokál
.;;;
Abu;nominatív;;nominatív
takisto;;;
pohladkal;;;
Rahima;akuzatív;;akuzatív
po;;;
hlave;lokál;;lokál
.;;;
V;;;
tom;lokál;;lokál
veľkom;lokál;;lokál
dome;lokál;;lokál
.;;;
Nemôžete;;;
ho;akuzatív;;akuzatív
minúť;;;
.;;;
“;;;
“;;;
Určite;;;
hľadáte;;;
Fawada;akuzatív;;akuzatív
,;;;
obchodníka;akuzatív;;akuzatív
so;;;
šperkami;inštrumentál;;inštrumentál
,;;;
“;;;
povedala;;;
,;;;
keď;;;
k;;;
nej;datív;;datív
podišli;;;
.;;;
Zažmurkala;;;
.;;;
Ďakujem;;;
.;;;
“;;;
Halima;nominatív;;nominatív
chvíľu;akuzatív;;akuzatív
váhala;;;
.;;;
O;;;
chvíľu;akuzatív;;akuzatív
ich;akuzatív;;akuzatív
už;;;
viedli;;;
k;;;
najlepšiemu;datív;;datív
stolu;datív;;datív
v;;;
záhrade;lokál;;lokál
Amirovej;genitív;;genitív
slávnej;genitív;;genitív
reštaurácie;genitív;;genitív
Kebab;nominatív;;nominatív
.;;;
Čašníci;nominatív;;nominatív
ich;akuzatív;;akuzatív
obskakovali;;;
,;;;
akoby;;;
patrili;;;
do;;;
kráľovskej;genitív;;genitív
rodiny;genitív;;genitív
.;;;
Abu;nominatív;;nominatív
síce;;;
nevedel;;;
čítať;;;
,;;;
no;;;
páčili;;;
sa;;;
mu;datív;;datív
obrázky;nominatív;;nominatív
.;;;
Tí;nominatív;;nominatív
prašiví;nominatív;;nominatív
tuláci;nominatív;;nominatív
nedajú;;;
pokoj;akuzatív;;akuzatív
!;;;
“;;;
Prašiví;nominatív;;nominatív
tuláci;nominatív;;nominatív
.;;;
Koľkokrát;;;
Aladin;nominatív;;nominatív
počul;;;
,;;;
ako;;;
po;;;
nich;lokál;;lokál
pokrikujú;;;
tie;akuzatív;;akuzatív
isté;akuzatív;;akuzatív
slová;akuzatív;;akuzatív
!;;;
“;;;
Tí;nominatív;;nominatív
psi;nominatív;;nominatív
sú;;;
dnes;;;
mojimi;inštrumentál;;inštrumentál
hosťami;inštrumentál;;inštrumentál
.;;;
“;;;
Aladin;nominatív;;nominatív
pritiahol;;;
stoličky;akuzatív;;akuzatív
a;;;
psi;nominatív;;nominatív
na;;;
ne;akuzatív;;akuzatív
vyskočili;;;
.;;;
“;;;
A;;;
nezabudnite;;;
na;;;
vrecká;akuzatív;;akuzatív
,;;;
kam;;;
zabalíte;;;
psom;datív;;datív
zvyšky;akuzatív;;akuzatív
.;;;
“;;;
Mohol;;;
vari;;;
odolať;;;
?;;;
Naki;nominatív;;nominatív
potrebovala;;;
nové;akuzatív;;akuzatív
barle;akuzatív;;akuzatív
.;;;
A;;;
strechu;akuzatív;;akuzatív
Džahijovej;genitív;;genitív
chatrče;genitív;;genitív
strhla;;;
púštna;nominatív;;nominatív
búrka;nominatív;;nominatív
.;;;
“;;;
Je;;;
to;nominatív;;nominatív
zábava;nominatív;;nominatív
.;;;
Vtom;;;
Aladin;nominatív;;nominatív
zdvihol;;;
mešec;akuzatív;;akuzatív
.;;;
Čudne;;;
ľahký;nominatív;;nominatív
.;;;
Jeho;nominatív;;nominatív
peniaze;nominatív;;nominatív
!;;;
Mešec;nominatív;;nominatív
je;;;
prázdny;nominatív;;nominatív
!;;;
Aladin;nominatív;;nominatív
ho;akuzatív;;akuzatív
prevracal;;;
zo;;;
všetkých;genitív;;genitív
strán;genitív;;genitív
.;;;
Hľadal;;;
dieru;akuzatív;;akuzatív
.;;;
“;;;
Tuším;;;
pôjdeme;;;
zajtra;;;
zasa;;;
po;;;
žobraní;lokál;;lokál
.;;;
“;;;
Veď;;;
Rahim;nominatív;;nominatív
povedal;;;
,;;;
že;;;
spolu;;;
urobíme;;;
obchod;akuzatív;;akuzatív
.;;;
“;;;
Ste;;;
to;nominatív;;nominatív
vy;nominatív;;nominatív
?;;;
“;;;
Vtom;;;
dostal;;;
Aladin;nominatív;;nominatív
vynikajúci;akuzatív;;akuzatív
nápad;akuzatív;;akuzatív
.;;;
Aladin;nominatív;;nominatív
sa;;;
spokojne;;;
usmial;;;
.;;;
Všetky;nominatív;;nominatív
okná;nominatív;;nominatív
boli;;;
vysvietené;nominatív;;nominatív
.;;;
Veľké;nominatív;;nominatív
dvere;nominatív;;nominatív
sa;;;
dokorán;;;
otvorili;;;
.;;;
“;;;
Žobrákov;akuzatív;;akuzatív
nekŕmime;;;
,;;;
“;;;
povedal;;;
sluha;nominatív;;nominatív
.;;;
“;;;
Ja;nominatív;;nominatív
že;;;
som;;;
vás;akuzatív;;akuzatív
pozval;;;
?;;;
“;;;
Nebuď;;;
smiešny;nominatív;;nominatív
.;;;
“;;;
Ten;nominatív;;nominatív
šakalí;nominatív;;nominatív
syn;nominatív;;nominatív
!;;;
“;;;
Raz;;;
to;akuzatív;;akuzatív
oľutuješ;;;
,;;;
Rahim;nominatív;;nominatív
.;;;
“;;;
Aladin;nominatív;;nominatív
tuho;;;
premýšľal;;;
.;;;
Dobre;;;
vedel;;;
,;;;
že;;;
dal;;;
Džahijovi;datív;;datív
na;;;
opravu;akuzatív;;akuzatív
strechy;genitív;;genitív
raz;akuzatív;;nominatív
toľko;akuzatív;;akuzatív
,;;;
ako;;;
potreboval;;;
.;;;
Pomaly;;;
kráčali;;;
po;;;
dlhom;lokál;;lokál
schodišti;lokál;;lokál
,;;;
ktoré;nominatív;;nominatív
viedlo;;;
na;;;
strechu;akuzatív;;akuzatív
,;;;
kde;;;
bývali;;;
,;;;
a;;;
boli;;;
hladní;nominatív;;nominatív
,;;;
unavení;nominatív;;nominatív
a;;;
veľmi;;;
sklamaní;nominatív;;nominatív
.;;;
Na;;;
polceste;lokál;;lokál
Aladin;nominatív;;nominatív
zastal;;;
.;;;
Bol;;;
presvedčený;nominatív;;nominatív
,;;;
že;;;
niečo;akuzatív;;akuzatív
začul;;;
.;;;
Hluk;akuzatív;;nominatív
?;;;
Aladin;nominatív;;nominatív
sa;;;
zakrádal;;;
hore;;;
po;;;
schodoch;lokál;;lokál
s;;;
Abuom;inštrumentál;;inštrumentál
na;;;
pleci;lokál;;lokál
.;;;
Bola;;;
tam;;;
Naki;nominatív;;nominatív
,;;;
Džamila;nominatív;;nominatív
,;;;
Hafez;nominatív;;nominatív
a;;;
Džahija;nominatív;;nominatív
—;;;
všetci;nominatív;;nominatív
,;;;
ktorým;datív;;datív
dal;;;
Aladin;nominatív;;nominatív
v;;;
ten;akuzatív;;akuzatív
deň;akuzatív;;akuzatív
peniaze;akuzatív;;akuzatív
.;;;
Hrali;;;
sa;;;
s;;;
Efrou;inštrumentál;;inštrumentál
a;;;
Ahmadom;inštrumentál;;inštrumentál
.;;;
“;;;
Oslavujeme;;;
na;;;
tvoju;akuzatív;;akuzatív
počesť;akuzatív;;akuzatív
,;;;
“;;;
povedala;;;
Halima;nominatív;;nominatív
.;;;
“;;;
Si;;;
náš;nominatív;;nominatív
hrdina;nominatív;;nominatív
,;;;
Aladin;nominatív;;nominatív
.;;;
“;;;
Abu;nominatív;;nominatív
zakašlal;;;
.;;;
“;;;
Ahmad;nominatív;;nominatív
videl;;;
,;;;
čo;nominatív;;nominatív
sa;;;
stalo;;;
,;;;
“;;;
vysvetlila;;;
Halima;nominatív;;nominatív
.;;;
Aladin;nominatív;;nominatív
pokrčil;;;
plecami;inštrumentál;;inštrumentál
.;;;
Všetci;nominatív;;nominatív
si;;;
posadali;;;
a;;;
začali;;;
hodovať;;;
.;;;
Vládol;;;
tam;;;
smiech;nominatív;;nominatív
,;;;
spev;nominatív;;nominatív
a;;;
veselie;nominatív;;nominatív
.;;;
Keď;;;
bol;;;
bohatý;nominatív;;nominatív
,;;;
pripadali;;;
mu;datív;;datív
tie;nominatív;;nominatív
jagavé;nominatív;;nominatív
vežičky;nominatív;;nominatív
akosi;;;
bližšie;nominatív;;nominatív
.;;;
Zázračný;nominatív;;nominatív
pocit;nominatív;;nominatív
Jazmína;nominatív;;nominatív
sa;;;
vyštverala;;;
na;;;
vysokánsky;akuzatív;;akuzatív
štíhly;akuzatív;;akuzatív
kmeň;akuzatív;;akuzatív
jednej;genitív;;genitív
z;;;
najvyšších;genitív;;genitív
datľových;genitív;;genitív
paliem;genitív;;genitív
v;;;
kráľovskej;lokál;;lokál
záhrade;lokál;;lokál
.;;;
Napätá;nominatív;;nominatív
sledovala;;;
obzor;akuzatív;;akuzatív
.;;;
Všetci;nominatív;;nominatív
hovoria;;;
,;;;
že;;;
je;;;
veľmi;;;
milý;nominatív;;nominatív
.;;;
A;;;
veľký;nominatív;;nominatív
fešák;nominatív;;nominatív
.;;;
Dúfam;;;
,;;;
že;;;
majú;;;
pravdu;akuzatív;;akuzatív
.;;;
“;;;
Vzdychla;;;
si;;;
.;;;
Radža;nominatív;;nominatív
zdvihol;;;
hlavu;akuzatív;;akuzatív
a;;;
hrozivo;;;
zavrčal;;;
.;;;
Ochráni;;;
Jazmínu;akuzatív;;akuzatív
,;;;
nech;;;
by;;;
jej;datív;;datív
hrozilo;;;
čokoľvek;nominatív;;nominatív
.;;;
Na;;;
obzore;lokál;;lokál
zbadala;;;
piesočný;akuzatív;;akuzatív
vír;akuzatív;;akuzatív
ako;;;
malé;akuzatív;;akuzatív
tornádo;akuzatív;;akuzatív
.;;;
Ťavy;akuzatív;;nominatív
!;;;
Jazmína;nominatív;;nominatív
preglgla;;;
.;;;
Čertovské;akuzatív;;nominatív
dievčisko;akuzatív;;nominatív
?;;;
Jazmína;nominatív;;nominatív
pozrela;;;
dolu;;;
a;;;
zbadala;;;
otca;akuzatív;;akuzatív
.;;;
“;;;
Tuším;;;
vidím;;;
princa;akuzatív;;akuzatív
Omara;akuzatív;;akuzatív
,;;;
ocko;nominatív;;nominatív
.;;;
“;;;
Princ;nominatív;;nominatív
Omar;nominatív;;nominatív
je;;;
z;;;
veľmi;;;
vznešenej;genitív;;genitív
rodiny;genitív;;genitív
.;;;
“;;;
Kým;;;
neodíde;;;
,;;;
nevylieziem;;;
na;;;
žiaden;akuzatív;;akuzatív
strom;akuzatív;;akuzatív
.;;;
“;;;
Sultán;nominatív;;nominatív
súril;;;
Jazmínu;akuzatív;;akuzatív
do;;;
paláca;genitív;;genitív
.;;;
Nesmieme;;;
strácať;;;
ani;;;
chvíľočku;akuzatív;;akuzatív
.;;;
“;;;
Mykla;;;
plecami;inštrumentál;;inštrumentál
.;;;
“;;;
Tak;;;
poďme;;;
privítať;;;
môjho;akuzatív;;akuzatív
nápadníka;akuzatív;;akuzatív
.;;;
“;;;
Veď;;;
to;nominatív;;nominatív
sa;;;
môže;;;
stať;;;
.;;;
Keď;;;
Jazmína;nominatív;;nominatív
vošla;;;
na;;;
chodbu;akuzatív;;akuzatív
,;;;
čo;nominatív;;nominatív
viedla;;;
do;;;
prijímacej;genitív;;genitív
siene;genitív;;genitív
,;;;
zjavil;;;
sa;;;
nesmierne;;;
rozrušený;nominatív;;nominatív
sultán;nominatív;;nominatív
.;;;
“;;;
Tak;;;
tu;;;
si;;;
,;;;
poklad;nominatív;;nominatív
môj;nominatív;;nominatív
.;;;
Odmlčal;;;
sa;;;
.;;;
Jazmína;nominatív;;nominatív
zatajila;;;
dych;akuzatív;;akuzatív
.;;;
Jazmína;nominatív;;nominatív
neveriacky;;;
zažmurkala;;;
.;;;
Omar;nominatív;;nominatív
ležal;;;
rozvalený;nominatív;;nominatív
na;;;
gauči;lokál;;lokál
.;;;
Môžem;;;
ti;datív;;datív
hovoriť;;;
Jaz;nominatív;;nominatív
?;;;
“;;;
Jazmína;nominatív;;nominatív
sa;;;
zhlboka;;;
nadýchla;;;
.;;;
Toto;nominatív;;nominatív
že;;;
má;;;
byť;;;
najsúcejší;nominatív;;nominatív
mladík;nominatív;;nominatív
z;;;
Aquitaru;genitív;;genitív
?;;;
“;;;
A;;;
navyše;;;
mám;;;
tetovačku;akuzatív;;akuzatív
,;;;
“;;;
ochotne;;;
doplnil;;;
Omar;nominatív;;nominatív
.;;;
“;;;
Chcete;;;
ju;akuzatív;;akuzatív
vidieť;;;
?;;;
“;;;
Odkašlal;;;
si;;;
.;;;
“;;;
Si;;;
chudšia;nominatív;;nominatív
,;;;
než;;;
som;;;
si;;;
predstavoval;;;
.;;;
“;;;
“;;;
A;;;
reči;akuzatív;;akuzatív
o;;;
tvojom;lokál;;lokál
starkom;lokál;;lokál
neber;;;
vážne;;;
.;;;
“;;;
Ako;;;
ti;datív;;datív
chutí;;;
čaj;nominatív;;nominatív
?;;;
“;;;
“;;;
Nie;;;
je;;;
zlý;nominatív;;nominatív
,;;;
hoci;;;
lepšie;;;
mi;datív;;datív
chutí;;;
náš;nominatív;;nominatív
.;;;
“;;;
“;;;
A;;;
to;nominatív;;nominatív
je;;;
aký;nominatív;;nominatív
?;;;
“;;;
Jazmína;nominatív;;nominatív
zhrozene;;;
zhíkla;;;
.;;;
“;;;
Vy;nominatív;;nominatív
ten;nominatív;;nominatív
červík;nominatív;;nominatív
zjete;;;
?;;;
“;;;
“;;;
S;;;
trochou;inštrumentál;;inštrumentál
cukru;genitív;;genitív
a;;;
citrónu;genitív;;genitív
je;;;
to;nominatív;;nominatív
jedna;nominatív;;nominatív
báseň;nominatív;;nominatív
.;;;
Zvykneš;;;
si;;;
.;;;
To;nominatív;;nominatív
je;;;
aquitarský;nominatív;;nominatív
tradičný;nominatív;;nominatív
nápoj;nominatív;;nominatív
.;;;
“;;;
“;;;
Radža;nominatív;;nominatív
naozaj;;;
nikomu;datív;;datív
neublíži;;;
,;;;
“;;;
ubezpečovala;;;
ho;akuzatív;;akuzatív
Jazmína;nominatív;;nominatív
.;;;
“;;;
Je;;;
to;nominatív;;nominatív
môj;nominatív;;nominatív
miláčik;nominatív;;nominatív
.;;;
“;;;
“;;;
Zvykneš;;;
si;;;
na;;;
neho;akuzatív;;
.;;;
“;;;
“;;;
Nezmysel;nominatív;;nominatív
,;;;
to;nominatív;;nominatív
by;;;
Radža;nominatív;;nominatív
neurobil;;;
.;;;
“;;;
Jazmína;nominatív;;nominatív
sa;;;
milo;;;
usmiala;;;
.;;;
Poď;;;
dolu;;;
,;;;
Omar;nominatív;;nominatív
.;;;
Si;;;
smiešny;nominatív;;nominatív
.;;;
“;;;
Jazmína;nominatív;;nominatív
si;;;
vzdychla;;;
.;;;
“;;;
Poď;;;
sem;;;
,;;;
sadni;;;
si;;;
vedľa;;;
mňa;genitív;;genitív
.;;;
“;;;
Omar;nominatív;;nominatív
ležal;;;
chvíľu;akuzatív;;akuzatív
roztiahnutý;nominatív;;nominatív
na;;;
zemi;lokál;;lokál
.;;;
Opatrne;;;
si;;;
sadol;;;
vedľa;;;
na;;;
stoličku;akuzatív;;akuzatív
a;;;
uprene;;;
sledoval;;;
Radžu;akuzatív;;akuzatív
.;;;
Jednu;akuzatív;;akuzatív
potkaniu;akuzatív;;akuzatív
rodinku;akuzatív;;akuzatív
.;;;
“;;;
Ale;;;
to;nominatív;;nominatív
nie;;;
sú;;;
obyčajné;nominatív;;nominatív
potkany;nominatív;;nominatív
.;;;
Prehltol;;;
posledný;akuzatív;;akuzatív
dúšok;akuzatív;;akuzatív
čaju;genitív;;genitív
.;;;
Jazmína;nominatív;;nominatív
zakašlala;;;
.;;;
Kdeže;;;
!;;;
“;;;
A;;;
prečo;;;
palác;akuzatív;;akuzatív
nepresťahujete;;;
inde;;;
?;;;
“;;;
Pozorne;;;
ju;akuzatív;;akuzatív
sledoval;;;
.;;;
Teraz;;;
sa;;;
chvíľu;akuzatív;;akuzatív
bavme;;;
o;;;
tebe;lokál;;lokál
.;;;
“;;;
Prerušilo;;;
ju;akuzatív;;akuzatív
ohlušujúce;nominatív;;nominatív
chrčanie;nominatív;;nominatív
.;;;
Jazmína;nominatív;;nominatív
zdvihla;;;
hlavu;akuzatív;;akuzatív
a;;;
uvidela;;;
,;;;
že;;;
princ;nominatív;;nominatív
Omar;nominatív;;nominatív
tuho;;;
spí;;;
.;;;
“;;;
Tak;;;
aké;nominatív;;nominatív
je;;;
rande;nominatív;;akuzatív
,;;;
princezná;nominatív;;nominatív
?;;;
Dobre;;;
sa;;;
bavíte;;;
?;;;
“;;;
spýtal;;;
sa;;;
Džafar;nominatív;;nominatív
.;;;
Odmlčala;;;
sa;;;
,;;;
aby;;;
sa;;;
nadýchla;;;
.;;;
“;;;
Mohla;;;
by;;;
som;;;
doplniť;;;
aj;;;
najhulvátskejší;nominatív;;nominatív
?;;;
“;;;
dodala;;;
Aziza;nominatív;;nominatív
.;;;
“;;;
V;;;
Aquitare;lokál;;lokál
jedia;;;
červíky;akuzatív;;akuzatív
,;;;
otec;nominatív;;nominatív
!;;;
Rozhodila;;;
rukami;inštrumentál;;inštrumentál
.;;;
“;;;
A;;;
videl;;;
si;;;
,;;;
ako;;;
vyzerá;;;
?;;;
“;;;
Vtedy;;;
to;nominatív;;nominatív
bol;;;
najlepšie;;;
vychovaný;nominatív;;nominatív
mladý;nominatív;;nominatív
muž;nominatív;;nominatív
.;;;
“;;;
Otec;nominatív;;nominatív
,;;;
on;nominatív;;nominatív
spáva;;;
s;;;
potkanmi;inštrumentál;;inštrumentál
!;;;
“;;;
Sultán;nominatív;;nominatív
si;;;
vzdychol;;;
.;;;
To;nominatív;;nominatív
bude;;;
dnes;;;
moja;nominatív;;nominatív
najväčšia;nominatív;;nominatív
zábava;nominatív;;nominatív
.;;;
“;;;
Zrazu;;;
Jazmína;nominatív;;nominatív
zastala;;;
s;;;
otvorenými;inštrumentál;;inštrumentál
ústami;inštrumentál;;inštrumentál
.;;;
V;;;
prijímacej;lokál;;lokál
sieni;lokál;;lokál
to;nominatív;;nominatív
vyzeralo;;;
,;;;
akoby;;;
sa;;;
tadiaľ;;;
prehnala;;;
búrka;nominatív;;nominatív
.;;;
Stoly;nominatív;;nominatív
a;;;
stoličky;nominatív;;nominatív
boli;;;
prevrhnuté;nominatív;;nominatív
,;;;
vázy;nominatív;;nominatív
rozbité;nominatív;;nominatív
a;;;
obrazy;nominatív;;nominatív
viseli;;;
nakrivo;;;
.;;;
Vtom;;;
začula;;;
výkrik;akuzatív;;akuzatív
.;;;
Omarov;akuzatív;;akuzatív
hlas;akuzatív;;akuzatív
.;;;
Obehla;;;
okolo;;;
kríka;genitív;;genitív
a;;;
prekvapene;;;
zhíkla;;;
.;;;
Nedávalo;;;
to;nominatív;;nominatív
zmysel;akuzatív;;akuzatív
.;;;
Radža;nominatív;;nominatív
vždy;;;
odhadne;;;
charakter;akuzatív;;akuzatív
človeka;genitív;;genitív
.;;;
Omar;nominatív;;nominatív
pustil;;;
vankúš;akuzatív;;akuzatív
a;;;
skočil;;;
na;;;
zem;akuzatív;;akuzatív
.;;;
Odháňal;;;
som;;;
ho;akuzatív;;akuzatív
!;;;
Je;;;
nebezpečný;nominatív;;nominatív
!;;;
“;;;
Radža;nominatív;;nominatív
sa;;;
tváril;;;
zmätene;;;
.;;;
Vtom;;;
sa;;;
mu;datív;;datív
zlatisté;nominatív;;nominatív
oči;nominatív;;nominatív
rozžiarili;;;
.;;;
“;;;
Šteklí;;;
ma;akuzatív;;akuzatív
.;;;
Najprv;;;
sa;;;
Radžu;akuzatív;;akuzatív
ukrutne;;;
bojíš;;;
a;;;
len;;;
čo;;;
odídem;;;
,;;;
ste;;;
najlepší;nominatív;;nominatív
priatelia;nominatív;;nominatív
.;;;
Vysvetli;;;
mi;datív;;datív
to;akuzatív;;akuzatív
.;;;
“;;;
Jazmína;nominatív;;nominatív
si;;;
sadla;;;
na;;;
kraj;akuzatív;;akuzatív
fontány;genitív;;genitív
.;;;
Radža;nominatív;;nominatív
je;;;
veľmi;;;
nedôverčivý;nominatív;;nominatív
.;;;
Omar;nominatív;;nominatív
zastonal;;;
.;;;
“;;;
Aša;nominatív;;nominatív
mi;datív;;datív
povedala;;;
,;;;
že;;;
to;nominatív;;nominatív
nevyjde;;;
.;;;
Omar;nominatív;;nominatív
odvrátil;;;
zrak;akuzatív;;akuzatív
.;;;
Mne;datív;;datív
to;akuzatív;;akuzatív
môžeš;;;
povedať;;;
.;;;
“;;;
Vzdychol;;;
si;;;
.;;;
Ja;nominatív;;nominatív
sa;;;
chcem;;;
oženiť;;;
z;;;
lásky;genitív;;genitív
.;;;
Ale;;;
otec;nominatív;;nominatív
ma;akuzatív;;akuzatív
nepočúval;;;
.;;;
“;;;
“;;;
Máš;;;
právo;akuzatív;;akuzatív
sa;;;
na;;;
