Slovo;Pád;Slovo2;Pád2
som;;som;
šťastie;nominatív;šťastie;akuzatív
na;;na;
peniaze;nominatív;peniaze;akuzatív
Pokrčila;;Pokrčila;
plecami;inštrumentál;plecami;inštrumentál
a;nominatív;a;
usmiala;;usmiala;
sa;akuzatív;sa;
S;;S;
nádejou;inštrumentál;nádejou;inštrumentál
pozrela;;pozrela;
na;;na;
Dievčina;nominatív;Dievčina;nominatív
sa;akuzatív;sa;
usadila;;usadila;
Čo;nominatív;Čo;akuzatív
sa;akuzatív;sa;
chcete;;chcete;
dozvedieť;;dozvedieť;
o;;o;
svojej;genitív;svojej;lokál
budúcnosti;nominatív;budúcnosti;lokál
prikývol;;prikývol;
Chcem;;Chcem;
vedieť;;vedieť;
kedy;;kedy;
stretnem;;stretnem;
pravú;akuzatív;pravú;akuzatív
lásku;akuzatív;lásku;akuzatív
Pravú;akuzatív;Pravú;akuzatív
lásku;akuzatív;lásku;akuzatív
stretnete;;stretnete;
čoskoro;;čoskoro;
Usmial;;Usmial;
sa;akuzatív;sa;
sám;nominatív;sám;nominatív
pre;akuzatív;pre;
seba;genitív;seba;akuzatív
A;;A;
okrem;genitív;okrem;
toho;genitív;toho;genitív
bude;;bude;
šťastný;nominatív;šťastný;nominatív
priateľský;nominatív;priateľský;nominatív
a;nominatív;a;
veselý;nominatív;veselý;nominatív
ako;;ako;
vy;nominatív;vy;nominatív
sa;akuzatív;sa;
tvárila;;tvárila;
zamyslene;;zamyslene;
Vzápätí;;Vzápätí;
sa;akuzatív;sa;
však;;však;
srdečne;;srdečne;
usmiala;;usmiala;
To;nominatív;To;nominatív
znie;;znie;
prekrásne;;prekrásne;
Presne;;Presne;
takého;genitív;takého;akuzatív
muža;genitív;muža;akuzatív
by;;by;
som;;som;
si;datív;si;
želala;;želala;
Tu;;Tu;
je;;je;
vaša;nominatív;vaša;nominatív
odmena;nominatív;odmena;nominatív
Podala;;Podala;
mincu;akuzatív;mincu;akuzatív
Možno;;Možno;
sa;akuzatív;sa;
zajtra;;zajtra;
vrátim;;vrátim;
keď;;keď;
budem;;budem;
mať;nominatív;mať;
peniaze;nominatív;peniaze;akuzatív
aby;;aby;
ste;lokál;ste;
mi;datív;mi;datív
o;;o;
ňom;lokál;ňom;lokál
povedali;;povedali;
viac;nominatív;viac;
Len;;Len;
čo;nominatív;čo;
zmizla;;zmizla;
z;nominatív;z;
dohľadu;genitív;dohľadu;genitív
rýchlo;;rýchlo;
zbalil;;zbalil;
pomôcky;nominatív;pomôcky;akuzatív
Však;;Však;
je;;je;
dnes;;dnes;
prekrásny;nominatív;prekrásny;nominatív
deň;nominatív;deň;nominatív
Veru;;Veru;
je;;je;
povedal;;povedal;
mu;datív;mu;datív
ukázala;;ukázala;
dve;nominatív;dve;akuzatív
ligotavé;nominatív;ligotavé;akuzatív
medené;nominatív;medené;akuzatív
mince;nominatív;mince;akuzatív
Ak;;Ak;
sa;akuzatív;sa;
počkajte;;počkajte;
chvíľu;;chvíľu;akuzatív
sa;akuzatív;sa;
začervenala;;začervenala;
Usmiala;;Usmiala;
sa;akuzatív;sa;
na;;na;
Kalifa;genitív;Kalifa;akuzatív
až;;až;
sa;akuzatív;sa;
jej;nominatív;jej;datív
na;;na;
lícach;lokál;lícach;lokál
zjavili;;zjavili;
jamky;nominatív;jamky;nominatív
Obaja;nominatív;Obaja;nominatív
zákazníci;nominatív;zákazníci;nominatív
chvíľu;;chvíľu;
mlčali;;mlčali;
začal;;začal;
byť;;byť;
netrpezlivý;nominatív;netrpezlivý;nominatív
Uprene;;Uprene;
si;datív;si;
navzájom;;navzájom;
hľadeli;;hľadeli;
do;;do;
očí;genitív;očí;genitív
Na;;Na;
celkom;;celkom;
zabudli;;zabudli;
Možno;;Možno;
by;;by;
sme;;sme;
to;nominatív;to;akuzatív
mohli;;mohli;
odložiť;;odložiť;
navrhol;;navrhol;
Kalif;nominatív;Kalif;nominatív
napokon;;napokon;
sa;akuzatív;sa;
ku;datív;ku;
mne;datív;mne;datív
Poďme;;Poďme;
do;;do;
reštaurácie;nominatív;reštaurácie;genitív
mojich;genitív;mojich;genitív
rodičov;genitív;rodičov;genitív
Čo;nominatív;Čo;nominatív
sa;akuzatív;sa;
to;nominatív;to;nominatív
tu;;tu;
deje;nominatív;deje;
spýtal;;spýtal;
sa;akuzatív;sa;
Vy;nominatív;Vy;nominatív
ste;lokál;ste;
sa;akuzatív;sa;
vrátili;;vrátili;
Utiekli;;Utiekli;
ste;lokál;ste;
z;nominatív;z;
väzenia;nominatív;väzenia;genitív
Nie;;Nie;
sultán;nominatív;sultán;nominatív
ma;genitív;ma;akuzatív
prepustil;;prepustil;
Je;;Je;
to;nominatív;to;nominatív
veľmi;;veľmi;
múdry;nominatív;múdry;nominatív
panovník;nominatív;panovník;nominatív
pokrčil;;pokrčil;
plecami;inštrumentál;plecami;inštrumentál
Cítil;;Cítil;
som;;som;
že;;že;
ma;genitív;ma;akuzatív
čoskoro;;čoskoro;
prepustí;;prepustí;
Napriek;;Napriek;
všetkému;datív;všetkému;datív
bol;genitív;bol;
trochu;nominatív;trochu;
sklamaný;nominatív;sklamaný;nominatív
Dúfal;;Dúfal;
že;;že;
jeho;nominatív;jeho;nominatív
jasnovidecká;nominatív;jasnovidecká;nominatív
kariéra;nominatív;kariéra;nominatív
potrvá;;potrvá;
dlhšie;nominatív;dlhšie;
vytiahol;;vytiahol;
z;nominatív;z;
vrecka;genitív;vrecka;genitív
šiat;genitív;šiat;genitív
menšiu;akuzatív;menšiu;akuzatív
krištáľovú;akuzatív;krištáľovú;akuzatív
guľu;akuzatív;guľu;akuzatív
Túto;akuzatív;Túto;akuzatív
nosím;;nosím;
vždy;;vždy;
pri;lokál;pri;
sebe;datív;sebe;lokál
Mal;;Mal;
som;;som;
iba;;iba;
dvoch;genitív;dvoch;akuzatív
zákazníkov;genitív;zákazníkov;akuzatív
ženu;akuzatív;ženu;akuzatív
a;nominatív;a;
muža;genitív;muža;akuzatív
sa;akuzatív;sa;
zasmial;;zasmial;
Myslel;;Myslel;
som;;som;
že;;že;
v;akuzatív;v;
láske;datív;láske;lokál
to;nominatív;to;nominatív
tak;;tak;
chodí;;chodí;
povedal;;povedal;
pokrčil;;pokrčil;
plecami;inštrumentál;plecami;inštrumentál
sa;akuzatív;sa;
uškrnul;;uškrnul;
a;nominatív;a;
podal;;podal;
krištáľovú;akuzatív;krištáľovú;akuzatív
guľu;akuzatív;guľu;akuzatív
Cítil;;Cítil;
som;;som;
že;;že;
to;nominatív;to;akuzatív
povieš;;povieš;
Ocitla;;Ocitla;
sa;akuzatív;sa;
v;akuzatív;v;
spleti;nominatív;spleti;lokál
úzkych;genitív;úzkych;genitív
uličiek;genitív;uličiek;genitív
ktoré;nominatív;ktoré;nominatív
sa;akuzatív;sa;
ponášali;;ponášali;
ako;;ako;
vajce;nominatív;vajce;nominatív
vajcu;datív;vajcu;datív
Vtom;;Vtom;
zazrela;;zazrela;
Ťahal;;Ťahal;
voz;nominatív;voz;akuzatív
dovrchu;;dovrchu;
naložený;nominatív;naložený;akuzatív
melónmi;inštrumentál;melónmi;inštrumentál
Vpredu;;Vpredu;
sedel;;sedel;
mohutný;nominatív;mohutný;nominatív
ospalo;;ospalo;
muž;nominatív;muž;nominatív
zahol;;zahol;
do;;do;
jednej;genitív;jednej;genitív
z;nominatív;z;
ulíc;genitív;ulíc;genitív
Čierna;;Čierna;nominatív
tma;nominatív;tma;nominatív
ustupovala;;ustupovala;
pred;akuzatív;pred;
sivastým;datív;sivastým;inštrumentál
svetlom;inštrumentál;svetlom;inštrumentál
Priatelia;;Priatelia;nominatív
po;akuzatív;po;
sebe;datív;sebe;lokál
hlasno;;hlasno;
pokrikovali;;pokrikovali;
Flauta;nominatív;Flauta;nominatív
hrala;;hrala;
zložitú;akuzatív;zložitú;akuzatív
melódiu;akuzatív;melódiu;akuzatív
sa;akuzatív;sa;
z;nominatív;z;
čírej;genitív;čírej;genitív
radosti;nominatív;radosti;genitív
zatočila;;zatočila;
Dokázala;;Dokázala;
to;nominatív;to;akuzatív
Utiekla;;Utiekla;
z;nominatív;z;
paláca;genitív;paláca;genitív
pred;akuzatív;pred;
nekonečným;datív;nekonečným;inštrumentál
zástupom;datív;zástupom;inštrumentál
nápadníkov;genitív;nápadníkov;genitív
Uveličene;;Uveličene;
sa;akuzatív;sa;
obzerala;;obzerala;
okolo;;okolo;
seba;genitív;seba;genitív
Predavači;nominatív;Predavači;nominatív
tu;;tu;
núkali;;núkali;
všeličo;nominatív;všeličo;akuzatív
od;genitív;od;
výmyslu;genitív;výmyslu;genitív
sveta;genitív;sveta;genitív
mosadzný;nominatív;mosadzný;akuzatív
riad;nominatív;riad;akuzatív
sladké;nominatív;sladké;akuzatív
datle;nominatív;datle;akuzatív
i;nominatív;i;
čerstvé;nominatív;čerstvé;akuzatív
ryby;nominatív;ryby;akuzatív
Usmiala;;Usmiala;
sa;akuzatív;sa;
naňho;akuzatív;naňho;akuzatív
Vybrala;;Vybrala;
najligotavejšie;nominatív;najligotavejšie;akuzatív
jabĺčko;nominatív;jabĺčko;akuzatív
a;nominatív;a;
podala;;podala;
ho;;ho;akuzatív
chlapcovi;nominatív;chlapcovi;datív
A;;A;
teraz;;teraz;
mi;datív;mi;datív
zaplať;;zaplať;
zhúkol;;zhúkol;
na;;na;
Jazmínu;genitív;Jazmínu;akuzatív
predavač;nominatív;predavač;nominatív
Zaplať;;Zaplať;
Ach;;Ach;
áno;;áno;
peniaze;nominatív;peniaze;nominatív
Čítala;;Čítala;
o;;o;
tom;lokál;tom;lokál
v;akuzatív;v;
knihách;lokál;knihách;lokál
Na;;Na;
prekvapenie;nominatív;prekvapenie;akuzatív
predavač;nominatív;predavač;nominatív
vytiahol;;vytiahol;
obrovský;nominatív;obrovský;akuzatív
ostrý;nominatív;ostrý;akuzatív
dlhý;nominatív;dlhý;akuzatív
nôž;nominatív;nôž;akuzatív
zle;;zle;
spal;;spal;
Podávajú;;Podávajú;
sa;akuzatív;sa;
raňajky;nominatív;raňajky;nominatív
povedal;;povedal;
No;;No;
kým;;kým;
si;datív;si;
stačil;;stačil;
odhryznúť;;odhryznúť;
čosi;nominatív;čosi;nominatív
ho;;ho;akuzatív
zaujalo;;zaujalo;
Otočil;;Otočil;
sa;akuzatív;sa;
a;nominatív;a;
prekvapene;;prekvapene;
sa;akuzatív;sa;
díval;;díval;
sa;akuzatív;sa;
zamračil;;zamračil;
Zrazu;;Zrazu;
sa;akuzatív;sa;
strhol;;strhol;
sledoval;;sledoval;
kam;;kam;
pozerá;;pozerá;
a;nominatív;a;
zbadal;;zbadal;
dievča;nominatív;dievča;akuzatív
Hraj;;Hraj;
ako;;ako;
ja;nominatív;ja;nominatív
zašepkal;;zašepkal;
Predavač;nominatív;Predavač;nominatív
zdrapil;;zdrapil;
Ty;nominatív;Ty;nominatív
to;nominatív;to;akuzatív
dievča;nominatív;dievča;akuzatív
poznáš;;poznáš;
Je;;Je;
trochu;nominatív;trochu;
pomätená;nominatív;pomätená;nominatív
bláznivá;nominatív;bláznivá;nominatív
Vravela;;Vravela;
že;;že;
pozná;;pozná;
sultána;genitív;sultána;akuzatív
Kľakla;;Kľakla;
si;datív;si;
a;nominatív;a;
uklonila;;uklonila;
sa;akuzatív;sa;
ju;akuzatív;ju;akuzatív
zdvihol;;zdvihol;
Vráťte;;Vráťte;
sa;akuzatív;sa;
vy;nominatív;vy;nominatív
zlodeji;nominatív;zlodeji;nominatív
hrmel;;hrmel;
za;genitív;za;
nimi;inštrumentál;nimi;inštrumentál
predavačov;nominatív;predavačov;nominatív
zúrivý;nominatív;zúrivý;nominatív
rev;nominatív;rev;nominatív
sa;akuzatív;sa;
prekvapene;;prekvapene;
poobzerala;;poobzerala;
okolo;;okolo;
seba;genitív;seba;genitív
Ty;nominatív;Ty;nominatív
tu;;tu;
bývaš;;bývaš;
spýtala;;spýtala;
sa;akuzatív;sa;
Stále;;Stále;
by;;by;
ti;datív;ti;datív
hovorili;;hovorili;
kam;;kam;
máš;;máš;
ísť;;ísť;
a;nominatív;a;
čo;nominatív;čo;akuzatív
si;datív;si;
máš;;máš;
obliecť;;obliecť;
Určite;;Určite;
je;;je;
to;nominatív;to;nominatív
lepšie;;lepšie;nominatív
ako;;ako;
tu;;tu;
vravel;;vravel;
do;;do;
vlastných;genitív;vlastných;genitív
myšlienok;genitív;myšlienok;genitív
Tu;;Tu;
si;datív;si;
a;nominatív;a;
V;;V;
dome;lokál;dome;lokál
im;datív;im;datív
vysvetlila;;vysvetlila;
čo;nominatív;čo;akuzatív
dáva;;dáva;
psíkom;datív;psíkom;inštrumentál
jesť;;jesť;
a;nominatív;a;
kde;;kde;
majú;;majú;
svoje;nominatív;svoje;akuzatív
misky;nominatív;misky;akuzatív
a;nominatív;a;
ju;akuzatív;ju;akuzatív
pozorne;;pozorne;
počúvali;;počúvali;
Muselo;;Muselo;
sa;akuzatív;sa;
mu;datív;mu;datív
to;nominatív;to;nominatív
stať;nominatív;stať;
v;akuzatív;v;
noci;nominatív;noci;lokál
odvetila;;odvetila;
Čoskoro;;Čoskoro;
sa;akuzatív;sa;
spriatelili;;spriatelili;
a;nominatív;a;
stále;;stále;
vymýšľali;;vymýšľali;
nové;nominatív;nové;akuzatív
hry;nominatív;hry;akuzatív
ich;nominatív;ich;akuzatív
s;nominatív;s;
úsmevom;datív;úsmevom;inštrumentál
sledovala;;sledovala;
Chceli;;Chceli;
si;datív;si;
chvíľu;;chvíľu;akuzatív
odpočinúť;;odpočinúť;
Zrazu;;Zrazu;
z;nominatív;z;
domu;genitív;domu;genitív
vybehol;;vybehol;
neznámy;nominatív;neznámy;nominatív
muž;nominatív;muž;nominatív
V;;V;
náručí;genitív;náručí;lokál
niesol;;niesol;
nákupnú;akuzatív;nákupnú;akuzatív
tašku;akuzatív;tašku;akuzatív
Vzápätí;;Vzápätí;
za;genitív;za;
ním;inštrumentál;ním;inštrumentál
s;nominatív;s;
krikom;;krikom;inštrumentál
vybehla;;vybehla;
i;nominatív;i;
slúžka;nominatív;slúžka;nominatív
Zastavte;;Zastavte;
ho;;ho;akuzatív
a;nominatív;a;
sa;akuzatív;sa;
zľakli;;zľakli;
Bežali;;Bežali;
do;;do;
domu;genitív;domu;genitív
aby;;aby;
zistili;;zistili;
či;;či;
niečo;nominatív;niečo;akuzatív
Z;;Z;
pokladničky;nominatív;pokladničky;genitív
sa;akuzatív;sa;
stratili;;stratili;
peniaze;nominatív;peniaze;nominatív
Hľadali;;Hľadali;
ju;akuzatív;ju;akuzatív
všade;;všade;
vnútri;;vnútri;
i;nominatív;i;
vonku;;vonku;
ale;;ale;
bezvýsledne;;bezvýsledne;
Napokon;;Napokon;
sa;akuzatív;sa;
vybrali;;vybrali;
do;;do;
mesta;genitív;mesta;genitív
Kňučala;;Kňučala;
a;nominatív;a;
ťahala;;ťahala;
ich;nominatív;ich;akuzatív
k;nominatív;k;
dverám;datív;dverám;datív
akoby;;akoby;
im;datív;im;datív
chcela;;chcela;
niečo;nominatív;niečo;akuzatív
dôležité;nominatív;dôležité;akuzatív
povedať;;povedať;
nakukla;;nakukla;
cez;akuzatív;cez;
okno;nominatív;okno;akuzatív
dnu;;dnu;
Vyzerajú;;Vyzerajú;
ako;;ako;
šťastná;nominatív;šťastná;nominatív
dvojica;nominatív;dvojica;nominatív
zvolala;;zvolala;
prekvapená;nominatív;prekvapená;nominatív
dlho;;dlho;
a;nominatív;a;
policajti;nominatív;policajti;nominatív
prišli;;prišli;
do;;do;
kaviarne;nominatív;kaviarne;genitív
zatknúť;;zatknúť;
zlodeja;genitív;zlodeja;akuzatív
Len;;Len;
čo;nominatív;čo;
polícia;nominatív;polícia;nominatív
odišla;;odišla;
dali;;dali;
si;datív;si;
so;inštrumentál;so;
v;akuzatív;v;
kaviarni;datív;kaviarni;lokál
malinovku;akuzatív;malinovku;akuzatív
tam;;tam;
si;datív;si;
zakričala;;zakričala;
hľadala;;hľadala;
po;akuzatív;po;
dome;lokál;dome;lokál
a;nominatív;a;
po;akuzatív;po;
záhrade;datív;záhrade;lokál
Napokon;;Napokon;
našla;;našla;
Rýchlo;;Rýchlo;
ju;akuzatív;ju;akuzatív
prezrela;;prezrela;
a;nominatív;a;
zistila;;zistila;
že;;že;
sa;akuzatív;sa;
na;;na;
svet;nominatív;svet;akuzatív
pýtajú;;pýtajú;
šteniatka;nominatív;šteniatka;nominatív
sa;akuzatív;sa;
sklonila;;sklonila;
nad;akuzatív;nad;
Po;akuzatív;Po;
chvíli;datív;chvíli;lokál
prišli;;prišli;
na;;na;
svet;nominatív;svet;akuzatív
štyri;nominatív;štyri;nominatív
drobnučké;nominatív;drobnučké;nominatív
šteniatka;nominatív;šteniatka;nominatív
To;nominatív;To;nominatív
je;;je;
ale;;ale;
prekvapenie;nominatív;prekvapenie;nominatív
pomyslela;;pomyslela;
si;datív;si;
Už;;Už;
vedela;;vedela;
na;;na;
čo;nominatív;čo;akuzatív
ho;;ho;akuzatív
potrebuje;;potrebuje;
Uložia;;Uložia;
doň;genitív;doň;genitív
šteniatka;nominatív;šteniatka;akuzatív
a;nominatív;a;
stonožka;nominatív;stonožka;nominatív
Keď;;Keď;
som;;som;
sa;akuzatív;sa;
raz;nominatív;raz;
vrátil;;vrátil;
zo;;zo;
sveta;genitív;sveta;genitív
do;;do;
rodného;genitív;rodného;genitív
mraveniska;genitív;mraveniska;genitív
zhrozil;;zhrozil;
som;;som;
sa;akuzatív;sa;
Zdvorilo;;Zdvorilo;
som;;som;
ho;;ho;akuzatív
požiadal;;požiadal;
o;;o;
silné;nominatív;silné;akuzatív
lano;nominatív;lano;akuzatív
Rozčúlil;;Rozčúlil;
sa;akuzatív;sa;
že;;že;
ho;;ho;akuzatív
vyrušujem;;vyrušujem;
po;akuzatív;po;
pracovnom;lokál;pracovnom;lokál
čase;lokál;čase;lokál
V;;V;
lese;lokál;lese;lokál
som;;som;
krok;nominatív;krok;akuzatív
za;genitív;za;
krôčikom;datív;krôčikom;inštrumentál
snoril;;snoril;
pod;akuzatív;pod;
krami;inštrumentál;krami;inštrumentál
a;nominatív;a;
pod;akuzatív;pod;
kameňmi;inštrumentál;kameňmi;inštrumentál
Koho;genitív;Koho;akuzatív
som;;som;
hľadal;;hľadal;
Veď;;Veď;
sa;akuzatív;sa;
dozviete;;dozviete;
Odtrhol;;Odtrhol;
som;;som;
lesnú;akuzatív;lesnú;akuzatív
jahodu;akuzatív;jahodu;akuzatív
a;nominatív;a;
položil;;položil;
ju;akuzatív;ju;akuzatív
ku;datív;ku;
kamennému;datív;kamennému;datív
prístrešku;datív;prístrešku;datív
To;nominatív;To;nominatív
ju;akuzatív;ju;akuzatív
zobudilo;;zobudilo;
Kto;nominatív;Kto;nominatív
Roztočil;;Roztočil;
som;;som;
laso;nominatív;laso;akuzatív
a;nominatív;a;
chytil;;chytil;
stonožku;akuzatív;stonožku;akuzatív
do;;do;
slučky;nominatív;slučky;genitív
a;nominatív;a;
Lienka;nominatív;Lienka;nominatív
v;akuzatív;v;
nebezpečenstve;lokál;nebezpečenstve;lokál
Že;;Že;
ste;lokál;ste;
už;;už;
o;;o;
mne;datív;mne;lokál
počuli;;počuli;
Dokonca;;Dokonca;
ste;lokál;ste;
ma;genitív;ma;akuzatív
videli;;videli;
v;akuzatív;v;
televízii;datív;televízii;lokál
No;;No;
toto;nominatív;toto;
A;;A;
ja;nominatív;ja;nominatív
som;;som;
si;datív;si;
myslel;;myslel;
že;;že;
si;datív;si;
ma;genitív;ma;akuzatív
nikto;nominatív;nikto;nominatív
Rýchlo;;Rýchlo;
som;;som;
jej;nominatív;jej;datív
bežal;;bežal;
na;;na;
pomoc;;pomoc;akuzatív
Lienka;nominatív;Lienka;nominatív
sa;akuzatív;sa;
držala;;držala;
nad;akuzatív;nad;
vodou;inštrumentál;vodou;inštrumentál
z;nominatív;z;
posledných;genitív;posledných;genitív
síl;genitív;síl;genitív
Brúsil;;Brúsil;
si;datív;si;
na;;na;
nás;genitív;nás;akuzatív
zubiská;nominatív;zubiská;akuzatív
a;nominatív;a;
najradšej;;najradšej;nominatív
by;;by;
nás;genitív;nás;akuzatív
zhltol;;zhltol;
ako;;ako;
malinu;akuzatív;malinu;akuzatív
som;;som;
vlastným;datív;vlastným;datív
ušiam;datív;ušiam;datív
Čo;nominatív;Čo;nominatív
iné;nominatív;iné;nominatív
mi;datív;mi;datív
ostávalo;;ostávalo;
Iba;;Iba;
jej;nominatív;jej;datív
skočiť;;skočiť;
na;;na;
pomoc;;pomoc;akuzatív
Dokonca;;Dokonca;
mi;datív;mi;datív
na;;na;
krk;nominatív;krk;akuzatív
uviazala;;uviazala;
bodkovanú;akuzatív;bodkovanú;akuzatív
šatku;akuzatív;šatku;akuzatív
ktorú;akuzatív;ktorú;akuzatív
odvtedy;;odvtedy;
stále;;stále;
nosím;;nosím;
Veľmi;;Veľmi;
sa;akuzatív;sa;
mi;datív;mi;datív
páči;;páči;
Že;;Že;
sa;akuzatív;sa;
utopím;;utopím;
Kdeže;;Kdeže;
Uvidíte;;Uvidíte;
nabudúce;;nabudúce;
prídem;;prídem;
za;genitív;za;
vami;inštrumentál;vami;inštrumentál
zas;;zas;
a;nominatív;a;
koník;nominatív;koník;nominatív
Zavolajte;;Zavolajte;
Mravca;genitív;Mravca;akuzatív
Sľúbil;;Sľúbil;
by;;by;
som;;som;
jej;nominatív;jej;datív
i;nominatív;i;
modré;nominatív;modré;akuzatív
z;nominatív;z;
neba;genitív;neba;genitív
keby;;keby;
ho;;ho;akuzatív
chcela;;chcela;
Musí;;Musí;
byť;;byť;
pohodlný;nominatív;pohodlný;nominatív
viem;;viem;
aby;;aby;
sa;akuzatív;sa;
v;akuzatív;v;
ňom;lokál;ňom;lokál
Lienke;datív;Lienke;datív
dobre;;dobre;
sedelo;;sedelo;
a;nominatív;a;
dobre;;dobre;
aby;;aby;
chorobu;akuzatív;chorobu;akuzatív
Haló;;Haló;
tadiaľto;;tadiaľto;
kôň;nominatív;kôň;nominatív
kričal;;kričal;
som;;som;
na;;na;
motýle;nominatív;motýle;akuzatív
ste;lokál;ste;
tu;;tu;
nejakého;genitív;nejakého;akuzatív
koňa;genitív;koňa;akuzatív
vypytoval;;vypytoval;
som;;som;
sa;akuzatív;sa;
chrobákov;genitív;chrobákov;genitív
Krútili;;Krútili;
hlavou;inštrumentál;hlavou;inštrumentál
Až;;Až;
na;;na;
komára;genitív;komára;akuzatív
Spomínam;;Spomínam;
si;datív;si;
povedal;;povedal;
tenkým;datív;tenkým;inštrumentál
hláskom;datív;hláskom;inštrumentál
To;nominatív;To;nominatív
bola;nominatív;bola;
stopa;nominatív;stopa;nominatív
Viedli;;Viedli;
ma;genitív;ma;akuzatív
vetvičky;nominatív;vetvičky;nominatív
a;nominatív;a;
tráva;nominatív;tráva;nominatív
Na;;Na;
čistinke;datív;čistinke;lokál
ani;;ani;
jedinký;nominatív;jedinký;nominatív
Horšie;;Horšie;
však;;však;
bolo;;bolo;
že;;že;
ten;nominatív;ten;nominatív
divý;nominatív;divý;nominatív
kôň;nominatív;kôň;nominatív
zmizol;;zmizol;
Márne;;Márne;
som;;som;
ho;;ho;akuzatív
vyzeral;;vyzeral;
Od;genitív;Od;
rána;nominatív;rána;genitív
do;;do;
večera;nominatív;večera;genitív
som;;som;
pil;;pil;
čaj;nominatív;čaj;akuzatív
s;nominatív;s;
citrónom;datív;citrónom;inštrumentál
aby;;aby;
som;;som;
sa;akuzatív;sa;
čo;nominatív;čo;
najskôr;;najskôr;
uzdravil;;uzdravil;
a;nominatív;a;
mohol;;mohol;
Lienke;datív;Lienke;datív
splniť;;splniť;
jej;nominatív;jej;akuzatív
sen;nominatív;sen;akuzatív
to;nominatív;to;nominatív
nik;nominatív;nik;nominatív
iný;nominatív;iný;nominatív
ako;;ako;
chrobák;nominatív;chrobák;nominatív
Utiekol;;Utiekol;
som;;som;
im;datív;im;datív
vyhlásil;;vyhlásil;
Od;genitív;Od;
prvej;genitív;prvej;genitív
chvíle;nominatív;chvíle;genitív
sa;akuzatív;sa;
tu;;tu;
správal;;správal;
ako;;ako;
doma;;doma;
Prekvapilo;;Prekvapilo;
ma;genitív;ma;akuzatív
to;nominatív;to;nominatív
ale;;ale;
mi;datív;mi;datív
prezradil;;prezradil;
že;;že;
sa;akuzatív;sa;
narodil;;narodil;
v;akuzatív;v;
kine;lokál;kine;lokál
Tam;;Tam;
prežil;;prežil;
celé;nominatív;celé;akuzatív
svoje;nominatív;svoje;akuzatív
detstvo;nominatív;detstvo;akuzatív
strachy;nominatív;strachy;akuzatív
Naučím;;Naučím;
ťa;genitív;ťa;akuzatív
to;nominatív;to;akuzatív
Vyzeral;;Vyzeral;
akoby;;akoby;
ho;;ho;akuzatív
z;nominatív;z;
niekoľkých;genitív;niekoľkých;genitív
plemien;genitív;plemien;genitív
psov;genitív;psov;genitív
v;akuzatív;v;
maštali;datív;maštali;lokál
a;nominatív;a;
na;;na;
cvičisku;datív;cvičisku;lokál
Ten;nominatív;Ten;nominatív
koník;nominatív;koník;nominatív
za;genitív;za;
mnou;inštrumentál;mnou;inštrumentál
naskutku;;naskutku;
priklusal;;priklusal;
To;nominatív;To;nominatív
vám;datív;vám;datív
bolo;;bolo;
prekvapenie;nominatív;prekvapenie;nominatív
Pohladkal;;Pohladkal;
som;;som;
ho;;ho;akuzatív
a;nominatív;a;
veru;;veru;
ani;;ani;
sa;akuzatív;sa;
Postavíme;;Postavíme;
ti;datív;ti;datív
povedal;;povedal;
som;;som;
mu;datív;mu;datív
Okamžite;;Okamžite;
súhlasil;;súhlasil;
s;nominatív;s;
mojím;inštrumentál;mojím;inštrumentál
návrhom;datív;návrhom;inštrumentál
a;nominatív;a;
meno;nominatív;meno;akuzatív
prijal;;prijal;
bez;genitív;bez;
mihnutia;nominatív;mihnutia;genitív
oka;genitív;oka;genitív
Na;;Na;
pomoc;;pomoc;akuzatív
nám;;nám;datív
prišiel;;prišiel;
Brucháč;nominatív;Brucháč;nominatív
s;nominatív;s;
niekoľkými;inštrumentál;niekoľkými;inštrumentál
chrobákmi;inštrumentál;chrobákmi;inštrumentál
a;nominatív;a;
onedlho;;onedlho;
sme;;sme;
mali;;mali;
obydlie;nominatív;obydlie;akuzatív
pre;akuzatív;pre;
pod;akuzatív;pod;
strechou;inštrumentál;strechou;inštrumentál
A;;A;
teraz;;teraz;
je;;je;
na;;na;
rade;lokál;rade;lokál
výcvik;nominatív;výcvik;nominatív
oznámil;;oznámil;
som;;som;
mu;datív;mu;datív
Obrázkovým;datív;Obrázkovým;inštrumentál
telefónom;datív;telefónom;inštrumentál
som;;som;
zavolal;;zavolal;
kováča;genitív;kováča;akuzatív
Kováčika;genitív;Kováčika;akuzatív
a;nominatív;a;
ten;nominatív;ten;nominatív
bez;genitív;bez;
dlhých;genitív;dlhých;genitív
rečí;genitív;rečí;genitív
koníka;genitív;koníka;akuzatív
okoval;;okoval;
Tak;;Tak;
ja;nominatív;ja;nominatív
veru;;veru;
nie;;nie;
jazda;nominatív;jazda;nominatív
Mal;;Mal;
som;;som;
koníka;genitív;koníka;akuzatív
mal;;mal;
som;;som;
aj;;aj;
koč;nominatív;koč;akuzatív
Kdeže;;Kdeže;
Hihihi;;Hihihi;
To;nominatív;To;akuzatív
rada;nominatív;rada;nominatív
počujem;;počujem;
vyhlásila;;vyhlásila;
Lienka;nominatív;Lienka;nominatív
Ja;nominatív;Ja;nominatív
si;datív;si;
počkám;;počkám;
odmietla;;odmietla;
Ja;nominatív;Ja;nominatív
najviac;nominatív;najviac;
Od;genitív;Od;
ľaku;genitív;ľaku;genitív
som;;som;
vyriecť;;vyriecť;
slova;genitív;slova;genitív
