Slovo;Pád;Slovo2;Pád2
Vliekol;;Vliekol;
som;;som;
sa;;sa;
po;;po;
Nevskom;lokál;Nevskom;lokál
prospekte;lokál;prospekte;lokál
a;;a;
stále;;stále;
som;;som;
nedokázal;;nedokázal;
sformulovať;;sformulovať;
nijakú;akuzatív;nijakú;akuzatív
myšlienku;akuzatív;myšlienku;akuzatív
.;;.;
A;;A;
pred;;pred;
očami;inštrumentál;očami;inštrumentál
sa;;sa;
mi;datív;mi;datív
zjavila;;zjavila;
Lorina;nominatív;Lorina;nominatív
tvár;nominatív;tvár;nominatív
.;;.;
Pocítil;;Pocítil;
som;;som;
akúsi;akuzatív;akúsi;akuzatív
vnútornú;akuzatív;vnútornú;akuzatív
horúčosť;akuzatív;horúčosť;akuzatív
,;;,;
úzkosť;akuzatív;úzkosť;akuzatív
.;;.;
Nepamätal;;Nepamätal;
som;;som;
sa;;sa;
,;;,;
či;;či;
sme;;sme;
s;;s;
Raisou;inštrumentál;Raisou;inštrumentál
vypili;;vypili;
včerajšiu;akuzatív;včerajšiu;akuzatív
fľašu;akuzatív;fľašu;akuzatív
alebo;;alebo;
nie;;nie;
.;;.;
Vylial;;Vylial;
som;;som;
zvyšnú;akuzatív;zvyšnú;akuzatív
vodku;akuzatív;vodku;akuzatív
do;;do;
pohára;genitív;pohára;genitív
.;;.;
Pohľadal;;Pohľadal;
som;;som;
letenku;akuzatív;letenku;akuzatív
.;;.;
S;;S;
letenkou;inštrumentál;letenkou;inštrumentál
v;;v;
ruke;lokál;ruke;lokál
som;;som;
vyšiel;;vyšiel;
z;;z;
izby;genitív;izby;genitív
a;;a;
zamieril;;zamieril;
k;;k;
stolu;datív;stolu;datív
,;;,;
kde;;kde;
sedeli;;sedeli;
recepčné;nominatív;recepčné;nominatív
z;;z;
môjho;genitív;môjho;genitív
poschodia;genitív;poschodia;genitív
.;;.;
A;;A;
poprosím;;poprosím;
ju;akuzatív;ju;akuzatív
,;;,;
aby;;aby;
mi;datív;mi;datív
večer;;večer;
robila;;robila;
spoločnosť;nominatív;spoločnosť;akuzatív
.;;.;
Recepčné;nominatív;Recepčné;nominatív
sa;;sa;
podujali;;podujali;
objednať;;objednať;
taxík;akuzatív;taxík;akuzatív
a;;a;
zobudiť;;zobudiť;
ma;akuzatív;ma;akuzatív
,;;,;
kedy;;kedy;
uznám;;uznám;
za;;za;
vhodné;akuzatív;vhodné;akuzatív
.;;.;
Uznal;;Uznal;
som;;som;
za;;za;
vhodné;akuzatív;vhodné;akuzatív
požiadať;;požiadať;
ich;akuzatív;ich;akuzatív
,;;,;
aby;;aby;
ma;akuzatív;ma;akuzatív
zobudili;;zobudili;
o;;o;
pol;lokál;pol;lokál
piatej;lokál;piatej;lokál
.;;.;
Večer;;Večer;
ma;akuzatív;ma;akuzatív
začala;;začala;
znepokojovať;;znepokojovať;
pohrebná;nominatív;pohrebná;nominatív
trúba;nominatív;trúba;nominatív
.;;.;
Stále;;Stále;
som;;som;
mal;;mal;
pred;;pred;
sebou;inštrumentál;sebou;inštrumentál
Lorinu;akuzatív;Lorinu;akuzatív
tvár;akuzatív;tvár;akuzatív
.;;.;
Pohrebná;nominatív;Pohrebná;nominatív
trúba;nominatív;trúba;nominatív
stále;;stále;
vyhrávala;;vyhrávala;
v;;v;
ktoromsi;lokál;ktoromsi;lokál
kúte;lokál;kúte;lokál
prázdneho;genitív;prázdneho;genitív
priestoru;genitív;priestoru;genitív
môjho;genitív;môjho;genitív
mozgu;genitív;mozgu;genitív
.;;.;
Záchranu;akuzatív;Záchranu;akuzatív
som;;som;
našiel;;našiel;
v;;v;
telefónnom;lokál;telefónnom;lokál
čísle;lokál;čísle;lokál
09;;;
.;;.;
Na;;Na;
druhej;lokál;druhej;lokál
strane;lokál;strane;lokál
položili;;položili;
telefón;akuzatív;telefón;akuzatív
.;;.;
Položil;;Položil;
som;;som;
pohár;akuzatív;pohár;akuzatív
na;;na;
stôl;akuzatív;stôl;akuzatív
a;;a;
išiel;;išiel;
som;;som;
otvoriť;;otvoriť;
.;;.;
Vo;;Vo;
dverách;lokál;dverách;lokál
sa;;sa;
objavila;;objavila;
plavovláska;nominatív;plavovláska;nominatív
,;;,;
pripomínajúca;nominatív;pripomínajúca;nominatív
plavovlasé;akuzatív;plavovlasé;akuzatív
dievčatá;akuzatív;dievčatá;akuzatív
z;;z;
výťahu;genitív;výťahu;genitív
.;;.;
Zahľadela;;Zahľadela;
sa;;sa;
mi;datív;mi;datív
do;;do;
očí;genitív;očí;genitív
a;;a;
spýtala;;spýtala;
sa;;sa;
,;;,;
či;;či;
ju;akuzatív;ju;akuzatív
beriem;;beriem;
.;;.;
Slová;nominatív;Slová;nominatív
mi;datív;mi;datív
uviazli;;uviazli;
v;;v;
hrdle;lokál;hrdle;lokál
.;;.;
Prikývla;;Prikývla;
a;;a;
povedala;;povedala;
,;;,;
že;;že;
sa;;sa;
o;;o;
chvíľu;akuzatív;chvíľu;akuzatív
vráti;;vráti;
.;;.;
Tentoraz;;Tentoraz;
nebola;;nebola;
sama;nominatív;sama;nominatív
.;;.;
Vybral;;Vybral;
som;;som;
peniaze;akuzatív;peniaze;akuzatív
a;;a;
podal;;podal;
som;;som;
mu;datív;mu;datív
ich;akuzatív;ich;akuzatív
.;;.;
Stiahol;;Stiahol;
som;;som;
sa;;sa;
,;;,;
aby;;aby;
mohla;;mohla;
prejsť;;prejsť;
.;;.;
Išla;;Išla;
prvá;nominatív;prvá;nominatív
,;;,;
ja;nominatív;ja;nominatív
za;;za;
ňou;inštrumentál;ňou;inštrumentál
a;;a;
ocitli;;ocitli;
sme;;sme;
sa;;sa;
uprostred;;uprostred;
izby;genitív;izby;genitív
.;;.;
Televízor;nominatív;Televízor;nominatív
bol;;bol;
zapnutý;nominatív;zapnutý;nominatív
,;;,;
stále;;stále;
nastavený;nominatív;nastavený;nominatív
na;;na;
pornografický;akuzatív;pornografický;akuzatív
kanál;akuzatív;kanál;akuzatív
.;;.;
Spýtala;;Spýtala;
sa;;sa;
ma;akuzatív;ma;akuzatív
,;;,;
či;;či;
ho;akuzatív;ho;akuzatív
môže;;môže;
vypnúť;;vypnúť;
.;;.;
Namiesto;;Namiesto;
odpovede;genitív;odpovede;genitív
som;;som;
ho;akuzatív;ho;akuzatív
išiel;;išiel;
vypnúť;;vypnúť;
ja;nominatív;ja;nominatív
.;;.;
Zasmiala;;Zasmiala;
sa;;sa;
.;;.;
Mala;;Mala;
na;;na;
sebe;lokál;sebe;lokál
len;;len;
podprsenku;akuzatív;podprsenku;akuzatív
a;;a;
nohavičky;akuzatív;nohavičky;akuzatív
.;;.;
Obidvoje;nominatív;Obidvoje;akuzatív
čiernej;genitív;čiernej;genitív
farby;genitív;farby;genitív
.;;.;
Mýlil;;Mýlil;
som;;som;
sa;;sa;
.;;.;
Prejavila;;Prejavila;
ľútosť;akuzatív;ľútosť;akuzatív
.;;.;
Vtedy;;Vtedy;
som;;som;
jej;datív;jej;datív
ponúkol;;ponúkol;
vodku;akuzatív;vodku;akuzatív
.;;.;
Odmietla;;Odmietla;
,;;,;
povedala;;povedala;
,;;,;
že;;že;
nepije;;nepije;
alkohol;akuzatív;alkohol;akuzatív
.;;.;
Témy;nominatív;Témy;akuzatív
na;;na;
rozhovor;akuzatív;rozhovor;akuzatív
sme;;sme;
už;;už;
vyčerpali;;vyčerpali;
.;;.;
Slečna;nominatív;Slečna;nominatív
sa;;sa;
znepokojila;;znepokojila;
.;;.;
Prisunula;;Prisunula;
sa;;sa;
ku;;ku;
mne;datív;mne;datív
a;;a;
spýtala;;spýtala;
sa;;sa;
,;;,;
či;;či;
som;;som;
v;;v;
poriadku;lokál;poriadku;lokál
.;;.;
Mám;;Mám;
to;akuzatív;to;akuzatív
tu;;tu;
vnútri;;vnútri;
,;;,;
povedal;;povedal;
som;;som;
jej;datív;jej;datív
.;;.;
Zdá;;Zdá;
sa;;sa;
,;;,;
že;;že;
mala;;mala;
veľmi;;veľmi;
vyvinutý;akuzatív;vyvinutý;akuzatív
zmysel;akuzatív;zmysel;akuzatív
pre;;pre;
povinnosť;akuzatív;povinnosť;akuzatív
.;;.;
Bol;;Bol;
som;;som;
jej;inštrumentál;jej;inštrumentál
štvrtým;inštrumentál;štvrtým;inštrumentál
tridsaťpercentníkom;inštrumentál;tridsaťpercentníkom;inštrumentál
.;;.;
Tentoraz;;Tentoraz;
som;;som;
ju;akuzatív;ju;akuzatív
nechal;;nechal;
.;;.;
Dostala;;Dostala;
guráž;akuzatív;guráž;akuzatív
.;;.;
Zostal;;Zostal;
som;;som;
v;;v;
posteli;lokál;posteli;lokál
.;;.;
Napokon;;Napokon;
sa;;sa;
ozvalo;;ozvalo;
klopanie;nominatív;klopanie;nominatív
na;;na;
dvere;akuzatív;dvere;akuzatív
.;;.;
Keď;;Keď;
odišla;;odišla;
,;;,;
vstal;;vstal;
som;;som;
a;;a;
zamkol;;zamkol;
dvere;akuzatív;dvere;akuzatív
znútra;;znútra;
.;;.;
Bozkávala;;Bozkávala;
ma;akuzatív;ma;akuzatív
a;;a;
dovolila;;dovolila;
mi;datív;mi;datív
,;;,;
aby;;aby;
som;;som;
ju;akuzatív;ju;akuzatív
bozkával;;bozkával;
na;;na;
pery;akuzatív;pery;akuzatív
.;;.;
Kaťa;nominatív;Kaťa;nominatív
mi;datív;mi;datív
nedovolila;;nedovolila;
pobozkať;;pobozkať;
ju;akuzatív;ju;akuzatív
na;;na;
pery;akuzatív;pery;akuzatív
.;;.;
Vtedy;;Vtedy;
som;;som;
uvidel;;uvidel;
,;;,;
že;;že;
nie;;nie;
som;;som;
sám;nominatív;sám;nominatív
.;;.;
Ale;;Ale;
ich;nominatív;ich;nominatív
vodca;nominatív;vodca;nominatív
ma;akuzatív;ma;akuzatív
rázne;;rázne;
prerušil;;prerušil;
.;;.;
Sú;;Sú;
mojimi;inštrumentál;mojimi;inštrumentál
obeťami;inštrumentál;obeťami;inštrumentál
a;;a;
prišli;;prišli;
sem;;sem;
z;;z;
jediného;genitív;jediného;genitív
dôvodu;genitív;dôvodu;genitív
:;;:;
aby;;aby;
ma;akuzatív;ma;akuzatív
súdili;;súdili;
.;;.;
Nenávidel;;Nenávidel;
ma;akuzatív;ma;akuzatív
.;;.;
A;;A;
keď;;keď;
som;;som;
ho;akuzatív;ho;akuzatív
počúval;;počúval;
,;;,;
pri;;pri;
akejsi;lokál;akejsi;lokál
zmene;lokál;zmene;lokál
v;;v;
zafarbení;lokál;zafarbení;lokál
jeho;genitív;jeho;genitív
hlasu;genitív;hlasu;genitív
sa;;sa;
mi;datív;mi;datív
na;;na;
chvíľu;akuzatív;chvíľu;akuzatív
zazdalo;;zazdalo;
,;;,;
že;;že;
ho;akuzatív;ho;akuzatív
poznám;;poznám;
.;;.;
Odlož;;Odlož;
masku;akuzatív;masku;akuzatív
,;;,;
povedal;;povedal;
som;;som;
mu;datív;mu;datív
.;;.;
Zbytočne;;Zbytočne;
sa;;sa;
skrývaš;;skrývaš;
.;;.;
Musíte;;Musíte;
byť;;byť;
tolerantní;nominatív;tolerantní;nominatív
,;;,;
musíte;;musíte;
pochopiť;;pochopiť;
,;;,;
že;;že;
som;;som;
nemal;;nemal;
iné;akuzatív;iné;akuzatív
východisko;akuzatív;východisko;akuzatív
.;;.;
Sám;nominatív;Sám;nominatív
sa;;sa;
dovtíp;;dovtíp;
,;;,;
kto;nominatív;kto;nominatív
som;;som;
!;;!;
Muži;nominatív;Muži;nominatív
zo;;zo;
sprievodu;genitív;sprievodu;genitív
to;akuzatív;to;akuzatív
jednohlasne;;jednohlasne;
odobrili;;odobrili;
.;;.;
Podarilo;;Podarilo;
sa;;sa;
mi;datív;mi;datív
vybehnúť;;vybehnúť;
na;;na;
chodbu;akuzatív;chodbu;akuzatív
,;;,;
ale;;ale;
tam;;tam;
sa;;sa;
mi;datív;mi;datív
podlomili;;podlomili;
nohy;nominatív;nohy;nominatív
.;;.;
Zachvátila;;Zachvátila;
ma;akuzatív;ma;akuzatív
panika;nominatív;panika;nominatív
,;;,;
nevládal;;nevládal;
som;;som;
utekať;;utekať;
.;;.;
Vtedy;;Vtedy;
som;;som;
začul;;začul;
zvonenie;akuzatív;zvonenie;akuzatív
.;;.;
S;;S;
hrôzou;inštrumentál;hrôzou;inštrumentál
som;;som;
otvoril;;otvoril;
oči;akuzatív;oči;akuzatív
:;;:;
zvonil;;zvonil;
telefón;nominatív;telefón;nominatív
.;;.;
Chvíľu;;Chvíľu;
som;;som;
ležal;;ležal;
so;;so;
zatajeným;inštrumentál;zatajeným;inštrumentál
dychom;inštrumentál;dychom;inštrumentál
.;;.;
Kufor;akuzatív;Kufor;akuzatív
som;;som;
nemal;;nemal;
zbalený;akuzatív;zbalený;akuzatív
.;;.;
Všetko;akuzatív;Všetko;akuzatív
som;;som;
doň;genitív;doň;genitív
nahádzal;;nahádzal;
bez;;bez;
ladu;genitív;ladu;genitív
a;;a;
skladu;genitív;skladu;genitív
.;;.;
Strčil;;Strčil;
som;;som;
tam;;tam;
aj;;aj;
fľašu;akuzatív;fľašu;akuzatív
so;;so;
zvyškom;inštrumentál;zvyškom;inštrumentál
vodky;genitív;vodky;genitív
Smirnoff;nominatív;Smirnoff;nominatív
.;;.;
Spal;;Spal;
som;;som;
v;;v;
taxíku;lokál;taxíku;lokál
cestou;inštrumentál;cestou;inštrumentál
z;;z;
hotela;genitív;hotela;genitív
na;;na;
letisko;akuzatív;letisko;akuzatív
.;;.;
A;;A;
keď;;keď;
som;;som;
nakoniec;;nakoniec;
prišiel;;prišiel;
domov;;domov;
,;;,;
hneď;;hneď;
som;;som;
upadol;;upadol;
do;;do;
mŕtvolného;genitív;mŕtvolného;genitív
spánku;genitív;spánku;genitív
.;;.;
Zobudil;;Zobudil;
som;;som;
sa;;sa;
o;;o;
dvanásť;akuzatív;dvanásť;akuzatív
hodín;genitív;hodín;genitív
.;;.;
Bolo;;Bolo;
horúco;;horúco;
a;;a;
ja;nominatív;ja;nominatív
som;;som;
bol;;bol;
veľmi;;veľmi;
hladný;nominatív;hladný;nominatív
.;;.;
Niekto;nominatív;Niekto;nominatív
zo;;zo;
susedov;genitív;susedov;genitív
si;;si;
mohol;;mohol;
všimnúť;;všimnúť;
,;;,;
že;;že;
som;;som;
bol;;bol;
preč;;preč;
,;;,;
mohol;;mohol;
by;;by;
sa;;sa;
ma;akuzatív;ma;akuzatív
zvedavo;;zvedavo;
vypytovať;;vypytovať;
,;;,;
kde;;kde;
som;;som;
bol;;bol;
,;;,;
a;;a;
to;nominatív;to;nominatív
by;;by;
stačilo;;stačilo;
,;;,;
aby;;aby;
sa;;sa;
som;;som;
sa;;sa;
rozčúlil;;rozčúlil;
.;;.;
Nikto;nominatív;Nikto;nominatív
si;;si;
nevšimol;;nevšimol;
,;;,;
že;;že;
som;;som;
bol;;bol;
preč;;preč;
.;;.;
Pochopil;;Pochopil;
som;;som;
to;akuzatív;to;akuzatív
,;;,;
keď;;keď;
som;;som;
prišiel;;prišiel;
na;;na;
koniec;akuzatív;koniec;akuzatív
schodišťa;genitív;schodišťa;genitív
a;;a;
stretol;;stretol;
som;;som;
suseda;akuzatív;suseda;akuzatív
z;;z;
prízemia;genitív;prízemia;genitív
.;;.;
Nič;akuzatív;Nič;akuzatív
sa;;sa;
ma;akuzatív;ma;akuzatív
nepýtal;;nepýtal;
.;;.;
A;;A;
odišiel;;odišiel;
s;;s;
tavlou;inštrumentál;tavlou;inštrumentál
pod;;pod;
pazuchou;inštrumentál;pazuchou;inštrumentál
.;;.;
Kúpil;;Kúpil;
som;;som;
,;;,;
čo;nominatív;čo;nominatív
bolo;;bolo;
treba;;treba;
,;;,;
a;;a;
odišiel;;odišiel;
som;;som;
.;;.;
Vôbec;;Vôbec;
som;;som;
neveril;;neveril;
tomu;datív;tomu;datív
,;;,;
čo;nominatív;čo;nominatív
sa;;sa;
hovorí;;hovorí;
.;;.;
Musí;;Musí;
to;nominatív;to;nominatív
byť;;byť;
nejaký;nominatív;nejaký;nominatív
omyl;nominatív;omyl;nominatív
.;;.;
V;;V;
každom;lokál;každom;lokál
prípade;lokál;prípade;lokál
musím;;musím;
otvoriť;;otvoriť;
oči;akuzatív;oči;akuzatív
a;;a;
nesmiem;;nesmiem;
veriť;;veriť;
legendám;datív;legendám;datív
.;;.;
Celý;akuzatív;Celý;akuzatív
týždeň;akuzatív;týždeň;akuzatív
som;;som;
bol;;bol;
náchylný;nominatív;náchylný;nominatív
uveriť;;uveriť;
,;;,;
že;;že;
to;nominatív;to;nominatív
všetko;nominatív;všetko;nominatív
bol;;bol;
iba;;iba;
sen;nominatív;sen;nominatív
.;;.;
Mohla;;Mohla;
by;;by;
sa;;sa;
ma;akuzatív;ma;akuzatív
pýtať;;pýtať;
na;;na;
Lorinu;akuzatív;Lorinu;akuzatív
svadbu;akuzatív;svadbu;akuzatív
a;;a;
ja;nominatív;ja;nominatív
by;;by;
som;;som;
nevedel;;nevedel;
,;;,;
čo;akuzatív;čo;akuzatív
jej;datív;jej;datív
povedať;;povedať;
.;;.;
Vybral;;Vybral;
som;;som;
z;;z;
neho;genitív;neho;genitív
pokrčený;akuzatív;pokrčený;akuzatív
oblek;akuzatív;oblek;akuzatív
.;;.;
Vybral;;Vybral;
som;;som;
aj;;aj;
tričká;akuzatív;tričká;akuzatív
.;;.;
Bola;;Bola;
medzi;;medzi;
nimi;inštrumentál;nimi;inštrumentál
:;;:;
fľaša;nominatív;fľaša;nominatív
vodky;genitív;vodky;genitív
Smirnoff;nominatív;Smirnoff;nominatív
.;;.;
Dlho;;Dlho;
som;;som;
sedel;;sedel;
pred;;pred;
tým;inštrumentál;tým;inštrumentál
plným;inštrumentál;plným;inštrumentál
pohárom;inštrumentál;pohárom;inštrumentál
.;;.;
A;;A;
začal;;začal;
som;;som;
piť;;piť;
.;;.;
Túžil;;Túžil;
som;;som;
vypiť;;vypiť;
tú;akuzatív;tú;akuzatív
vodku;akuzatív;vodku;akuzatív
čo;;čo;
najrýchlejšie;;najrýchlejšie;
.;;.;
Opustil;;Opustil;
som;;som;
Lori;datív;Lori;akuzatív
.;;.;
Čo;akuzatív;Čo;akuzatív
som;;som;
neurobil;;neurobil;
ja;nominatív;ja;nominatív
,;;,;
urobili;;urobili;
medzitým;;medzitým;
iní;nominatív;iní;nominatív
.;;.;
Dozvedel;;Dozvedel;
som;;som;
sa;;sa;
o;;o;
tom;lokál;tom;lokál
na;;na;
druhý;akuzatív;druhý;akuzatív
deň;akuzatív;deň;akuzatív
,;;,;
z;;z;
novín;genitív;novín;genitív
.;;.;
Moju;akuzatív;Moju;akuzatív
pozornosť;akuzatív;pozornosť;akuzatív
upútala;;upútala;
fotografia;nominatív;fotografia;nominatív
akejsi;genitív;akejsi;genitív
ženy;genitív;ženy;genitív
.;;.;
Prekvapujúco;;Prekvapujúco;
sa;;sa;
podobala;;podobala;
na;;na;
Lori;akuzatív;Lori;akuzatív
.;;.;
Vyšiel;;Vyšiel;
som;;som;
z;;z;
obchodu;genitív;obchodu;genitív
.;;.;
Nad;;Nad;
fotografiou;inštrumentál;fotografiou;inštrumentál
bol;;bol;
titulok;nominatív;titulok;nominatív
Dvaja;nominatív;Dvaja;nominatív
Albánci;nominatív;Albánci;nominatív
v;;v;
putách;lokál;putách;lokál
ruského;genitív;ruského;genitív
Interpolu;genitív;Interpolu;genitív
.;;.;
Napriek;;Napriek;
všetkému;datív;všetkému;datív
úsiliu;datív;úsiliu;datív
sa;;sa;
príbuzným;datív;príbuzným;datív
Sergeja;genitív;Sergeja;genitív
Duku;genitív;Duku;genitív
nepodarilo;;nepodarilo;
zistiť;;zistiť;
u;;u;
kompetentných;genitív;kompetentných;genitív
orgánov;genitív;orgánov;genitív
nijaké;akuzatív;nijaké;akuzatív
podrobnosti;akuzatív;podrobnosti;akuzatív
.;;.;
Ale;;Ale;
roh;akuzatív;roh;nominatív
s;;s;
názvom;inštrumentál;názvom;inštrumentál
novín;genitív;novín;genitív
nebol;;nebol;
odtrhnutý;nominatív;odtrhnutý;nominatív
.;;.;
A;;A;
poprosím;;poprosím;
ho;akuzatív;ho;akuzatív
,;;,;
aby;;aby;
mi;datív;mi;datív
poskytol;;poskytol;
nejakú;akuzatív;nejakú;akuzatív
správu;akuzatív;správu;akuzatív
o;;o;
Lori;akuzatív;Lori;lokál
.;;.;
Nebol;;Nebol;
to;nominatív;to;nominatív
dobrý;nominatív;dobrý;nominatív
nápad;nominatív;nápad;nominatív
.;;.;
Namiesto;;Namiesto;
toho;genitív;toho;genitív
som;;som;
zašiel;;zašiel;
k;;k;
predavačovi;datív;predavačovi;datív
novín;genitív;novín;genitív
.;;.;
Zasmial;;Zasmial;
sa;;sa;
a;;a;
na;;na;
druhý;akuzatív;druhý;akuzatív
deň;akuzatív;deň;akuzatív
mi;datív;mi;datív
ich;akuzatív;ich;akuzatív
priniesol;;priniesol;
.;;.;
A;;A;
bol;;bol;
veľkorysý;nominatív;veľkorysý;nominatív
.;;.;
Predal;;Predal;
mi;datív;mi;datív
ich;akuzatív;ich;akuzatív
za;;za;
cenu;akuzatív;cenu;akuzatív
,;;,;
aká;nominatív;aká;nominatív
bola;;bola;
uvedená;nominatív;uvedená;nominatív
na;;na;
novinách;lokál;novinách;lokál
.;;.;
Moja;nominatív;Moja;nominatív
epocha;nominatív;epocha;nominatív
bola;;bola;
uzavretá;nominatív;uzavretá;nominatív
.;;.;
Nikto;nominatív;Nikto;nominatív
z;;z;
nich;genitív;nich;genitív
nevie;;nevie;
nič;akuzatív;nič;akuzatív
o;;o;
mojom;lokál;mojom;lokál
ruskom;lokál;ruskom;lokál
dobrodružstve;lokál;dobrodružstve;lokál
.;;.;
Jedného;genitív;Jedného;genitív
večera;genitív;večera;genitív
mi;datív;mi;datív
zatelefonovali;;zatelefonovali;
deti;nominatív;deti;nominatív
.;;.;
Nespomínali;;Nespomínali;
moje;akuzatív;moje;akuzatív
ruské;akuzatív;ruské;akuzatív
dobrodružstvo;akuzatív;dobrodružstvo;akuzatív
.;;.;
Vôbec;;Vôbec;
som;;som;
im;datív;im;datív
neprotirečil;;neprotirečil;
,;;,;
postupoval;;postupoval;
som;;som;
podľa;;podľa;
inej;genitív;inej;genitív
taktiky;genitív;taktiky;genitív
.;;.;
Povedal;;Povedal;
som;;som;
im;datív;im;datív
,;;,;
že;;že;
to;akuzatív;to;akuzatív
nepovažujem;;nepovažujem;
za;;za;
zlý;akuzatív;zlý;akuzatív
nápad;akuzatív;nápad;akuzatív
.;;.;
Ale;;Ale;
najskôr;;najskôr;
musím;;musím;
uzavrieť;;uzavrieť;
niektoré;akuzatív;niektoré;akuzatív
záležitosti;akuzatív;záležitosti;akuzatív
tu;;tu;
v;;v;
Albánsku;lokál;Albánsku;lokál
.;;.;
Moje;nominatív;Moje;nominatív
záhady;nominatív;záhady;nominatív
sa;;sa;
vyriešili;;vyriešili;
.;;.;
Oznámili;;Oznámili;
mi;datív;mi;datív
to;akuzatív;to;akuzatív
raz;akuzatív;raz;akuzatív
večer;;večer;
aj;;aj;
moje;nominatív;moje;nominatív
postavy;nominatív;postavy;nominatív
v;;v;
slávnostných;lokál;slávnostných;lokál
čiernych;lokál;čiernych;lokál
dvojradových;lokál;dvojradových;lokál
oblekoch;lokál;oblekoch;lokál
.;;.;
Išiel;;Išiel;
som;;som;
za;;za;
ňou;inštrumentál;ňou;inštrumentál
,;;,;
akoby;;akoby;
som;;som;
kráčal;;kráčal;
v;;v;
ústrety;;ústrety;
budúcnosti;lokál;budúcnosti;datív
.;;.;
Nevdojak;;Nevdojak;
som;;som;
sa;;sa;
poobzeral;;poobzeral;
,;;,;
či;;či;
neuvidím;;neuvidím;
Háda;akuzatív;Háda;akuzatív
.;;.;
S;;S;
mojimi;inštrumentál;mojimi;inštrumentál
úbohými;inštrumentál;úbohými;inštrumentál
postavami;inštrumentál;postavami;inštrumentál
.;;.;
V;;V;
takýchto;lokál;takýchto;lokál
mrákotách;lokál;mrákotách;lokál
zaznel;;zaznel;
v;;v;
ktoromsi;lokál;ktoromsi;lokál
kúte;lokál;kúte;lokál
môjho;genitív;môjho;genitív
mozgu;genitív;mozgu;genitív
pohrebný;nominatív;pohrebný;nominatív
motív;nominatív;motív;nominatív
vzdialenej;genitív;vzdialenej;genitív
trúby;genitív;trúby;genitív
.;;.;
Telefón;nominatív;Telefón;nominatív
zazvonil;;zazvonil;
vo;;vo;
chvíli;lokál;chvíli;lokál
,;;,;
keď;;keď;
som;;som;
začal;;začal;
hľadať;;hľadať;
šach;akuzatív;šach;akuzatív
.;;.;
Možno;;Možno;
moje;nominatív;moje;nominatív
postavy;nominatív;postavy;nominatív
vedia;;vedia;
hrať;;hrať;
šach;akuzatív;šach;akuzatív
.;;.;
Stuhol;;Stuhol;
som;;som;
.;;.;
Okamžite;;Okamžite;
som;;som;
ju;akuzatív;ju;akuzatív
spoznal;;spoznal;
.;;.;
Hlas;nominatív;Hlas;nominatív
na;;na;
druhom;lokál;druhom;lokál
konci;lokál;konci;lokál
linky;genitív;linky;genitív
patril;;patril;
Lori;datív;Lori;datív
.;;.;
Klameš;;Klameš;
,;;,;
povedal;;povedal;
som;;som;
priškrtene;;priškrtene;
.;;.;
Mal;;Mal;
som;;som;
príležitosť;akuzatív;príležitosť;akuzatív
poznať;;poznať;
dievčinu;akuzatív;dievčinu;akuzatív
,;;,;
ktorá;nominatív;ktorá;nominatív
sa;;sa;
volala;;volala;
Lori;nominatív;Lori;nominatív
,;;,;
ale;;ale;
ona;nominatív;ona;nominatív
sa;;sa;
stratila;;stratila;
.;;.;
A;;A;
nasledoval;;nasledoval;
vzlykot;nominatív;vzlykot;nominatív
.;;.;
Nechal;;Nechal;
som;;som;
ju;akuzatív;ju;akuzatív
vzlykať;;vzlykať;
.;;.;
Začal;;Začal;
som;;som;
chodiť;;chodiť;
po;;po;
izbe;lokál;izbe;lokál
s;;s;
telefónom;inštrumentál;telefónom;inštrumentál
v;;v;
ruke;lokál;ruke;lokál
.;;.;
Podišiel;;Podišiel;
som;;som;
k;;k;
oknu;datív;oknu;datív
,;;,;
že;;že;
sa;;sa;
spýtam;;spýtam;
svojich;genitív;svojich;genitív
postáv;genitív;postáv;genitív
,;;,;
čo;nominatív;čo;akuzatív
si;;si;
o;;o;
tom;lokál;tom;lokál
myslia;;myslia;
.;;.;
Ale;;Ale;
ony;nominatív;ony;nominatív
medzitým;;medzitým;
zmizli;;zmizli;
,;;,;
pohltila;;pohltila;
ich;akuzatív;ich;akuzatív
temnota;nominatív;temnota;nominatív
.;;.;
Kde;;Kde;
si;;si;
,;;,;
spýtal;;spýtal;
som;;som;
sa;;sa;
po;;po;
dlhej;lokál;dlhej;lokál
odmlke;lokál;odmlke;lokál
.;;.;
Prišla;;Prišla;
tam;;tam;
pred;;pred;
niekoľkými;inštrumentál;niekoľkými;inštrumentál
hodinami;inštrumentál;hodinami;inštrumentál
a;;a;
niekoľko;akuzatív;niekoľko;akuzatív
hodín;genitív;hodín;genitív
sa;;sa;
zdráhala;;zdráhala;
zatelefonovať;;zatelefonovať;
mi;datív;mi;datív
.;;.;
Odpovedala;;Odpovedala;
,;;,;
že;;že;
je;;je;
v;;v;
poriadku;lokál;poriadku;lokál
.;;.;
Spýtal;;Spýtal;
som;;som;
sa;;sa;
na;;na;
Sergeja;akuzatív;Sergeja;akuzatív
.;;.;
Lori;nominatív;Lori;nominatív
ma;akuzatív;ma;akuzatív
nežiadala;;nežiadala;
o;;o;
schôdzku;akuzatív;schôdzku;akuzatív
na;;na;
konci;lokál;konci;lokál
sveta;genitív;sveta;genitív
.;;.;
Naproti;;Naproti;
Hádovej;datív;Hádovej;datív
vile;datív;vile;datív
.;;.;
