Slovo;Slovný druh;Slovo2;Slovný druh2
macky;Podstatne meno;macky;Podstatné meno
z;Predlozka;z;Predložka
celeho;Pridavne meno;celeho;Prídavné meno
sidliska;Podstatne meno;sidliska;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Mimoriadne;Prislovka;Mimoriadne;Príslovka
skaredu;Pridavne meno;skaredu;Príslovka
,;Interpunkcia;,;Interpunkcia
s;Predlozka;s;Predložka
mimoriadne;Prislovka;mimoriadne;Príslovka
skaredym;Pridavne meno;skaredym;Prídavné meno
a;Spojka;a;Spojka
nepriatelskym;Pridavne meno;nepriatelskym;Prídavné meno
pohladom;Podstatne meno;pohladom;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Kazde;Zameno;Kazde;Neurčiteľný slovný druh
rano;Podstatne meno;rano;Neurčiteľný slovný druh
sme;Sloveso;sme;Sloveso
sa;Zvratne zameno;sa;Zvratné zámeno
na;Predlozka;na;Predložka
mojom;Zameno;mojom;Zámeno
balkone;Podstatne meno;balkone;Podstatné meno
hrali;Sloveso;hrali;Sloveso
hru;Podstatne meno;hru;Podstatné meno
na;Predlozka;na;Predložka
macku;Podstatne meno;macku;Podstatné meno
a;Spojka;a;Spojka
mys;Podstatne meno;mys;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Ja;Zameno;Ja;Zámeno
som;Sloveso;som;Sloveso
zazrela;Sloveso;zazrela;Sloveso
na;Predlozka;na;Predložka
nu;Zameno;nu;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ona;Zameno;ona;Zámeno
na;Predlozka;na;Zvratné zámeno
mna;Zameno;mna;Predložka
.;Interpunkcia;.;Interpunkcia
Ostala;Sloveso;Ostala;Sloveso
vsak;Castica;vsak;Podstatné meno
sediet;Sloveso;sediet;Podstatné meno
na;Predlozka;na;Predložka
rohozke;Podstatne meno;rohozke;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Otvorila;Sloveso;Otvorila;Sloveso
som;Sloveso;som;Sloveso
dvere;Podstatne meno;dvere;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Z;Predlozka;Z;Predložka
balkona;Podstatne meno;balkona;Podstatné meno
utiekla;Sloveso;utiekla;Sloveso
,;Interpunkcia;,;Interpunkcia
az;Castica;az;Častica
ked;Spojka;ked;Spojka
som;Sloveso;som;Sloveso
k;Predlozka;k;Predložka
odhanacim;Pridavne meno;odhanacim;Príčastie - Sloveso
pohybom;Podstatne meno;pohybom;Podstatné meno
pridala;Sloveso;pridala;Sloveso
aj;Castica;aj;Častica
hlasite;Pridavne meno;hlasite;Príslovka
zvukove;Pridavne meno;zvukove;Prídavné meno
efekty;Podstatne meno;efekty;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Od;Predlozka;Od;Predložka
tej;Zameno;tej;Zámeno
chvile;Podstatne meno;chvile;Podstatné meno
som;Sloveso;som;Sloveso
sa;Zvratne zameno;sa;Zvratné zámeno
myslienky;Podstatne meno;myslienky;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ze;Spojka;ze;Citový výraz
ta;Zameno;ta;Citový výraz
macka;Podstatne meno;macka;Podstatné meno
mi;Zameno;mi;Zámeno
vidi;Sloveso;vidi;Citový výraz
do;Predlozka;do;Citový výraz
duse;Podstatne meno;duse;Citový výraz
,;Interpunkcia;,;Interpunkcia
nevedela;Sloveso;nevedela;Sloveso
zbavit;Sloveso;zbavit;Citový výraz
.;Interpunkcia;.;Interpunkcia
Odhrnula;Sloveso;Odhrnula;Sloveso
som;Sloveso;som;Sloveso
zaves;Podstatne meno;zaves;Sloveso
.;Interpunkcia;.;Interpunkcia
Nic;Zameno;Nic;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Ziaden;Zameno;Ziaden;Zámeno
pohyb;Podstatne meno;pohyb;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Otvorila;Sloveso;Otvorila;Sloveso
som;Sloveso;som;Sloveso
balkonove;Pridavne meno;balkonove;Prídavné meno
dvere;Podstatne meno;dvere;Podstatné meno
,;Interpunkcia;,;Interpunkcia
po;Predlozka;po;Predložka
macke;Podstatne meno;macke;Podstatné meno
ani;Castica;ani;Častica
stopy;Podstatne meno;stopy;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Ano;Castica;Ano;Častica
,;Interpunkcia;,;Interpunkcia
jej;Zameno;jej;Zámeno
zmiznutie;Podstatne meno;zmiznutie;Podstatné meno
sa;Zvratne zameno;sa;Zvratné zámeno
da;Sloveso;da;Citový výraz
vysvetlit;Sloveso;vysvetlit;Citový výraz
jednoducho;Prislovka;jednoducho;Príslovka
a;Spojka;a;Spojka
logicky;Prislovka;logicky;Príslovka
.;Interpunkcia;.;Interpunkcia
Foto;Podstatne meno;Foto;Podstatné meno
je;Sloveso;je;Sloveso
len;Castica;len;Častica
ilustracne;Pridavne meno;ilustracne;Príslovka
.;Interpunkcia;.;Interpunkcia
Tento;Zameno;Tento;Zámeno
chlapik;Podstatne meno;chlapik;Podstatné meno
sa;Zvratne zameno;sa;Zvratné zámeno
nikdy;Zameno;nikdy;Zámeno
autorke;Podstatne meno;autorke;Podstatné meno
nepacil;Sloveso;nepacil;Sloveso
.;Interpunkcia;.;Interpunkcia
Vyucbu;Podstatne meno;Vyucbu;Podstatné meno
tancov;Podstatne meno;tancov;Podstatné meno
povedie;Sloveso;povedie;Sloveso
Jano;Podstatne meno;Jano;Podstatné meno
Blaho;Podstatne meno;Blaho;Podstatné meno
,;Interpunkcia;,;Interpunkcia
dostojny;Pridavne meno;dostojny;Prídavné meno
nastupca;Podstatne meno;nastupca;Podstatné meno
Stefana;Podstatne meno;Stefana;Podstatné meno
Nosala;Podstatne meno;Nosala;Podstatné meno
na;Predlozka;na;Predložka
poste;Podstatne meno;poste;Podstatné meno
choreografa;Podstatne meno;choreografa;Podstatné meno
Lucnice;Podstatne meno;Lucnice;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Koncepciu;Podstatne meno;Koncepciu;Podstatné meno
Slovenskych;Pridavne meno;Slovenskych;Citový výraz
vecerov;Podstatne meno;vecerov;Citový výraz
vymyslel;Sloveso;vymyslel;Sloveso
Igor;Podstatne meno;Igor;Podstatné meno
Medlen;Podstatne meno;Medlen;Podstatné meno
,;Interpunkcia;,;Interpunkcia
vtedajsi;Pridavne meno;vtedajsi;Zámeno
tajomnik;Podstatne meno;tajomnik;Podstatné meno
Folklorneho;Pridavne meno;Folklorneho;Prídavné meno
festivalu;Podstatne meno;festivalu;Podstatné meno
vo;Predlozka;vo;Predložka
Vychodnej;Podstatne meno;Vychodnej;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Sikovne;Prislovka;Sikovne;Príslovka
vyuzil;Sloveso;vyuzil;Sloveso
pobyt;Podstatne meno;pobyt;Podstatné meno
folklornych;Pridavne meno;folklornych;Prídavné meno
skupin;Podstatne meno;skupin;Podstatné meno
a;Spojka;a;Spojka
suborov;Podstatne meno;suborov;Podstatné meno
z;Predlozka;z;Predložka
celeho;Pridavne meno;celeho;Prídavné meno
Slovenska;Podstatne meno;Slovenska;Podstatné meno
v;Predlozka;v;Predložka
Bratislave;Podstatne meno;Bratislave;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ktore;Zameno;ktore;Podstatné meno
sem;Zameno;sem;Zámeno
chodili;Sloveso;chodili;Sloveso
na;Predlozka;na;Predložka
naklady;Podstatne meno;naklady;Podstatné meno
Opusu;Podstatne meno;Opusu;Podstatné meno
alebo;Spojka;alebo;Spojka
rozhlasu;Podstatne meno;rozhlasu;Podstatné meno
nahravat;Sloveso;nahravat;Podstatné meno
platne;Podstatne meno;platne;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Inak;Castica;Inak;Zámeno
to;Zameno;to;Zámeno
bola;Sloveso;bola;Sloveso
prijemna;Pridavne meno;prijemna;Podstatné meno
zabava;Podstatne meno;zabava;Neurčiteľný slovný druh
pri;Predlozka;pri;Predložka
ludovej;Pridavne meno;ludovej;Prídavné meno
hudbe;Podstatne meno;hudbe;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Ich;Zameno;Ich;Zámeno
najnovsi;Pridavne meno;najnovsi;Príčastie - Sloveso
projekt;Podstatne meno;projekt;Podstatné meno
sa;Zvratne zameno;sa;Zvratné zámeno
vola;Sloveso;vola;Podstatné meno
Tanecny;Pridavne meno;Tanecny;Prídavné meno
dom;Podstatne meno;dom;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Po;Predlozka;Po;Predložka
putovani;Podstatne meno;putovani;Podstatné meno
roznymi;Pridavne meno;roznymi;Číslovka
bratislavskymi;Pridavne meno;bratislavskymi;Prídavné meno
krcmami;Podstatne meno;krcmami;Podstatné meno
sa;Zvratne zameno;sa;Zvratné zámeno
slovenske;Pridavne meno;slovenske;Prídavné meno
vecery;Podstatne meno;vecery;Podstatné meno
vratili;Sloveso;vratili;Sloveso
do;Predlozka;do;Predložka
Vecka;Podstatne meno;Vecka;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Hra;Sloveso;Hra;Podstatné meno
Muzicka;Podstatne meno;Muzicka;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Prepacte;Sloveso;Prepacte;Citový výraz
,;Interpunkcia;,;Interpunkcia
musim;Sloveso;musim;Citový výraz
vam;Zameno;vam;Sloveso
nieco;Zameno;nieco;Citový výraz
povedat;Sloveso;povedat;Citový výraz
.;Interpunkcia;.;Interpunkcia
Bol;Sloveso;Bol;Sloveso
som;Sloveso;som;Sloveso
dlho;Prislovka;dlho;Príslovka
prec;Prislovka;prec;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Ina;Zameno;Ina;Prídavné meno
obsahova;Pridavne meno;obsahova;Podstatné meno
napln;Podstatne meno;napln;Citový výraz
prilaka;Sloveso;prilaka;Citový výraz
novy;Pridavne meno;novy;Podstatné meno
typ;Podstatne meno;typ;Podstatné meno
citatelov;Podstatne meno;citatelov;Podstatné meno
,;Interpunkcia;,;Interpunkcia
to;Zameno;to;Zámeno
je;Sloveso;je;Sloveso
jasne;Pridavne meno;jasne;Príslovka
.;Interpunkcia;.;Interpunkcia
Rozbujnena;Pricastie - Sloveso;Rozbujnena;Podstatné meno
vegetacia;Podstatne meno;vegetacia;Sloveso
na;Predlozka;na;Predložka
mieste;Podstatne meno;mieste;Podstatné meno
,;Interpunkcia;,;Interpunkcia
kde;Zameno;kde;Zámeno
pred;Predlozka;pred;Predložka
rokmi;Podstatne meno;rokmi;Podstatné meno
bola;Sloveso;bola;Sloveso
udrziavana;Pricastie - Sloveso;udrziavana;Prídavné meno
zahrada;Podstatne meno;zahrada;Podstatné meno
?;Interpunkcia;?;Interpunkcia
Zbehom;Podstatne meno;Zbehom;Podstatné meno
a;Spojka;a;Spojka
putnikom;Podstatne meno;putnikom;Podstatné meno
vo;Predlozka;vo;Predložka
filmoch;Podstatne meno;filmoch;Podstatné meno
a;Spojka;a;Spojka
knihach;Podstatne meno;knihach;Podstatné meno
trva;Sloveso;trva;Sloveso
navrat;Podstatne meno;navrat;Podstatné meno
do;Predlozka;do;Predložka
rodnej;Pridavne meno;rodnej;Prídavné meno
obce;Podstatne meno;obce;Podstatné meno
neraz;Cislovka;neraz;Číslovka
cele;Pridavne meno;cele;Prídavné meno
desatrocia;Podstatne meno;desatrocia;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Chvilu;Podstatne meno;Chvilu;Podstatné meno
potrva;Sloveso;potrva;Sloveso
,;Interpunkcia;,;Interpunkcia
kym;Spojka;kym;Prídavné meno
si;Zvratne zameno;si;Zvratné zámeno
na;Predlozka;na;Predložka
seba;Zameno;seba;Zámeno
opat;Prislovka;opat;Podstatné meno
zvyknu;Sloveso;zvyknu;Sloveso
.;Interpunkcia;.;Interpunkcia
Zelam;Sloveso;Zelam;Citový výraz
vam;Zameno;vam;Sloveso
prijemny;Pridavne meno;prijemny;Prídavné meno
zvysok;Podstatne meno;zvysok;Podstatné meno
tyzdna;Podstatne meno;tyzdna;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Peter;Podstatne meno;Peter;Podstatné meno
Pistanek;Podstatne meno;Pistanek;Podstatné meno
Pritulte;Sloveso;Pritulte;Podstatné meno
sa;Zvratne zameno;sa;Zvratné zámeno
k;Predlozka;k;Predložka
sebe;Zameno;sebe;Zámeno
tantricky;Prislovka;tantricky;Príslovka
!;Interpunkcia;!;Interpunkcia
Odpoved;Podstatne meno;Odpoved;Podstatné meno
je;Sloveso;je;Sloveso
zdanlivo;Prislovka;zdanlivo;Príslovka
jednoducha;Pridavne meno;jednoducha;Príslovka
.;Interpunkcia;.;Interpunkcia
Jaroslav;Podstatne meno;Jaroslav;Podstatné meno
Ridzon;Podstatne meno;Ridzon;Podstatné meno
Elena;Podstatne meno;Elena;Podstatné meno
Akacsova;Podstatne meno;Akacsova;Podstatné meno
Niektore;Zameno;Niektore;Prídavné meno
veci;Podstatne meno;veci;Podstatné meno
musia;Sloveso;musia;Sloveso
prist;Sloveso;prist;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Doraz;Podstatne meno;Doraz;Príslovka
tentoraz;Prislovka;tentoraz;Príslovka
patri;Sloveso;patri;Sloveso
na;Predlozka;na;Predložka
slovo;Podstatne meno;slovo;Podstatné meno
jedinecny;Pridavne meno;jedinecny;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Imidz;Podstatne meno;Imidz;Podstatné meno
nie;Castica;nie;Častica
je;Sloveso;je;Sloveso
na;Predlozka;na;Predložka
nic;Zameno;nic;Citový výraz
.;Interpunkcia;.;Interpunkcia
Kazdy;Zameno;Kazdy;Podstatné meno
jeden;Cislovka;jeden;Číslovka
sedy;Pridavne meno;sedy;Podstatné meno
Reebok;Citovy vyraz;Reebok;Citový výraz
vas;Zameno;vas;Zámeno
presvedci;Sloveso;presvedci;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ze;Spojka;ze;Citový výraz
tak;Castica;tak;Spojka
skoro;Prislovka;skoro;Príslovka
sa;Zvratne zameno;sa;Zvratné zámeno
nic;Zameno;nic;Citový výraz
nezmeni;Sloveso;nezmeni;Sloveso
.;Interpunkcia;.;Interpunkcia
Globalizacia;Podstatne meno;Globalizacia;Podstatné meno
nevznikla;Sloveso;nevznikla;Sloveso
sama;Zameno;sama;Zámeno
od;Predlozka;od;Predložka
seba;Zameno;seba;Zámeno
a;Spojka;a;Spojka
nevznikla;Sloveso;nevznikla;Sloveso
ani;Castica;ani;Častica
nahodou;Prislovka;nahodou;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Ide;Sloveso;Ide;Sloveso
o;Predlozka;o;Predložka
unifikaciu;Podstatne meno;unifikaciu;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Je;Sloveso;Je;Sloveso
to;Zameno;to;Zámeno
jeho;Zameno;jeho;Zámeno
prirodzene;Pridavne meno;prirodzene;Príslovka
pravo;Podstatne meno;pravo;Neurčiteľný slovný druh
.;Interpunkcia;.;Interpunkcia
Zelam;Sloveso;Zelam;Citový výraz
prijemny;Pridavne meno;prijemny;Citový výraz
vikend;Podstatne meno;vikend;Citový výraz
.;Interpunkcia;.;Interpunkcia
Peter;Podstatne meno;Peter;Podstatné meno
Pistanek;Podstatne meno;Pistanek;Podstatné meno
Mili;Pridavne meno;Mili;Sloveso
Mimobratislavcania;Podstatne meno;Mimobratislavcania;Podstatné meno
!;Interpunkcia;!;Interpunkcia
To;Zameno;To;Zámeno
kazdy;Zameno;kazdy;Zámeno
clovek;Podstatne meno;clovek;Zámeno
uznava;Sloveso;uznava;Sloveso
,;Interpunkcia;,;Interpunkcia
ale;Spojka;ale;Spojka
toto;Zameno;toto;Zámeno
je;Sloveso;je;Sloveso
prilis;Prislovka;prilis;Citový výraz
velka;Pridavne meno;velka;Prídavné meno
zataz;Podstatne meno;zataz;Podstatné meno
na;Predlozka;na;Predložka
Mimobratislavcanov;Podstatne meno;Mimobratislavcanov;Podstatné meno
.;Interpunkcia;.;Interpunkcia
"""";Interpunkcia;"""";Interpunkcia
V;Predlozka;V;Predložka
podobnom;Pridavne meno;podobnom;Prídavné meno
duchu;Podstatne meno;duchu;Podstatné meno
sa;Zvratne zameno;sa;Zvratné zámeno
vyjadrovali;Sloveso;vyjadrovali;Sloveso
aj;Castica;aj;Častica
prezident;Podstatne meno;prezident;Podstatné meno
KOZ;Znacky;KOZ;Značky
Ivan;Podstatne meno;Ivan;Podstatné meno
Saktor;Podstatne meno;Saktor;Podstatné meno
a;Spojka;a;Spojka
jeho;Zameno;jeho;Zámeno
kolega;Podstatne meno;kolega;Podstatné meno
Svetozar;Podstatne meno;Svetozar;Podstatné meno
Korbel;Podstatne meno;Korbel;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Odkial;Zameno;Odkial;Citový výraz
beru;Sloveso;beru;Citový výraz
tito;Zameno;tito;Číslovka
ludia;Podstatne meno;ludia;Sloveso
presvedcenie;Podstatne meno;presvedcenie;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ze;Spojka;ze;Citový výraz
pre;Predlozka;pre;Predložka
Bratislavcanov;Podstatne meno;Bratislavcanov;Podstatné meno
reformy;Podstatne meno;reformy;Podstatné meno
neznamenaju;Sloveso;neznamenaju;Podstatné meno
zataz;Podstatne meno;zataz;Podstatné meno
?;Interpunkcia;?;Interpunkcia
Kde;Zameno;Kde;Zámeno
sa;Zvratne zameno;sa;Zvratné zámeno
vlastne;Castica;vlastne;Častica
zacina;Sloveso;zacina;Podstatné meno
"""";Interpunkcia;"""";Interpunkcia
Mimobratislava;Podstatne meno;Mimobratislava;Podstatné meno
"""";Interpunkcia;"""";Interpunkcia
?;Interpunkcia;?;Interpunkcia
Takze;Castica;Takze;Podstatné meno
kde;Zameno;kde;Zámeno
?;Interpunkcia;?;Interpunkcia
Viete;Sloveso;Viete;Sloveso
,;Interpunkcia;,;Interpunkcia
kolko;Zameno;kolko;Zámeno
tu;Zameno;tu;Zámeno
stoji;Sloveso;stoji;Podstatné meno
1;Cislica;1;Interpunkcia
-;Interpunkcia;-;Interpunkcia
izbovy;Pridavne meno;izbovy;Citový výraz
byt;Podstatne meno;byt;Podstatné meno
?;Interpunkcia;?;Interpunkcia
Listok;Podstatne meno;Listok;Podstatné meno
do;Predlozka;do;Predložka
kina;Podstatne meno;kina;Podstatné meno
?;Interpunkcia;?;Interpunkcia
Tesim;Sloveso;Tesim;Podstatné meno
sa;Zvratne zameno;sa;Zvratné zámeno
na;Predlozka;na;Predložka
Vase;Zameno;Vase;Podstatné meno
odpovede;Podstatne meno;odpovede;Podstatné meno
a;Spojka;a;Spojka
prajem;Sloveso;prajem;Sloveso
prijemny;Pridavne meno;prijemny;Prídavné meno
tyzden;Podstatne meno;tyzden;Podstatné meno
,;Interpunkcia;,;Interpunkcia
Michal;Podstatne meno;Michal;Podstatné meno
Hvorecky;Podstatne meno;Hvorecky;Podstatné meno
Neter;Podstatne meno;Neter;Podstatné meno
mojho;Zameno;mojho;Prídavné meno
kamarata;Podstatne meno;kamarata;Podstatné meno
je;Sloveso;je;Sloveso
vysokoskolacka;Podstatne meno;vysokoskolacka;Prídavné meno
.;Interpunkcia;.;Interpunkcia
Ak;Spojka;Ak;Spojka
nepocitam;Sloveso;nepocitam;Sloveso
ucebnice;Podstatne meno;ucebnice;Podstatné meno
,;Interpunkcia;,;Interpunkcia
az;Castica;az;Častica
donedavna;Prislovka;donedavna;Častica
jedine;Cislovka;jedine;Častica
knihy;Podstatne meno;knihy;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ktore;Zameno;ktore;Podstatné meno
drzala;Sloveso;drzala;Sloveso
v;Predlozka;v;Predložka
ruke;Podstatne meno;ruke;Podstatné meno
,;Interpunkcia;,;Interpunkcia
boli;Sloveso;boli;Sloveso
detske;Pridavne meno;detske;Prídavné meno
rozpravky;Podstatne meno;rozpravky;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Ani;Spojka;Ani;Častica
jej;Zameno;jej;Zámeno
stryko;Podstatne meno;stryko;Podstatné meno
nie;Castica;nie;Častica
je;Sloveso;je;Sloveso
velmi;Prislovka;velmi;Podstatné meno
na;Predlozka;na;Predložka
beletriu;Podstatne meno;beletriu;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Meno;Podstatne meno;Meno;Podstatné meno
ruze;Podstatne meno;ruze;Podstatné meno
bola;Sloveso;bola;Sloveso
totiz;Castica;totiz;Prídavné meno
jedina;Cislovka;jedina;Podstatné meno
beletria;Podstatne meno;beletria;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ktoru;Zameno;ktoru;Podstatné meno
v;Predlozka;v;Predložka
jeho;Zameno;jeho;Zámeno
kniznici;Podstatne meno;kniznici;Podstatné meno
vyhrabala;Sloveso;vyhrabala;Sloveso
medzi;Predlozka;medzi;Predložka
odbornou;Pridavne meno;odbornou;Prídavné meno
literaturou;Podstatne meno;literaturou;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Tak;Castica;Tak;Častica
tomu;Zameno;tomu;Zámeno
hovorim;Sloveso;hovorim;Sloveso
nazorny;Pridavne meno;nazorny;Prídavné meno
priklad;Podstatne meno;priklad;Podstatné meno
fungovania;Podstatne meno;fungovania;Podstatné meno
zony;Podstatne meno;zony;Podstatné meno
najblizsieho;Pridavne meno;najblizsieho;Prídavné meno
vyvinu;Podstatne meno;vyvinu;Podstatné meno
,;Interpunkcia;,;Interpunkcia
o;Predlozka;o;Predložka
ktorej;Zameno;ktorej;Zámeno
som;Sloveso;som;Sloveso
pisala;Sloveso;pisala;Sloveso
minule;Prislovka;minule;Príslovka
!;Interpunkcia;!;Interpunkcia
V;Predlozka;V;Predložka
detstve;Podstatne meno;detstve;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Dieta;Podstatne meno;Dieta;Podstatné meno
vie;Sloveso;vie;Sloveso
citat;Sloveso;citat;Sloveso
az;Castica;az;Častica
vtedy;Zameno;vtedy;Zámeno
,;Interpunkcia;,;Interpunkcia
ked;Spojka;ked;Spojka
text;Podstatne meno;text;Podstatné meno
pochopi;Sloveso;pochopi;Sloveso
.;Interpunkcia;.;Interpunkcia
Kedze;Spojka;Kedze;Podstatné meno
ide;Sloveso;ide;Sloveso
o;Predlozka;o;Predložka
individualnu;Pridavne meno;individualnu;Prídavné meno
zalezitost;Podstatne meno;zalezitost;Podstatné meno
,;Interpunkcia;,;Interpunkcia
skola;Podstatne meno;skola;Sloveso
v;Predlozka;v;Predložka
tomto;Zameno;tomto;Zámeno
dietatu;Podstatne meno;dietatu;Podstatné meno
velmi;Prislovka;velmi;Podstatné meno
nepomoze;Sloveso;nepomoze;Citový výraz
.;Interpunkcia;.;Interpunkcia
Niekde;Zameno;Niekde;Zámeno
blizko;Prislovka;blizko;Príslovka
pri;Predlozka;pri;Predložka
vas;Zameno;vas;Zámeno
sa;Zvratne zameno;sa;Zvratné zámeno
urcite;Castica;urcite;Podstatné meno
potuluje;Sloveso;potuluje;Sloveso
bezprizorna;Pridavne meno;bezprizorna;Prídavné meno
neter;Podstatne meno;neter;Podstatné meno
,;Interpunkcia;,;Interpunkcia
synovec;Podstatne meno;synovec;Podstatné meno
,;Interpunkcia;,;Interpunkcia
sused;Podstatne meno;sused;Podstatné meno
ci;Spojka;ci;Spojka
kolegyna;Podstatne meno;kolegyna;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Mozno;Castica;Mozno;Príslovka
o;Predlozka;o;Predložka
vase;Zameno;vase;Podstatné meno
poucovanie;Podstatne meno;poucovanie;Podstatné meno
nebude;Sloveso;nebude;Sloveso
vobec;Castica;vobec;Citový výraz
stat;Sloveso;stat;Citový výraz
.;Interpunkcia;.;Interpunkcia
To;Zameno;To;Zámeno
predsa;Castica;predsa;Častica
stoji;Sloveso;stoji;Podstatné meno
za;Predlozka;za;Predložka
pokus;Podstatne meno;pokus;Podstatné meno
!;Interpunkcia;!;Interpunkcia
Elena;Podstatne meno;Elena;Podstatné meno
Akacsova;Podstatne meno;Akacsova;Prídavné meno
Co;Zameno;Co;Citový výraz
robite;Sloveso;robite;Citový výraz
,;Interpunkcia;,;Interpunkcia
ked;Spojka;ked;Spojka
napadne;Sloveso;napadne;Sloveso
cerstvy;Pridavne meno;cerstvy;Podstatné meno
sneh;Podstatne meno;sneh;Podstatné meno
?;Interpunkcia;?;Interpunkcia
Alebo;Spojka;Alebo;Spojka
s;Predlozka;s;Predložka
pridlhym;Pridavne meno;pridlhym;Prídavné meno
?;Interpunkcia;?;Interpunkcia
A;Castica;A;Častica
tesi;Sloveso;tesi;Sloveso
vas;Zameno;vas;Zámeno
,;Interpunkcia;,;Interpunkcia
ked;Spojka;ked;Spojka
narazite;Sloveso;narazite;Sloveso
na;Predlozka;na;Predložka
spravnu;Pridavne meno;spravnu;Prídavné meno
dlzku;Podstatne meno;dlzku;Podstatné meno
kroku;Podstatne meno;kroku;Podstatné meno
?;Interpunkcia;?;Interpunkcia
Zase;Prislovka;Zase;Príslovka
su;Sloveso;su;Príslovka
tu;Zameno;tu;Zámeno
Vianoce;Podstatne meno;Vianoce;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Ale;Castica;Ale;Častica
minuly;Pridavne meno;minuly;Prídavné meno
rok;Podstatne meno;rok;Podstatné meno
sa;Zvratne zameno;sa;Zvratné zámeno
nieco;Zameno;nieco;Príslovka
stalo;Sloveso;stalo;Sloveso
.;Interpunkcia;.;Interpunkcia
A;Castica;A;Častica
tento;Zameno;tento;Zámeno
rok;Podstatne meno;rok;Podstatné meno
to;Zameno;to;Zámeno
prislo;Sloveso;prislo;Sloveso
zas;Prislovka;zas;Príslovka
.;Interpunkcia;.;Interpunkcia
Ja;Zameno;Ja;Zámeno
sa;Zvratne zameno;sa;Zvratné zámeno
na;Predlozka;na;Predložka
Vianoce;Podstatne meno;Vianoce;Podstatné meno
tesim;Sloveso;tesim;Sloveso
.;Interpunkcia;.;Interpunkcia
Urobila;Sloveso;Urobila;Sloveso
som;Sloveso;som;Sloveso
adventny;Pridavne meno;adventny;Prídavné meno
veniec;Podstatne meno;veniec;Podstatné meno
a;Spojka;a;Spojka
zavesila;Sloveso;zavesila;Sloveso
na;Predlozka;na;Predložka
dvere;Podstatne meno;dvere;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Hodili;Sloveso;Hodili;Sloveso
sme;Sloveso;sme;Sloveso
rec;Podstatne meno;rec;Sloveso
o;Predlozka;o;Predložka
Jeziskovi;Podstatne meno;Jeziskovi;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Pre;Predlozka;Pre;Predložka
vasu;Zameno;vasu;Podstatné meno
informaciu;Podstatne meno;informaciu;Prídavné meno
,;Interpunkcia;,;Interpunkcia
deti;Podstatne meno;deti;Podstatné meno
v;Predlozka;v;Predložka
tom;Zameno;tom;Zámeno
maju;Sloveso;maju;Podstatné meno
jasno;Prislovka;jasno;Príslovka
.;Interpunkcia;.;Interpunkcia
Su;Sloveso;Su;Zámeno
to;Zameno;to;Zámeno
nase;Zameno;nase;Častica
Vianoce;Podstatne meno;Vianoce;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Nemyslite;Sloveso;Nemyslite;Sloveso
si;Zvratne zameno;si;Zvratné zámeno
,;Interpunkcia;,;Interpunkcia
ze;Spojka;ze;Citový výraz
nepojdu;Sloveso;nepojdu;Citový výraz
.;Interpunkcia;.;Interpunkcia
Pojdu;Sloveso;Pojdu;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Krasne;Pridavne meno;Krasne;Príslovka
Vianoce;Podstatne meno;Vianoce;Podstatné meno
Vam;Zameno;Vam;Častica
prajem;Sloveso;prajem;Sloveso
,;Interpunkcia;,;Interpunkcia
priatelia;Podstatne meno;priatelia;Podstatné meno
.;Interpunkcia;.;Interpunkcia
