Slovo;Číslo;Slovo2;Číslo2
.;;.;
Brucháčove;jednotné;Brucháčove;jednotné
delo;jednotné;delo;jednotné
Zrazu;;Zrazu;
sa;;sa;
zavlnila;jednotné;zavlnila;jednotné
tráva;jednotné;tráva;jednotné
.;;.;
No;;No;
bol;jednotné;bol;jednotné
z;;z;
toho;jednotné;toho;jednotné
poriadne;;poriadne;
zmätený;jednotné;zmätený;jednotné
.;;.;
Vzápätí;;Vzápätí;
si;;si;
však;;však;
vydýchol;jednotné;vydýchol;jednotné
.;;.;
Otrokárska;jednotné;Otrokárska;jednotné
armáda;jednotné;armáda;jednotné
sa;;sa;
rútila;jednotné;rútila;jednotné
ako;;ako;
povodeň;jednotné;povodeň;jednotné
.;;.;
Asi;;Asi;
verili;množné;verili;množné
svojim;množné;svojim;množné
po;;po;
zuby;množné;zuby;množné
ozbrojeným;množné;ozbrojeným;množné
bojovníkom;množné;bojovníkom;množné
,;;,;
pred;;pred;
ktorými;množné;ktorými;množné
sa;;sa;
všetci;množné;všetci;množné
trasú;množné;trasú;množné
.;;.;
Otrokársky;jednotné;Otrokársky;jednotné
generál;jednotné;generál;jednotné
sa;;sa;
spamätal;jednotné;spamätal;jednotné
až;;až;
po;;po;
hodnej;jednotné;hodnej;jednotné
chvíli;jednotné;chvíli;jednotné
.;;.;
Jeho;množné;Jeho;množné
straty;množné;straty;množné
boli;množné;boli;množné
značné;množné;značné;množné
.;;.;
Nezavelil;jednotné;Nezavelil;jednotné
však;;však;
na;;na;
ústup;jednotné;ústup;jednotné
,;;,;
ale;;ale;
poslal;jednotné;poslal;jednotné
dopredu;;dopredu;
ďalších;množné;ďalších;množné
zubáčov;množné;zubáčov;množné
.;;.;
Išli;množné;Išli;množné
pomaly;;pomaly;
a;;a;
váhavo;;váhavo;
.;;.;
Generál;jednotné;Generál;jednotné
zreval;jednotné;zreval;jednotné
:;;:;
“;;“;
Bojujte;množné;Bojujte;množné
ako;;ako;
levy;množné;levy;množné
!;;!;
“;;“;
Išlo;jednotné;Išlo;jednotné
to;jednotné;to;jednotné
ako;;ako;
na;;na;
bežiacom;jednotné;bežiacom;jednotné
páse;jednotné;páse;jednotné
.;;.;
A;;A;
zajatcov;množné;zajatcov;množné
pekne;;pekne;
pribúdalo;jednotné;pribúdalo;jednotné
.;;.;
Keď;;Keď;
Ferdovi;množné;Ferdovi;množné
muži;množné;muži;množné
zajali;množné;zajali;množné
celé;jednotné;celé;jednotné
nepriateľské;jednotné;nepriateľské;jednotné
vojsko;jednotné;vojsko;jednotné
,;;,;
aj;;aj;
hlavný;jednotné;hlavný;jednotné
veliteľ;jednotné;veliteľ;jednotné
otrokárov;množné;otrokárov;množné
vyšiel;jednotné;vyšiel;jednotné
z;;z;
podzemnej;jednotné;podzemnej;jednotné
chodby;jednotné;chodby;jednotné
.;;.;
Aby;;Aby;
mu;jednotné;mu;jednotné
to;jednotné;to;jednotné
nebolo;jednotné;nebolo;jednotné
ľúto;;ľúto;
,;;,;
zlizol;jednotné;zlizol;jednotné
aj;;aj;
on;jednotné;on;jednotné
jeden;jednotné;jeden;jednotné
pohlavok;jednotné;pohlavok;jednotné
ako;;ako;
ostatní;množné;ostatní;množné
.;;.;
A;;A;
poriadny;jednotné;poriadny;jednotné
.;;.;
Aj;;Aj;
bol;jednotné;bol;jednotné
.;;.;
Koniec;jednotné;Koniec;jednotné
boja;jednotné;boja;jednotné
a;;a;
mierová;jednotné;mierová;jednotné
dohoda;jednotné;dohoda;jednotné
“;;“;
Nechceme;množné;Nechceme;množné
pomstu;jednotné;pomstu;jednotné
,;;,;
“;;“;
povedal;jednotné;povedal;jednotné
zmierlivo;;zmierlivo;
Ferdo;jednotné;Ferdo;jednotné
.;;.;
“;;“;
Poviem;jednotné;Poviem;jednotné
vám;množné;vám;množné
to;jednotné;to;jednotné
stručne;;stručne;
a;;a;
jasne;;jasne;
,;;,;
“;;“;
odvetil;jednotné;odvetil;jednotné
Ferdo;jednotné;Ferdo;jednotné
.;;.;
A;;A;
urobil;jednotné;urobil;jednotné
na;;na;
dokumente;jednotné;dokumente;jednotné
tri;množné;tri;množné
krížiky;množné;krížiky;množné
.;;.;
Ferdo;jednotné;Ferdo;jednotné
z;;z;
toho;jednotné;toho;jednotné
usúdil;jednotné;usúdil;jednotné
,;;,;
že;;že;
bývalí;množné;bývalí;množné
otrokári;množné;otrokári;množné
nevedia;množné;nevedia;množné
ani;;ani;
písať;;písať;
.;;.;
Chodia;množné;Chodia;množné
vôbec;;vôbec;
do;;do;
školy;jednotné;školy;jednotné
?;;?;
Asi;;Asi;
sú;množné;sú;množné
leniví;množné;leniví;množné
od;;od;
útleho;jednotné;útleho;jednotné
detstva;jednotné;detstva;jednotné
.;;.;
Najspokojnejšie;množné;Najspokojnejšie;množné
však;;však;
boli;množné;boli;množné
pestúnky;množné;pestúnky;množné
,;;,;
lebo;;lebo;
im;množné;im;množné
vrátia;množné;vrátia;množné
ukradnuté;množné;ukradnuté;množné
vajíčka;množné;vajíčka;množné
.;;.;
S;;S;
kamarátmi;množné;kamarátmi;množné
do;;do;
sveta;jednotné;sveta;jednotné
?;;?;
Jemu;jednotné;Jemu;jednotné
to;jednotné;to;jednotné
pripadalo;jednotné;pripadalo;jednotné
ako;;ako;
večnosť;jednotné;večnosť;jednotné
.;;.;
“;;“;
Viete;množné;Viete;množné
čo;jednotné;čo;jednotné
?;;?;
“;;“;
povedal;jednotné;povedal;jednotné
Ferdo;jednotné;Ferdo;jednotné
kamarátom;množné;kamarátom;množné
.;;.;
Nielen;;Nielen;
na;;na;
zdravie;jednotné;zdravie;jednotné
,;;,;
ale;;ale;
aj;;aj;
na;;na;
víťazstvo;jednotné;víťazstvo;jednotné
nad;;nad;
otrokármi;množné;otrokármi;množné
.;;.;
A;;A;
veselili;množné;veselili;množné
sa;;sa;
,;;,;
kým;;kým;
nezapadlo;jednotné;nezapadlo;jednotné
slnko;jednotné;slnko;jednotné
.;;.;
Potom;;Potom;
si;;si;
ľahli;množné;ľahli;množné
spať;;spať;
.;;.;
Snívalo;jednotné;Snívalo;jednotné
sa;;sa;
Ferdovi;jednotné;Ferdovi;jednotné
o;;o;
boji;jednotné;boji;jednotné
?;;?;
Ferdove;množné;Ferdove;množné
dobrodružstvá;množné;dobrodružstvá;množné
Ferdo;jednotné;Ferdo;jednotné
a;;a;
sestra;jednotné;sestra;jednotné
Berta;jednotné;Berta;jednotné
S;;S;
prívesom;jednotné;prívesom;jednotné
.;;.;
Nedal;jednotné;Nedal;jednotné
sa;;sa;
zastaviť;;zastaviť;
,;;,;
vraj;;vraj;
si;;si;
ju;jednotné;ju;jednotné
hneď;;hneď;
musí;jednotné;musí;jednotné
vyskúšať;;vyskúšať;
.;;.;
Radili;množné;Radili;množné
sme;množné;sme;množné
mu;jednotné;mu;jednotné
,;;,;
aby;;aby;
išiel;jednotné;išiel;jednotné
pomaly;;pomaly;
.;;.;
Prikývol;jednotné;Prikývol;jednotné
a;;a;
naozaj;;naozaj;
,;;,;
spočiatku;;spočiatku;
šiel;jednotné;šiel;jednotné
krokom;;krokom;
.;;.;
Napokon;;Napokon;
preletel;jednotné;preletel;jednotné
cez;;cez;
domček;jednotné;domček;jednotné
slimáka;jednotné;slimáka;jednotné
Oskara;jednotné;Oskara;jednotné
a;;a;
skončil;jednotné;skončil;jednotné
na;;na;
baze;jednotné;baze;jednotné
.;;.;
Zľakli;množné;Zľakli;množné
sme;množné;sme;množné
sa;;sa;
druhý;jednotné;druhý;jednotné
raz;jednotné;raz;jednotné
.;;.;
Veľmi;;Veľmi;
sa;;sa;
mi;jednotné;mi;jednotné
páčila;jednotné;páčila;jednotné
.;;.;
Nepoznám;jednotné;Nepoznám;jednotné
nič;jednotné;nič;jednotné
horšie;jednotné;horšie;jednotné
ako;;ako;
utáraných;množné;utáraných;množné
kamarátov;množné;kamarátov;množné
.;;.;
V;;V;
tomto;jednotné;tomto;jednotné
prestrojení;jednotné;prestrojení;jednotné
si;;si;
ma;jednotné;ma;jednotné
počkala;jednotné;počkala;jednotné
pri;;pri;
Truhlíkovej;jednotné;Truhlíkovej;jednotné
posteli;jednotné;posteli;jednotné
.;;.;
A;;A;
utiekla;jednotné;utiekla;jednotné
.;;.;
Najprv;;Najprv;
so;;so;
mnou;jednotné;mnou;jednotné
nechcela;jednotné;nechcela;jednotné
hovoriť;;hovoriť;
.;;.;
Jasné;jednotné;Jasné;jednotné
?;;?;
Ferdo;jednotné;Ferdo;jednotné
a;;a;
zelené;jednotné;zelené;množné
kravy;množné;kravy;množné
Chrobák;jednotné;Chrobák;jednotné
Truhlík;jednotné;Truhlík;jednotné
sa;;sa;
uzdravil;jednotné;uzdravil;jednotné
a;;a;
Lienka;jednotné;Lienka;jednotné
Ferdovi;jednotné;Ferdovi;jednotné
odpustila;jednotné;odpustila;jednotné
.;;.;
A;;A;
čo;jednotné;čo;jednotné
ho;jednotné;ho;jednotné
tam;;tam;
čakalo;jednotné;čakalo;jednotné
?;;?;
Každý;jednotné;Každý;jednotné
zavolá;jednotné;zavolá;jednotné
Ferdu;jednotné;Ferdu;jednotné
na;;na;
pomoc;jednotné;pomoc;jednotné
,;;,;
keď;;keď;
niečo;jednotné;niečo;jednotné
potrebuje;jednotné;potrebuje;jednotné
.;;.;
Ale;;Ale;
odkiaľ;;odkiaľ;
ho;jednotné;ho;jednotné
vezmem;jednotné;vezmem;jednotné
?;;?;
V;;V;
našich;množné;našich;množné
chlievoch;množné;chlievoch;množné
niet;jednotné;niet;jednotné
jedinej;jednotné;jedinej;jednotné
kravy;jednotné;kravy;jednotné
.;;.;
Bolo;jednotné;Bolo;jednotné
ich;množné;ich;množné
tam;;tam;
ako;;ako;
maku;jednotné;maku;jednotné
.;;.;
Prečo;;Prečo;
lovíme;množné;lovíme;množné
zelené;množné;zelené;množné
kravičky;množné;kravičky;množné
?;;?;
Boli;množné;Boli;množné
ako;;ako;
zmyslov;množné;zmyslov;množné
zbavené;množné;zbavené;množné
.;;.;
Olé;;Olé;
!;;!;
A;;A;
pochytám;jednotné;pochytám;jednotné
.;;.;
Skončilo;jednotné;Skončilo;jednotné
sa;;sa;
to;jednotné;to;jednotné
trochu;;trochu;
ináč;;ináč;
.;;.;
Zrazu;;Zrazu;
ma;jednotné;ma;jednotné
jedna;jednotné;jedna;jednotné
zúrivá;jednotné;zúrivá;jednotné
krava;jednotné;krava;jednotné
nabrala;jednotné;nabrala;jednotné
na;;na;
rohy;množné;rohy;množné
.;;.;
Celé;jednotné;Celé;jednotné
stádo;jednotné;stádo;jednotné
bolo;jednotné;bolo;jednotné
zrazu;;zrazu;
fuč;;fuč;
!;;!;
Takto;;Takto;
sme;množné;sme;množné
priviedli;množné;priviedli;množné
kravičky;množné;kravičky;množné
do;;do;
mravčích;množné;mravčích;množné
chlievov;množné;chlievov;množné
.;;.;
Čujte;množné;Čujte;množné
,;;,;
čujte;množné;čujte;množné
!;;!;
Sopky;množné;Sopky;množné
vreli;množné;vreli;množné
,;;,;
vyčíňali;množné;vyčíňali;množné
búrky;množné;búrky;množné
a;;a;
zemetrasenia;množné;zemetrasenia;množné
,;;,;
svet;jednotné;svet;jednotné
bol;jednotné;bol;jednotné
plný;jednotné;plný;jednotné
zmätku;jednotné;zmätku;jednotné
a;;a;
veľkého;jednotné;veľkého;jednotné
zdesenia;jednotné;zdesenia;jednotné
.;;.;
Všetkým;množné;Všetkým;množné
bolo;jednotné;bolo;jednotné
jasné;jednotné;jasné;jednotné
,;;,;
že;;že;
to;jednotné;to;jednotné
nie;;nie;
je;jednotné;je;jednotné
obyčajné;jednotné;obyčajné;jednotné
bábätko;jednotné;bábätko;jednotné
.;;.;
Na;;Na;
oslavu;jednotné;oslavu;jednotné
prišli;množné;prišli;množné
všetci;množné;všetci;množné
olympskí;množné;olympskí;množné
bohovia;množné;bohovia;množné
a;;a;
priniesli;množné;priniesli;množné
množstvo;jednotné;množstvo;jednotné
nádherných;množné;nádherných;množné
darov;množné;darov;množné
.;;.;
“;;“;
Volá;jednotné;Volá;jednotné
sa;;sa;
Pegas;jednotné;Pegas;jednotné
,;;,;
synček;jednotné;synček;jednotné
,;;,;
a;;a;
je;jednotné;je;jednotné
len;;len;
tvoj;jednotné;tvoj;jednotné
!;;!;
“;;“;
povedal;jednotné;povedal;jednotné
Zeus;jednotné;Zeus;jednotné
s;;s;
úsmevom;jednotné;úsmevom;jednotné
.;;.;
Kým;;Kým;
sa;;sa;
malý;jednotné;malý;jednotné
Herkules;jednotné;Herkules;jednotné
hral;jednotné;hral;jednotné
s;;s;
Pegasom;jednotné;Pegasom;jednotné
,;;,;
zjavil;jednotné;zjavil;jednotné
sa;;sa;
Hádes;jednotné;Hádes;jednotné
,;;,;
boh;jednotné;boh;jednotné
podsvetia;jednotné;podsvetia;jednotné
.;;.;
“;;“;
Bude;jednotné;Bude;jednotné
najsilnejší;jednotné;najsilnejší;jednotné
zo;;zo;
všetkých;množné;všetkých;množné
bohov;množné;bohov;množné
,;;,;
“;;“;
hrdo;;hrdo;
vyhlásil;jednotné;vyhlásil;jednotné
Zeus;jednotné;Zeus;jednotné
.;;.;
Zúril;jednotné;Zúril;jednotné
,;;,;
až;;až;
mu;jednotné;mu;jednotné
vlasy;množné;vlasy;množné
dupkom;;dupkom;
stáli;množné;stáli;množné
.;;.;
Keďže;;Keďže;
mu;jednotné;mu;jednotné
nechceli;množné;nechceli;množné
odpovedať;;odpovedať;
na;;na;
otázku;jednotné;otázku;jednotné
,;;,;
Hádes;jednotné;Hádes;jednotné
sa;;sa;
uchýlil;jednotné;uchýlil;jednotné
k;;k;
lichôtkam;množné;lichôtkam;množné
.;;.;
Pristane;jednotné;Pristane;jednotné
vám;množné;vám;množné
to;jednotné;to;jednotné
.;;.;
Vyzeráte;množné;Vyzeráte;množné
úžasne;;úžasne;
!;;!;
“;;“;
vravel;jednotné;vravel;jednotné
trom;množné;trom;množné
zošúvereným;množné;zošúvereným;množné
babizniam;množné;babizniam;množné
.;;.;
Keď;;Keď;
ho;jednotné;ho;jednotné
vypije;jednotné;vypije;jednotné
,;;,;
majú;množné;majú;množné
ho;jednotné;ho;jednotné
zabiť;;zabiť;
.;;.;
Stal;jednotné;Stal;jednotné
sa;;sa;
však;;však;
z;;z;
neho;jednotné;neho;jednotné
smrteľník;jednotné;smrteľník;jednotné
.;;.;
“;;“;
Hádes;jednotné;Hádes;jednotné
nás;množné;nás;množné
zabije;jednotné;zabije;jednotné
,;;,;
keď;;keď;
to;jednotné;to;jednotné
zistí;jednotné;zistí;jednotné
!;;!;
“;;“;
“;;“;
No;;No;
ak;;ak;
to;jednotné;to;jednotné
nezistí;jednotné;nezistí;jednotné
,;;,;
nezabije;jednotné;nezabije;jednotné
nás;množné;nás;množné
,;;,;
“;;“;
navrhol;jednotné;navrhol;jednotné
Bôľ;jednotné;Bôľ;jednotné
.;;.;
Nevlastní;množné;Nevlastní;množné
rodičia;množné;rodičia;množné
sa;;sa;
o;;o;
Herkula;jednotné;Herkula;jednotné
dobre;;dobre;
starali;množné;starali;množné
a;;a;
vyrástol;jednotné;vyrástol;jednotné
z;;z;
neho;jednotné;neho;jednotné
milujúci;jednotné;milujúci;jednotné
syn;jednotné;syn;jednotné
a;;a;
mladík;jednotné;mladík;jednotné
.;;.;
Herkules;jednotné;Herkules;jednotné
sa;;sa;
snažil;jednotné;snažil;jednotné
využiť;;využiť;
svoju;jednotné;svoju;jednotné
neuveriteľnú;jednotné;neuveriteľnú;jednotné
silu;jednotné;silu;jednotné
a;;a;
pomáhať;;pomáhať;
.;;.;
“;;“;
Prepáč;jednotné;Prepáč;jednotné
,;;,;
Herkules;jednotné;Herkules;jednotné
.;;.;
Mešťania;množné;Mešťania;množné
sa;;sa;
nazlostili;množné;nazlostili;množné
a;;a;
upozornili;množné;upozornili;množné
Herkulovho;jednotné;Herkulovho;jednotné
otca;jednotné;otca;jednotné
,;;,;
nech;;nech;
ho;jednotné;ho;jednotné
viac;;viac;
do;;do;
mesta;jednotné;mesta;jednotné
nepúšťa;jednotné;nepúšťa;jednotné
.;;.;
Vtedy;;Vtedy;
sa;;sa;
rozhodli;množné;rozhodli;množné
,;;,;
že;;že;
nadišiel;jednotné;nadišiel;jednotné
čas;jednotné;čas;jednotné
,;;,;
aby;;aby;
mu;jednotné;mu;jednotné
ukázali;množné;ukázali;množné
zlatý;jednotné;zlatý;jednotné
medailón;jednotné;medailón;jednotné
,;;,;
ktorý;jednotné;ktorý;jednotné
mal;jednotné;mal;jednotné
na;;na;
krku;jednotné;krku;jednotné
,;;,;
keď;;keď;
ho;jednotné;ho;jednotné
našli;množné;našli;množné
.;;.;
“;;“;
Je;jednotné;Je;jednotné
na;;na;
ňom;jednotné;ňom;jednotné
symbol;jednotné;symbol;jednotné
bohov;množné;bohov;množné
,;;,;
“;;“;
vysvetľovala;jednotné;vysvetľovala;jednotné
Alkmena;jednotné;Alkmena;jednotné
.;;.;
S;;S;
ťažkým;jednotné;ťažkým;jednotné
srdcom;jednotné;srdcom;jednotné
sa;;sa;
Herkules;jednotné;Herkules;jednotné
lúčil;jednotné;lúčil;jednotné
s;;s;
rodičmi;množné;rodičmi;množné
a;;a;
oni;množné;oni;množné
ho;jednotné;ho;jednotné
s;;s;
ťažkým;jednotné;ťažkým;jednotné
srdcom;jednotné;srdcom;jednotné
púšťali;množné;púšťali;množné
.;;.;
Takto;;Takto;
ty;jednotné;ty;jednotné
zdravíš;jednotné;zdravíš;jednotné
svojho;jednotné;svojho;jednotné
otca;jednotné;otca;jednotné
?;;?;
“;;“;
spýtal;jednotné;spýtal;jednotné
sa;;sa;
ho;jednotné;ho;jednotné
Zeus;jednotné;Zeus;jednotné
.;;.;
Herkules;jednotné;Herkules;jednotné
bol;jednotné;bol;jednotné
zmätený;jednotné;zmätený;jednotné
.;;.;
“;;“;
Chceš;jednotné;Chceš;jednotné
povedať;;povedať;
,;;,;
že;;že;
s;;s;
tým;jednotné;tým;jednotné
nemôžeš;jednotné;nemôžeš;jednotné
niečo;jednotné;niečo;jednotné
urobiť;;urobiť;
?;;?;
“;;“;
pýtal;jednotné;pýtal;jednotné
sa;;sa;
zúfalý;jednotné;zúfalý;jednotné
Herkules;jednotné;Herkules;jednotné
.;;.;
“;;“;
Začni;jednotné;Začni;jednotné
na;;na;
ostrove;jednotné;ostrove;jednotné
Idra;jednotné;Idra;jednotné
,;;,;
kde;;kde;
vyhľadáš;jednotné;vyhľadáš;jednotné
Filokteta;jednotné;Filokteta;jednotné
,;;,;
učiteľa;jednotné;učiteľa;jednotné
hrdinov;množné;hrdinov;množné
.;;.;
“;;“;
“;;“;
Nesklamem;jednotné;Nesklamem;jednotné
ťa;jednotné;ťa;jednotné
,;;,;
otec;jednotné;otec;jednotné
,;;,;
“;;“;
zvolal;jednotné;zvolal;jednotné
Herkules;jednotné;Herkules;jednotné
,;;,;
keď;;keď;
s;;s;
Pegasom;jednotné;Pegasom;jednotné
leteli;množné;leteli;množné
na;;na;
ostrov;jednotné;ostrov;jednotné
Idra;jednotné;Idra;jednotné
.;;.;
Porozprával;jednotné;Porozprával;jednotné
mu;jednotné;mu;jednotné
o;;o;
svojom;jednotné;svojom;jednotné
sne;jednotné;sne;jednotné
,;;,;
v;;v;
ktorom;jednotné;ktorom;jednotné
sa;;sa;
mal;jednotné;mal;jednotné
stať;;stať;
hrdinom;jednotné;hrdinom;jednotné
,;;,;
a;;a;
požiadal;jednotné;požiadal;jednotné
učiteľa;jednotné;učiteľa;jednotné
,;;,;
nech;;nech;
mu;jednotné;mu;jednotné
pomôže;jednotné;pomôže;jednotné
.;;.;
“;;“;
I;;I;
mne;jednotné;mne;jednotné
sa;;sa;
raz;;raz;
snívalo;jednotné;snívalo;jednotné
,;;,;
že;;že;
budem;jednotné;budem;jednotné
učiť;;učiť;
najväčšieho;jednotné;najväčšieho;jednotné
hrdinu;jednotné;hrdinu;jednotné
všetkých;množné;všetkých;množné
čias;množné;čias;množné
,;;,;
“;;“;
vyhlásil;jednotné;vyhlásil;jednotné
Fil;jednotné;Fil;jednotné
.;;.;
Fil;jednotné;Fil;jednotné
mu;jednotné;mu;jednotné
vysvetlil;jednotné;vysvetlil;jednotné
,;;,;
že;;že;
doteraz;;doteraz;
ho;jednotné;ho;jednotné
sklamali;množné;sklamali;množné
všetci;množné;všetci;množné
,;;,;
ktorým;množné;ktorým;množné
pomáhal;jednotné;pomáhal;jednotné
.;;.;
“;;“;
Vyhral;jednotné;Vyhral;jednotné
si;;si;
!;;!;
“;;“;
Fil;jednotné;Fil;jednotné
sa;;sa;
svedomito;;svedomito;
pustil;jednotné;pustil;jednotné
do;;do;
Herkulovej;jednotné;Herkulovej;jednotné
prípravy;jednotné;prípravy;jednotné
.;;.;
Z;;Z;
nešikovného;jednotné;nešikovného;jednotné
mladíka;jednotné;mladíka;jednotné
sa;;sa;
stal;jednotné;stal;jednotné
šikovný;jednotné;šikovný;jednotné
vrtký;jednotné;vrtký;jednotné
chlapík;jednotné;chlapík;jednotné
,;;,;
ochotný;jednotné;ochotný;jednotné
ukázať;;ukázať;
,;;,;
čo;jednotné;čo;jednotné
vie;jednotné;vie;jednotné
.;;.;
“;;“;
Som;jednotné;Som;jednotné
pripravený;jednotné;pripravený;jednotné
!;;!;
“;;“;
zvolal;jednotné;zvolal;jednotné
Herkules;jednotné;Herkules;jednotné
.;;.;
“;;“;
Chceš;jednotné;Chceš;jednotné
si;;si;
to;jednotné;to;jednotné
vyskúšať;;vyskúšať;
?;;?;
“;;“;
Nepleť;jednotné;Nepleť;jednotné
sa;;sa;
do;;do;
toho;jednotné;toho;jednotné
,;;,;
Atlas;jednotné;Atlas;jednotné
,;;,;
“;;“;
odvrkla;jednotné;odvrkla;jednotné
Meg;jednotné;Meg;jednotné
,;;,;
keď;;keď;
jej;jednotné;jej;jednotné
chcel;jednotné;chcel;jednotné
Herkules;jednotné;Herkules;jednotné
pomôcť;;pomôcť;
.;;.;
Veď;;Veď;
hrdinu;jednotné;hrdinu;jednotné
by;;by;
nemalo;jednotné;nemalo;jednotné
nič;jednotné;nič;jednotné
rozptyľovať;;rozptyľovať;
.;;.;
V;;V;
skutočnosti;jednotné;skutočnosti;jednotné
na;;na;
ňu;jednotné;ňu;jednotné
poriadne;;poriadne;
žiarlil;jednotné;žiarlil;jednotné
.;;.;
“;;“;
Už;;Už;
som;jednotné;som;jednotné
veľká;jednotné;veľká;jednotné
,;;,;
poradím;jednotné;poradím;jednotné
si;;si;
sama;jednotné;sama;jednotné
.;;.;
Meg;jednotné;Meg;jednotné
trápili;množné;trápili;množné
starosti;množné;starosti;množné
.;;.;
Hádes;jednotné;Hádes;jednotné
sa;;sa;
rozčúlil;jednotné;rozčúlil;jednotné
.;;.;
Keď;;Keď;
Herkules;jednotné;Herkules;jednotné
vstúpil;jednotné;vstúpil;jednotné
do;;do;
Téb;množné;Téb;množné
,;;,;
pyšne;;pyšne;
vyhlásil;jednotné;vyhlásil;jednotné
,;;,;
že;;že;
on;jednotné;on;jednotné
je;jednotné;je;jednotné
ten;jednotné;ten;jednotné
hrdina;jednotné;hrdina;jednotné
,;;,;
ktorého;jednotné;ktorého;jednotné
potrebujú;množné;potrebujú;množné
.;;.;
“;;“;
Dostaneš;jednotné;Dostaneš;jednotné
možnosť;jednotné;možnosť;jednotné
,;;,;
“;;“;
ubezpečoval;jednotné;ubezpečoval;jednotné
ho;jednotné;ho;jednotné
Fil;jednotné;Fil;jednotné
.;;.;
Ako;;Ako;
na;;na;
zavolanie;jednotné;zavolanie;jednotné
sa;;sa;
zjavila;jednotné;zjavila;jednotné
Meg;jednotné;Meg;jednotné
.;;.;
“;;“;
Skala;jednotné;Skala;jednotné
zavalila;jednotné;zavalila;jednotné
dvoch;množné;dvoch;množné
chlapcov;množné;chlapcov;množné
,;;,;
“;;“;
kričala;jednotné;kričala;jednotné
zúfalo;;zúfalo;
.;;.;
Herkules;jednotné;Herkules;jednotné
zajasal;jednotné;zajasal;jednotné
.;;.;
Teraz;;Teraz;
je;jednotné;je;jednotné
jeho;jednotné;jeho;jednotné
príležitosť;jednotné;príležitosť;jednotné
,;;,;
môže;jednotné;môže;jednotné
sa;;sa;
ukázať;;ukázať;
!;;!;
Chvíľu;jednotné;Chvíľu;jednotné
čakal;jednotné;čakal;jednotné
,;;,;
ale;;ale;
mnoho;jednotné;mnoho;jednotné
ľudí;množné;ľudí;množné
mu;jednotné;mu;jednotné
netlieskalo;jednotné;netlieskalo;jednotné
.;;.;
Chlapci;množné;Chlapci;množné
sa;;sa;
vyšplhali;množné;vyšplhali;množné
z;;z;
rokliny;jednotné;rokliny;jednotné
,;;,;
no;;no;
len;;len;
čo;;čo;
zastali;množné;zastali;množné
Hádesovi;jednotné;Hádesovi;jednotné
pri;;pri;
nohách;množné;nohách;množné
,;;,;
premenili;množné;premenili;množné
sa;;sa;
na;;na;
Bôľ;jednotné;Bôľ;jednotné
a;;a;
Zmätok;jednotné;Zmätok;jednotné
.;;.;
Hydra;jednotné;Hydra;jednotné
totiž;;totiž;
nebola;jednotné;nebola;jednotné
mŕtva;jednotné;mŕtva;jednotné
.;;.;
Z;;Z;
rany;jednotné;rany;jednotné
na;;na;
krku;jednotné;krku;jednotné
jej;jednotné;jej;jednotné
vyrástli;množné;vyrástli;množné
tri;množné;tri;množné
krútiace;množné;krútiace;množné
sa;;sa;
hlavy;množné;hlavy;množné
.;;.;
“;;“;
Prestaň;jednotné;Prestaň;jednotné
stínať;;stínať;
hlavy;množné;hlavy;množné
,;;,;
“;;“;
radil;jednotné;radil;jednotné
mu;jednotné;mu;jednotné
Fil;jednotné;Fil;jednotné
.;;.;
“;;“;
To;jednotné;To;jednotné
nikam;;nikam;
nevedie;jednotné;nevedie;jednotné
.;;.;
“;;“;
Herkules;jednotné;Herkules;jednotné
tuho;;tuho;
premýšľal;jednotné;premýšľal;jednotné
.;;.;
Jeho;jednotné;Jeho;jednotné
i;;i;
Hydru;jednotné;Hydru;jednotné
zasypala;jednotné;zasypala;jednotné
lavína;jednotné;lavína;jednotné
kamenia;jednotné;kamenia;jednotné
.;;.;
Počkajte;množné;Počkajte;množné
,;;,;
na;;na;
okamih;jednotné;okamih;jednotné
vás;množné;vás;množné
vyrušíme;množné;vyrušíme;množné
!;;!;
o;;o;
Herkulovu;jednotné;Herkulovu;jednotné
slávu;jednotné;slávu;jednotné
sa;;sa;
s;;s;
vami;množné;vami;množné
podelíme;množné;podelíme;množné
.;;.;
Od;;Od;
toho;jednotné;toho;jednotné
dňa;jednotné;dňa;jednotné
bojoval;jednotné;bojoval;jednotné
do;;do;
roztrhania;jednotné;roztrhania;jednotné
tela;jednotné;tela;jednotné
To;jednotné;To;jednotné
ho;jednotné;ho;jednotné
dopálilo;jednotné;dopálilo;jednotné
.;;.;
Každý;jednotné;Každý;jednotné
ju;jednotné;ju;jednotné
má;jednotné;má;jednotné
.;;.;
Pandora;jednotné;Pandora;jednotné
mala;jednotné;mala;jednotné
skrinku;jednotné;skrinku;jednotné
.;;.;
Meg;jednotné;Meg;jednotné
márne;;márne;
odmietala;jednotné;odmietala;jednotné
,;;,;
lebo;;lebo;
podľa;;podľa;
starej;jednotné;starej;jednotné
dohody;jednotné;dohody;jednotné
s;;s;
Hádesom;jednotné;Hádesom;jednotné
vymenila;jednotné;vymenila;jednotné
svoju;jednotné;svoju;jednotné
slobodu;jednotné;slobodu;jednotné
za;;za;
život;jednotné;život;jednotné
bývalého;jednotné;bývalého;jednotné
priateľa;jednotné;priateľa;jednotné
.;;.;
Teraz;;Teraz;
musí;jednotné;musí;jednotné
urobiť;;urobiť;
,;;,;
čo;jednotné;čo;jednotné
jej;jednotné;jej;jednotné
