Slovo;Slovný druh;Slovo2;Slovný druh2
musím;Sloveso;musím;Sloveso
publikovať;Sloveso;publikovať;Sloveso
Poviedky;Podstatné meno;Poviedky;Podstatné meno
typu;Podstatné meno;typu;Podstatné meno
Sexuálny;Prídavné meno;Sexuálny;Prídavné meno
nenásytník;Podstatné meno;nenásytník;Podstatné meno
ani;Spojka;ani;Spojka
eseje;Podstatné meno;eseje;Podstatné meno
ako;Spojka;ako;Spojka
Esej;Podstatné meno;Esej;Podstatné meno
o;Citoslovce;o;Predložka
vši;Sloveso;vši;Podstatné meno
budúcnosť;Podstatné meno;budúcnosť;Podstatné meno
som;Sloveso;som;Sloveso
prekladať;Sloveso;prekladať;Sloveso
Peklo;Podstatné meno;Peklo;Podstatné meno
Napriek;Príslovka;Napriek;Predložka
tomu;Zámeno;tomu;Zámeno
som;Sloveso;som;Sloveso
musel;Sloveso;musel;Sloveso
tvoriť;Sloveso;tvoriť;Sloveso
Niečo;Zámeno;Niečo;Zámeno
čo;Zámeno;čo;Zámeno
by;Spojka;by;Kondicionálová morféma
Kým;Spojka;Kým;Spojka
som;Sloveso;som;Sloveso
takto;Príslovka;takto;Zámeno
uvažoval;Sloveso;uvažoval;Sloveso
zdalo;Sloveso;zdalo;Sloveso
sa;Zámeno;sa;Zvratné zámeno
mi;Zámeno;mi;Zámeno
že;Spojka;že;Spojka
som;Sloveso;som;Sloveso
na;Citoslovce;na;Predložka
niečo;Zámeno;niečo;Zámeno
prišiel;Sloveso;prišiel;Sloveso
Bolo;Sloveso;Bolo;Sloveso
sivé;Prídavné meno;sivé;Prídavné meno
popoludnie;Podstatné meno;popoludnie;Podstatné meno
s;Podstatné meno;s;Predložka
oblohou;Podstatné meno;oblohou;Podstatné meno
sneh;Podstatné meno;sneh;Podstatné meno
keď;Spojka;keď;Spojka
sa;Zámeno;sa;Zvratné zámeno
človeka;Podstatné meno;človeka;Podstatné meno
zmocňuje;Sloveso;zmocňuje;Sloveso
otupnosť;Podstatné meno;otupnosť;Podstatné meno
a;Spojka;a;Spojka
uvoľnenie;Podstatné meno;uvoľnenie;Podstatné meno
prináša;Sloveso;prináša;Sloveso
len;Spojka;len;Častica
alkohol;Podstatné meno;alkohol;Podstatné meno
Snežilo;Sloveso;Snežilo;Sloveso
husto;Príslovka;husto;Príslovka
padali;Sloveso;padali;Sloveso
veľké;Prídavné meno;veľké;Prídavné meno
vločky;Podstatné meno;vločky;Podstatné meno
Bolo;Sloveso;Bolo;Sloveso
by;Spojka;by;Kondicionálová morféma
hanba;Citoslovce;hanba;Podstatné meno
predstúpiť;Sloveso;predstúpiť;Sloveso
pred;Predložka;pred;Predložka
žiakov;Podstatné meno;žiakov;Podstatné meno
v;Predložka;v;Predložka
takom;Zámeno;takom;Zámeno
stave;Podstatné meno;stave;Podstatné meno
Akýsi;Zámeno;Akýsi;Zámeno
drevorubač;Podstatné meno;drevorubač;Podstatné meno
sa;Zámeno;sa;Zvratné zámeno
vraj;Častice;vraj;Častica
musel;Sloveso;musel;Sloveso
počas;Predložka;počas;Predložka
jednej;Číslovka;jednej;Číslovka
zimnej;Prídavné meno;zimnej;Prídavné meno
noci;Podstatné meno;noci;Podstatné meno
vrátiť;Sloveso;vrátiť;Sloveso
domov;Podstatné meno;domov;Príslovka
Chlap;Podstatné meno;Chlap;Podstatné meno
pochopí;Sloveso;pochopí;Sloveso
že;Spojka;že;Spojka
vlky;Podstatné meno;vlky;Podstatné meno
môžu;Sloveso;môžu;Sloveso
prísť;Sloveso;prísť;Sloveso
každú;Zámeno;každú;Zámeno
chvíľu;Príslovka;chvíľu;Podstatné meno
a;Spojka;a;Spojka
vylezie;Sloveso;vylezie;Sloveso
na;Citoslovce;na;Predložka
strom;Podstatné meno;strom;Podstatné meno
Je;Sloveso;Je;Sloveso
to;Zámeno;to;Zámeno
celá;Podstatné meno;celá;Prídavné meno
svorka;Podstatné meno;svorka;Podstatné meno
oči;Podstatné meno;oči;Podstatné meno
im;Zámeno;im;Zámeno
žiaria;Sloveso;žiaria;Sloveso
v;Predložka;v;Predložka
tme;Podstatné meno;tme;Podstatné meno
Ale;Spojka;Ale;Spojka
vlasy;Podstatné meno;vlasy;Podstatné meno
mu;Zámeno;mu;Zámeno
vstanú;Sloveso;vstanú;Sloveso
dupkom;Príslovka;dupkom;Príslovka
keď;Spojka;keď;Spojka
si;Zámeno;si;Zvratné zámeno
všimne;Sloveso;všimne;Sloveso
niečo;Zámeno;niečo;Zámeno
iné;Prídavné meno;iné;Zámeno
trochu;Číslovka;trochu;Číslovka
ďalej;Príslovka;ďalej;Príslovka
na;Citoslovce;na;Predložka
konári;Podstatné meno;konári;Podstatné meno
kam;Zámeno;kam;Zámeno
sa;Zámeno;sa;Zvratné zámeno
vyštveral;Sloveso;vyštveral;Sloveso
sedí;Sloveso;sedí;Sloveso
medveď;Podstatné meno;medveď;Podstatné meno
ktorý;Zámeno;ktorý;Zámeno
tam;Príslovka;tam;Zámeno
vyliezol;Sloveso;vyliezol;Sloveso
Svorka;Podstatné meno;Svorka;Podstatné meno
sa;Zámeno;sa;Zvratné zámeno
usadí;Sloveso;usadí;Sloveso
okolo;Príslovka;okolo;Predložka
kmeňa;Podstatné meno;kmeňa;Podstatné meno
stromu;Podstatné meno;stromu;Podstatné meno
Zviera;Podstatné meno;Zviera;Podstatné meno
sa;Zámeno;sa;Zvratné zámeno
s;Podstatné meno;s;Predložka
rachotom;Podstatné meno;rachotom;Podstatné meno
zrúti;Sloveso;zrúti;Sloveso
do;Citoslovce;do;Predložka
snehu;Podstatné meno;snehu;Podstatné meno
Svorka;Podstatné meno;Svorka;Podstatné meno
sa;Zámeno;sa;Zvratné zámeno
vrhne;Sloveso;vrhne;Sloveso
za;Predložka;za;Predložka
ním;Zámeno;ním;Zámeno
Potom;Spojka;Potom;Príslovka
zlezie;Sloveso;zlezie;Sloveso
zo;Častice;zo;Predložka
stromu;Podstatné meno;stromu;Podstatné meno
a;Spojka;a;Spojka
uteká;Sloveso;uteká;Sloveso
domov;Podstatné meno;domov;Príslovka
Niektorí;Zámeno;Niektorí;Zámeno
sa;Zámeno;sa;Zvratné zámeno
nazdávali;Sloveso;nazdávali;Sloveso
že;Spojka;že;Spojka
drevorubač;Podstatné meno;drevorubač;Podstatné meno
konal;Sloveso;konal;Sloveso
správne;Príslovka;správne;Príslovka
Podaktorí;Zámeno;Podaktorí;Zámeno
si;Zámeno;si;Zvratné zámeno
to;Zámeno;to;Zámeno
Stále;Príslovka;Stále;Príslovka
padal;Sloveso;padal;Sloveso
hustý;Prídavné meno;hustý;Prídavné meno
sneh;Podstatné meno;sneh;Podstatné meno
s;Podstatné meno;s;Predložka
veľkými;Prídavné meno;veľkými;Prídavné meno
vločkami;Podstatné meno;vločkami;Podstatné meno
Ale;Spojka;Ale;Spojka
už;Príslovka;už;Častica
dávno;Podstatné meno;dávno;Príslovka
odišla;Sloveso;odišla;Sloveso
Vrátil;Sloveso;Vrátil;Sloveso
som;Sloveso;som;Sloveso
sa;Zámeno;sa;Zvratné zámeno
do;Citoslovce;do;Predložka
svojej;Zámeno;svojej;Zámeno
izby;Podstatné meno;izby;Podstatné meno
Ľahol;Sloveso;Ľahol;Sloveso
som;Sloveso;som;Sloveso
si;Zámeno;si;Zvratné zámeno
do;Citoslovce;do;Predložka
postele;Podstatné meno;postele;Podstatné meno
Keď;Spojka;Keď;Spojka
som;Sloveso;som;Sloveso
v;Predložka;v;Predložka
noci;Podstatné meno;noci;Podstatné meno
dokončil;Sloveso;dokončil;Sloveso
ten;Zámeno;ten;Zámeno
príbeh;Podstatné meno;príbeh;Podstatné meno
vyšiel;Sloveso;vyšiel;Sloveso
som;Sloveso;som;Sloveso
von;Príslovka;von;Príslovka
Tá;Zámeno;Tá;Zámeno
rozprávka;Podstatné meno;rozprávka;Podstatné meno
ma;Zámeno;ma;Zámeno
priviedla;Sloveso;priviedla;Sloveso
na;Citoslovce;na;Predložka
inú;Prídavné meno;inú;Zámeno
stanicu;Podstatné meno;stanicu;Podstatné meno
zelené;Prídavné meno;zelené;Prídavné meno
oči;Podstatné meno;oči;Podstatné meno
Usmieval;Sloveso;Usmieval;Sloveso
sa;Zámeno;sa;Zvratné zámeno
Myslel;Sloveso;Myslel;Sloveso
som;Sloveso;som;Sloveso
to;Zámeno;to;Zámeno
úprimne;Príslovka;úprimne;Príslovka
Napriek;Príslovka;Napriek;Predložka
svojej;Zámeno;svojej;Zámeno
rozrušenosti;Podstatné meno;rozrušenosti;Podstatné meno
som;Sloveso;som;Sloveso
vytušil;Sloveso;vytušil;Sloveso
že;Spojka;že;Spojka
šéf;Podstatné meno;šéf;Podstatné meno
hrá;Sloveso;hrá;Sloveso
akúsi;Zámeno;akúsi;Zámeno
hru;Podstatné meno;hru;Podstatné meno
ma;Zámeno;ma;Zámeno
Vstala;Sloveso;Vstala;Sloveso
a;Spojka;a;Spojka
odišla;Sloveso;odišla;Sloveso
Poviedka;Podstatné meno;Poviedka;Podstatné meno
nie;Častice;nie;Častica
je;Sloveso;je;Sloveso
pekne;Príslovka;pekne;Príslovka
napísaná;Prídavné meno;napísaná;Príčastie - Sloveso
Chýba;Sloveso;Chýba;Sloveso
jej;Zámeno;jej;Zámeno
predovšetkým;Častice;predovšetkým;Častica
jasnosť;Podstatné meno;jasnosť;Podstatné meno
Šéf;Podstatné meno;Šéf;Podstatné meno
sa;Zámeno;sa;Zvratné zámeno
zo;Častice;zo;Predložka
všetkých;Zámeno;všetkých;Zámeno
síl;Podstatné meno;síl;Podstatné meno
pokúšal;Sloveso;pokúšal;Sloveso
aby;Spojka;aby;Spojka
som;Sloveso;som;Sloveso
odišiel;Sloveso;odišiel;Sloveso
z;Podstatné meno;z;Predložka
jeho;Zámeno;jeho;Zámeno
pracovne;Príslovka;pracovne;Podstatné meno
spokojný;Prídavné meno;spokojný;Prídavné meno
aj;Citoslovce;aj;Spojka
keď;Spojka;keď;Spojka
mi;Zámeno;mi;Zámeno
tú;Zámeno;tú;Zámeno
poviedku;Podstatné meno;poviedku;Podstatné meno
Tváril;Sloveso;Tváril;Sloveso
som;Sloveso;som;Sloveso
sa;Zámeno;sa;Zvratné zámeno
že;Spojka;že;Spojka
odchádzam;Sloveso;odchádzam;Sloveso
spokojný;Prídavné meno;spokojný;Prídavné meno
a;Spojka;a;Spojka
v;Predložka;v;Predložka
tom;Zámeno;tom;Zámeno
bol;Podstatné meno;bol;Sloveso
paradox;Podstatné meno;paradox;Podstatné meno
Ja;Zámeno;Ja;Zámeno
som;Sloveso;som;Sloveso
očakával;Sloveso;očakával;Sloveso
že;Spojka;že;Spojka
tú;Zámeno;tú;Zámeno
poviedku;Podstatné meno;poviedku;Podstatné meno
Opäť;Príslovka;Opäť;Príslovka
som;Sloveso;som;Sloveso
zmenil;Sloveso;zmenil;Sloveso
názor;Podstatné meno;názor;Podstatné meno
k;Podstatné meno;k;Predložka
čomu;Zámeno;čomu;Zámeno
ma;Zámeno;ma;Zámeno
priviedlo;Sloveso;priviedlo;Sloveso
niečo;Zámeno;niečo;Zámeno
neočakávané;Prídavné meno;neočakávané;Príčastie - Sloveso
Zmocnil;Sloveso;Zmocnil;Sloveso
sa;Zámeno;sa;Zvratné zámeno
ma;Zámeno;ma;Zámeno
závrat;Podstatné meno;závrat;Podstatné meno
Buď;Spojka;Buď;Spojka
to;Zámeno;to;Zámeno
spôsobil;Sloveso;spôsobil;Sloveso
príval;Podstatné meno;príval;Podstatné meno
jej;Zámeno;jej;Zámeno
vďačnosti;Podstatné meno;vďačnosti;Podstatné meno
alebo;Spojka;alebo;Spojka
slovo;Podstatné meno;slovo;Podstatné meno
ujo;Podstatné meno;ujo;Podstatné meno
ktoré;Zámeno;ktoré;Zámeno
vyslovila;Sloveso;vyslovila;Sloveso
s;Podstatné meno;s;Predložka
akousi;Zámeno;akousi;Zámeno
sexuálnou;Prídavné meno;sexuálnou;Prídavné meno
dôvernosťou;Podstatné meno;dôvernosťou;Podstatné meno
Pri;Predložka;Pri;Predložka
tejto;Zámeno;tejto;Zámeno
myšlienke;Podstatné meno;myšlienke;Podstatné meno
som;Sloveso;som;Sloveso
sa;Zámeno;sa;Zvratné zámeno
začervenal;Sloveso;začervenal;Sloveso
A;Spojka;A;Častica
očervenel;Sloveso;očervenel;Sloveso
som;Sloveso;som;Sloveso
ešte;Príslovka;ešte;Častica
viac;Prídavné meno;viac;Číslovka
Stretli;Sloveso;Stretli;Sloveso
sme;Sloveso;sme;Sloveso
sa;Zámeno;sa;Zvratné zámeno
o;Citoslovce;o;Predložka
týždeň;Podstatné meno;týždeň;Podstatné meno
Ak;Príslovka;Ak;Spojka
dôvod;Podstatné meno;dôvod;Podstatné meno
stretnúť;Sloveso;stretnúť;Sloveso
sa;Zámeno;sa;Zvratné zámeno
V;Skratka;V;Predložka
tú;Zámeno;tú;Zámeno
nedeľu;Podstatné meno;nedeľu;Podstatné meno
básne;Podstatné meno;básne;Podstatné meno
vyšli;Sloveso;vyšli;Sloveso
Klamal;Sloveso;Klamal;Sloveso
som;Sloveso;som;Sloveso
aj;Citoslovce;aj;Častica
ja;Zámeno;ja;Zámeno
predo;Predložka;predo;Predložka
mnou;Zámeno;mnou;Zámeno
nikdy;Zámeno;nikdy;Zámeno
toto;Zámeno;toto;Zámeno
slovo;Podstatné meno;slovo;Podstatné meno
Náš;Zámeno;Náš;Zámeno
vzťah;Podstatné meno;vzťah;Podstatné meno
trval;Sloveso;trval;Sloveso
rok;Podstatné meno;rok;Podstatné meno
Bolo;Sloveso;Bolo;Sloveso
to;Zámeno;to;Zámeno
mnoho;Príslovka;mnoho;Číslovka
týždňov;Podstatné meno;týždňov;Podstatné meno
sexuálneho;Prídavné meno;sexuálneho;Prídavné meno
nepokoja;Podstatné meno;nepokoja;Podstatné meno
Jednu;Číslovka;Jednu;Číslovka
z;Podstatné meno;z;Predložka
tých;Zámeno;tých;Zámeno
aké;Zámeno;aké;Zámeno
reakciu;Podstatné meno;reakciu;Podstatné meno
v;Predložka;v;Predložka
podobe;Podstatné meno;podobe;Podstatné meno
telefonátov;Podstatné meno;telefonátov;Podstatné meno
zhora;Príslovka;zhora;Príslovka
S;Skratka;S;Predložka
cieľom;Podstatné meno;cieľom;Podstatné meno
vyhľadávať;Sloveso;vyhľadávať;Sloveso
námety;Podstatné meno;námety;Podstatné meno
pre;Predložka;pre;Predložka
kritiku;Podstatné meno;kritiku;Podstatné meno
Spôsobil;Sloveso;Spôsobil;Sloveso
ju;Zámeno;ju;Zámeno
článok;Podstatné meno;článok;Podstatné meno
uverejnený;Prídavné meno;uverejnený;Príčastie - Sloveso
na;Citoslovce;na;Predložka
stránkach;Podstatné meno;stránkach;Podstatné meno
Októbra;Podstatné meno;Októbra;Podstatné meno
Ktosi;Zámeno;Ktosi;Zámeno
kritizoval;Sloveso;kritizoval;Sloveso
Samuela;Podstatné meno;Samuela;Podstatné meno
a;Spojka;a;Spojka
jeho;Zámeno;jeho;Zámeno
drámu;Podstatné meno;drámu;Podstatné meno
Čakanie;Podstatné meno;Čakanie;Podstatné meno
na;Citoslovce;na;Predložka
čítala;Sloveso;čítala;Sloveso
Niektoré;Zámeno;Niektoré;Zámeno
z;Podstatné meno;z;Predložka
nich;Zámeno;nich;Zámeno
vydané;Prídavné meno;vydané;Príčastie - Sloveso
vo;Predložka;vo;Predložka
francúzštine;Podstatné meno;francúzštine;Podstatné meno
občas;Príslovka;občas;Príslovka
dávala;Sloveso;dávala;Sloveso
aj;Citoslovce;aj;Častica
mne;Zámeno;mne;Zámeno
pričom;Spojka;pričom;Spojka
mi;Zámeno;mi;Zámeno
prikázať;Sloveso;prikázať;Sloveso
aby;Spojka;aby;Spojka
som;Sloveso;som;Sloveso
to;Zámeno;to;Zámeno
nikomu;Zámeno;nikomu;Zámeno
Vedel;Sloveso;Vedel;Sloveso
som;Sloveso;som;Sloveso
iba;Príslovka;iba;Častica
jedno;Príslovka;jedno;Číslovka
že;Spojka;že;Spojka
sa;Zámeno;sa;Zvratné zámeno
podobám;Podstatné meno;podobám;Sloveso
na;Citoslovce;na;Predložka
postavy;Podstatné meno;postavy;Podstatné meno
absurdného;Prídavné meno;absurdného;Prídavné meno
divadla;Podstatné meno;divadla;Podstatné meno
Všetci;Zámeno;Všetci;Zámeno
sme;Sloveso;sme;Sloveso
sa;Zámeno;sa;Zvratné zámeno
podobali;Sloveso;podobali;Sloveso
na;Citoslovce;na;Predložka
postavy;Podstatné meno;postavy;Podstatné meno
absurdného;Prídavné meno;absurdného;Prídavné meno
divadla;Podstatné meno;divadla;Podstatné meno
by;Spojka;by;Kondicionálová morféma
ma;Zámeno;ma;Zámeno
zaradila;Sloveso;zaradila;Sloveso
medzi;Predložka;medzi;Predložka
šarlatánov;Podstatné meno;šarlatánov;Podstatné meno
Zostávali;Sloveso;Zostávali;Sloveso
mi;Zámeno;mi;Zámeno
teda;Spojka;teda;Častica
poviedky;Podstatné meno;poviedky;Podstatné meno
Moje;Zámeno;Moje;Zámeno
impotentné;Prídavné meno;impotentné;Prídavné meno
poviedky;Podstatné meno;poviedky;Podstatné meno
V;Skratka;V;Predložka
tom;Zámeno;tom;Zámeno
istom;Prídavné meno;istom;Zámeno
fascikli;Podstatné meno;fascikli;Podstatné meno
som;Sloveso;som;Sloveso
mal;Skratka;mal;Sloveso
odložené;Prídavné meno;odložené;Príčastie - Sloveso
aj;Citoslovce;aj;Častica
ďalšie;Prídavné meno;ďalšie;Prídavné meno
texty;Podstatné meno;texty;Podstatné meno
ktoré;Zámeno;ktoré;Zámeno
som;Sloveso;som;Sloveso
neskôr;Príslovka;neskôr;Príslovka
zoskupil;Sloveso;zoskupil;Sloveso
do;Citoslovce;do;Predložka
samostatného;Prídavné meno;samostatného;Prídavné meno
fascikla;Podstatné meno;fascikla;Podstatné meno
Ani;Spojka;Ani;Spojka
v;Predložka;v;Predložka
ten;Zámeno;ten;Zámeno
deň;Podstatné meno;deň;Podstatné meno
ani;Spojka;ani;Spojka
neskôr;Príslovka;neskôr;Príslovka
si;Zámeno;si;Zvratné zámeno
aby;Spojka;aby;Spojka
som;Sloveso;som;Sloveso
použil;Sloveso;použil;Sloveso
prezervatív;Podstatné meno;prezervatív;Podstatné meno
Povedala;Sloveso;Povedala;Sloveso
mi;Zámeno;mi;Zámeno
že;Spojka;že;Spojka
užíva;Sloveso;užíva;Sloveso
antikoncepčné;Prídavné meno;antikoncepčné;Prídavné meno
tabletky;Podstatné meno;tabletky;Podstatné meno
Sedela;Sloveso;Sedela;Sloveso
na;Citoslovce;na;Predložka
pohovke;Podstatné meno;pohovke;Podstatné meno
len;Spojka;len;Častica
v;Predložka;v;Predložka
kombiné;Podstatné meno;kombiné;Podstatné meno
a;Spojka;a;Spojka
čítala;Sloveso;čítala;Sloveso
jednu;Číslovka;jednu;Číslovka
z;Podstatné meno;z;Predložka
mojich;Zámeno;mojich;Zámeno
poviedok;Podstatné meno;poviedok;Podstatné meno
Soni;Podstatné meno;Soni;Podstatné meno
mi;Zámeno;mi;Zámeno
to;Zámeno;to;Zámeno
obyčajne;Príslovka;obyčajne;Príslovka
bez;Predložka;bez;Predložka
prezervatívu;Podstatné meno;prezervatívu;Podstatné meno
som;Sloveso;som;Sloveso
sa;Zámeno;sa;Zvratné zámeno
jej;Zámeno;jej;Zámeno
na;Citoslovce;na;Predložka
to;Zámeno;to;Zámeno
Vrátila;Sloveso;Vrátila;Sloveso
mi;Zámeno;mi;Zámeno
hárky;Podstatné meno;hárky;Podstatné meno
s;Podstatné meno;s;Predložka
poviedkou;Podstatné meno;poviedkou;Podstatné meno
Potom;Spojka;Potom;Príslovka
dodala;Sloveso;dodala;Sloveso
známu;Podstatné meno;známu;Prídavné meno
vec;Podstatné meno;vec;Podstatné meno
s;Podstatné meno;s;Predložka
ujom;Podstatné meno;ujom;Podstatné meno
a;Spojka;a;Spojka
v;Predložka;v;Predložka
priestore;Podstatné meno;priestore;Podstatné meno
môjho;Zámeno;môjho;Zámeno
mozgu;Podstatné meno;mozgu;Podstatné meno
zaburácalo;Sloveso;zaburácalo;Sloveso
slovo;Podstatné meno;slovo;Podstatné meno
impotent;Podstatné meno;impotent;Podstatné meno
počuť;Sloveso;počuť;Sloveso
jeho;Zámeno;jeho;Zámeno
Pomyslel;Sloveso;Pomyslel;Sloveso
som;Sloveso;som;Sloveso
si;Zámeno;si;Zvratné zámeno
že;Spojka;že;Spojka
sa;Zámeno;sa;Zvratné zámeno
môjho;Zámeno;môjho;Zámeno
semena;Podstatné meno;semena;Podstatné meno
Začal;Sloveso;Začal;Sloveso
ma;Zámeno;ma;Zámeno
trápiť;Sloveso;trápiť;Sloveso
komplex;Podstatné meno;komplex;Podstatné meno
impotentnosti;Podstatné meno;impotentnosti;Podstatné meno
Práve;Príslovka;Práve;Príslovka
sme;Sloveso;sme;Sloveso
sa;Zámeno;sa;Zvratné zámeno
Jedna;Číslovka;Jedna;Číslovka
ruka;Podstatné meno;ruka;Podstatné meno
jej;Zámeno;jej;Zámeno
ovisla;Sloveso;ovisla;Sloveso
nabok;Príslovka;nabok;Príslovka
telo;Podstatné meno;telo;Podstatné meno
sa;Zámeno;sa;Zvratné zámeno
jej;Zámeno;jej;Zámeno
uvoľnilo;Sloveso;uvoľnilo;Sloveso
Literatúra;Podstatné meno;Literatúra;Podstatné meno
je;Sloveso;je;Sloveso
žena;Podstatné meno;žena;Podstatné meno
pomyslel;Sloveso;pomyslel;Sloveso
som;Sloveso;som;Sloveso
si;Zámeno;si;Zvratné zámeno
Dodržiaval;Sloveso;Dodržiaval;Sloveso
som;Sloveso;som;Sloveso
toto;Zámeno;toto;Zámeno
pravidlo;Podstatné meno;pravidlo;Podstatné meno
odkedy;Zámeno;odkedy;Zámeno
som;Sloveso;som;Sloveso
napísal;Sloveso;napísal;Sloveso
prvú;Číslovka;prvú;Číslovka
hlúposť;Podstatné meno;hlúposť;Podstatné meno
z;Podstatné meno;z;Predložka
toho;Zámeno;toho;Zámeno
cyklu;Podstatné meno;cyklu;Podstatné meno
krátku;Prídavné meno;krátku;Prídavné meno
esej;Podstatné meno;esej;Podstatné meno
s;Podstatné meno;s;Predložka
dlhým;Prídavné meno;dlhým;Prídavné meno
názvom;Podstatné meno;názvom;Podstatné meno
Orgazmus;Podstatné meno;Orgazmus;Podstatné meno
alebo;Spojka;alebo;Spojka
Hrôza;Citoslovce;Hrôza;Podstatné meno
zo;Častice;zo;Predložka
sexuálneho;Prídavné meno;sexuálneho;Prídavné meno
vyčerpania;Podstatné meno;vyčerpania;Podstatné meno
Keby;Spojka;Keby;Spojka
som;Sloveso;som;Sloveso
dal;Sloveso;dal;Sloveso
tie;Zámeno;tie;Zámeno
texty;Podstatné meno;texty;Podstatné meno
pochopila;Sloveso;pochopila;Sloveso
by;Spojka;by;Kondicionálová morféma
že;Spojka;že;Spojka
ich;Zámeno;ich;Zámeno
stredobodom;Podstatné meno;stredobodom;Podstatné meno
je;Sloveso;je;Sloveso
ona;Zámeno;ona;Zámeno
Jej;Zámeno;Jej;Zámeno
telo;Podstatné meno;telo;Podstatné meno
A;Spojka;A;Spojka
hrozilo;Sloveso;hrozilo;Sloveso
by;Spojka;by;Kondicionálová morféma
že;Spojka;že;Spojka
sa;Zámeno;sa;Zvratné zámeno
stratí;Sloveso;stratí;Sloveso
čaro;Podstatné meno;čaro;Podstatné meno
našich;Zámeno;našich;Zámeno
ľúbostných;Prídavné meno;ľúbostných;Prídavné meno
stretnutí;Podstatné meno;stretnutí;Podstatné meno
Bolo;Sloveso;Bolo;Sloveso
to;Zámeno;to;Zámeno
bláznovstvo;Podstatné meno;bláznovstvo;Podstatné meno
povedala;Sloveso;povedala;Sloveso
a;Spojka;a;Spojka
ja;Zámeno;ja;Zámeno
som;Sloveso;som;Sloveso
jej;Zámeno;jej;Zámeno
za;Predložka;za;Predložka
seba;Zámeno;seba;Zámeno
potvrdil;Sloveso;potvrdil;Sloveso
že;Spojka;že;Spojka
má;Sloveso;má;Sloveso
pravdu;Podstatné meno;pravdu;Podstatné meno
A;Spojka;A;Spojka
predsa;Spojka;predsa;Spojka
to;Zámeno;to;Zámeno
urobila;Sloveso;urobila;Sloveso
to;Zámeno;to;Zámeno
isté;Prídavné meno;isté;Zámeno
Nakoniec;Príslovka;Nakoniec;Príslovka
som;Sloveso;som;Sloveso
jej;Zámeno;jej;Zámeno
povedal;Sloveso;povedal;Sloveso
že;Spojka;že;Spojka
má;Sloveso;má;Sloveso
pravdu;Podstatné meno;pravdu;Podstatné meno
náš;Zámeno;náš;Zámeno
nový;Prídavné meno;nový;Prídavné meno
pokus;Podstatné meno;pokus;Podstatné meno
bol;Podstatné meno;bol;Sloveso
bláznovstvom;Podstatné meno;bláznovstvom;Podstatné meno
Naše;Zámeno;Naše;Zámeno
prvé;Číslovka;prvé;Číslovka
dobrodružstvo;Podstatné meno;dobrodružstvo;Podstatné meno
vtedy;Príslovka;vtedy;Zámeno
trvalo;Príslovka;trvalo;Sloveso
až;Príslovka;až;Častica
do;Citoslovce;do;Predložka
septembra;Podstatné meno;septembra;Podstatné meno
Potom;Spojka;Potom;Príslovka
prišli;Sloveso;prišli;Sloveso
texty;Podstatné meno;texty;Podstatné meno
ktoré;Zámeno;ktoré;Zámeno
som;Sloveso;som;Sloveso
nikdy;Zámeno;nikdy;Zámeno
sa;Zámeno;sa;Zvratné zámeno
konečne;Príslovka;konečne;Príslovka
rozhodol;Sloveso;rozhodol;Sloveso
že;Spojka;že;Spojka
mi;Zámeno;mi;Zámeno
uverejní;Sloveso;uverejní;Sloveso
jednu;Číslovka;jednu;Číslovka
poviedku;Podstatné meno;poviedku;Podstatné meno
v;Predložka;v;Predložka
poslednom;Podstatné meno;poslednom;Číslovka
septembrovom;Prídavné meno;septembrovom;Prídavné meno
čísle;Podstatné meno;čísle;Podstatné meno
Poviedka;Podstatné meno;Poviedka;Podstatné meno
mala;Príslovka;mala;Sloveso
názov;Podstatné meno;názov;Podstatné meno
Prípad;Podstatné meno;Prípad;Podstatné meno
z;Podstatné meno;z;Predložka
praxe;Podstatné meno;praxe;Podstatné meno
v;Predložka;v;Predložka
už;Príslovka;už;Príslovka
dostala;Sloveso;dostala;Sloveso
umiestenku;Podstatné meno;umiestenku;Podstatné meno
do;Citoslovce;do;Predložka
profesionálneho;Prídavné meno;profesionálneho;Prídavné meno
divadla;Podstatné meno;divadla;Podstatné meno
v;Predložka;v;Predložka
meste;Podstatné meno;meste;Podstatné meno
V;Skratka;V;Predložka
jej;Zámeno;jej;Zámeno
neprítomnosti;Podstatné meno;neprítomnosti;Podstatné meno
som;Sloveso;som;Sloveso
predložil;Sloveso;predložil;Sloveso
rukopis;Podstatné meno;rukopis;Podstatné meno
tej;Zámeno;tej;Zámeno
poviedky;Podstatné meno;poviedky;Podstatné meno
priamo;Príslovka;priamo;Príslovka
šéfovi;Podstatné meno;šéfovi;Podstatné meno
Bál;Podstatné meno;Bál;Sloveso
som;Sloveso;som;Sloveso
sa;Zámeno;sa;Zvratné zámeno
že;Spojka;že;Spojka
ma;Zámeno;ma;Zámeno
skritizuje;Sloveso;skritizuje;Sloveso
za;Predložka;za;Predložka
názov;Podstatné meno;názov;Podstatné meno
ktorý;Zámeno;ktorý;Zámeno
som;Sloveso;som;Sloveso
prevzal;Sloveso;prevzal;Sloveso
z;Podstatné meno;z;Predložka
jednej;Číslovka;jednej;Číslovka
poviedky;Podstatné meno;poviedky;Podstatné meno
Poznal;Sloveso;Poznal;Sloveso
som;Sloveso;som;Sloveso
naspamäť;Príslovka;naspamäť;Príslovka
všetky;Zámeno;všetky;Zámeno
poviedky;Podstatné meno;poviedky;Podstatné meno
a;Spojka;a;Spojka
