Slovo;Slovný druh;Slovo2;Slovný druh2
zdravotníctva;Podstatné meno;zdravotníctva;Podstatné meno
so;Predložka;so;Predložka
zvýraznením;Podstatné meno;zvýraznením;Podstatné meno
opatrení;Podstatné meno;opatrení;Podstatné meno
zameraných;Príčastie - Sloveso;zameraných;Príčastie - Sloveso
na;Predložka;na;Predložka
zníženie;Podstatné meno;zníženie;Podstatné meno
,;Interpunkcia;,;Interpunkcia
resp;Značky;resp;Značky
.;Interpunkcia;.;Interpunkcia
vylúčenie;Podstatné meno;vylúčenie;Podstatné meno
rizika;Podstatné meno;rizika;Podstatné meno
poškodenia;Podstatné meno;poškodenia;Podstatné meno
zdravia;Podstatné meno;zdravia;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Vláda;Podstatné meno;Vláda;Podstatné meno
pripraví;Sloveso;pripraví;Sloveso
nový;Prídavné meno;nový;Prídavné meno
zákon;Podstatné meno;zákon;Podstatné meno
o;Predložka;o;Predložka
prírodných;Prídavné meno;prírodných;Prídavné meno
liečivých;Prídavné meno;liečivých;Prídavné meno
zdrojoch;Podstatné meno;zdrojoch;Podstatné meno
,;Interpunkcia;,;Interpunkcia
o;Predložka;o;Predložka
prírodných;Prídavné meno;prírodných;Prídavné meno
liečebných;Prídavné meno;liečebných;Prídavné meno
kúpeľoch;Podstatné meno;kúpeľoch;Podstatné meno
a;Spojka;a;Spojka
o;Predložka;o;Predložka
prírodných;Prídavné meno;prírodných;Prídavné meno
minerálnych;Prídavné meno;minerálnych;Prídavné meno
vodách;Podstatné meno;vodách;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Vláda;Podstatné meno;Vláda;Podstatné meno
zabezpečí;Sloveso;zabezpečí;Sloveso
novelu;Podstatné meno;novelu;Podstatné meno
Zákonníka;Podstatné meno;Zákonníka;Podstatné meno
práce;Podstatné meno;práce;Podstatné meno
a;Spojka;a;Spojka
zákona;Podstatné meno;zákona;Podstatné meno
o;Predložka;o;Predložka
verejnej;Prídavné meno;verejnej;Prídavné meno
službe;Podstatné meno;službe;Podstatné meno
tak;Zámeno;tak;Zámeno
,;Interpunkcia;,;Interpunkcia
aby;Spojka;aby;Spojka
umožnila;Sloveso;umožnila;Sloveso
individuálnu;Prídavné meno;individuálnu;Prídavné meno
diferenciáciu;Podstatné meno;diferenciáciu;Podstatné meno
miezd;Podstatné meno;miezd;Podstatné meno
a;Spojka;a;Spojka
mobilitu;Podstatné meno;mobilitu;Podstatné meno
zamestnancov;Podstatné meno;zamestnancov;Podstatné meno
v;Predložka;v;Predložka
zdravotníckych;Prídavné meno;zdravotníckych;Prídavné meno
zariadeniach;Podstatné meno;zariadeniach;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Vláda;Podstatné meno;Vláda;Podstatné meno
pripraví;Sloveso;pripraví;Sloveso
legislatívny;Prídavné meno;legislatívny;Prídavné meno
rámec;Podstatné meno;rámec;Podstatné meno
inštitucionálneho;Prídavné meno;inštitucionálneho;Prídavné meno
vzdelávania;Podstatné meno;vzdelávania;Podstatné meno
zdravotníckych;Prídavné meno;zdravotníckych;Prídavné meno
pracovníkov;Podstatné meno;pracovníkov;Podstatné meno
prostredníctvom;Predložka;prostredníctvom;Predložka
rezortu;Podstatné meno;rezortu;Podstatné meno
školstva;Podstatné meno;školstva;Podstatné meno
s;Predložka;s;Predložka
možnosťou;Podstatné meno;možnosťou;Podstatné meno
postgraduálnej;Prídavné meno;postgraduálnej;Prídavné meno
prípravy;Podstatné meno;prípravy;Podstatné meno
pracovníkov;Podstatné meno;pracovníkov;Podstatné meno
v;Predložka;v;Predložka
zdravotníctve;Podstatné meno;zdravotníctve;Podstatné meno
v;Predložka;v;Predložka
školách;Podstatné meno;školách;Podstatné meno
a;Spojka;a;Spojka
inštitúciách;Podstatné meno;inštitúciách;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ktoré;Zámeno;ktoré;Zámeno
získajú;Sloveso;získajú;Sloveso
akreditáciu;Podstatné meno;akreditáciu;Podstatné meno
pre;Predložka;pre;Predložka
príslušný;Prídavné meno;príslušný;Prídavné meno
typ;Podstatné meno;typ;Podstatné meno
vzdelávania;Podstatné meno;vzdelávania;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Vláda;Podstatné meno;Vláda;Podstatné meno
predloží;Sloveso;predloží;Sloveso
zákon;Podstatné meno;zákon;Podstatné meno
o;Predložka;o;Predložka
zdravotníckych;Prídavné meno;zdravotníckych;Prídavné meno
povolaniach;Podstatné meno;povolaniach;Podstatné meno
a;Spojka;a;Spojka
zariadeniach;Podstatné meno;zariadeniach;Podstatné meno
definujúci;Príčastie - Sloveso;definujúci;Príčastie - Sloveso
úlohy;Podstatné meno;úlohy;Podstatné meno
poskytovateľov;Podstatné meno;poskytovateľov;Podstatné meno
a;Spojka;a;Spojka
zdravotníckych;Prídavné meno;zdravotníckych;Prídavné meno
pracovníkov;Podstatné meno;pracovníkov;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Výchova;Podstatné meno;Výchova;Podstatné meno
a;Spojka;a;Spojka
vzdelávanie;Podstatné meno;vzdelávanie;Podstatné meno
Vzdelanie;Podstatné meno;Vzdelanie;Podstatné meno
sa;Zvratné zámeno;sa;Zvratné zámeno
stáva;Sloveso;stáva;Sloveso
kľúčom;Podstatné meno;kľúčom;Podstatné meno
k;Predložka;k;Predložka
životnému;Prídavné meno;životnému;Prídavné meno
úspechu;Podstatné meno;úspechu;Podstatné meno
,;Interpunkcia;,;Interpunkcia
najlepšou;Prídavné meno;najlepšou;Prídavné meno
investíciou;Podstatné meno;investíciou;Podstatné meno
do;Predložka;do;Predložka
budúcnosti;Podstatné meno;budúcnosti;Podstatné meno
,;Interpunkcia;,;Interpunkcia
účinnou;Prídavné meno;účinnou;Prídavné meno
prevenciou;Podstatné meno;prevenciou;Podstatné meno
pred;Predložka;pred;Predložka
nezamestnanosťou;Podstatné meno;nezamestnanosťou;Podstatné meno
,;Interpunkcia;,;Interpunkcia
zločinnosťou;Podstatné meno;zločinnosťou;Podstatné meno
,;Interpunkcia;,;Interpunkcia
drogami;Podstatné meno;drogami;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Kľúčové;Prídavné meno;Kľúčové;Prídavné meno
miesto;Podstatné meno;miesto;Podstatné meno
vo;Predložka;vo;Predložka
vzdelávaní;Podstatné meno;vzdelávaní;Podstatné meno
zastáva;Sloveso;zastáva;Sloveso
škola;Podstatné meno;škola;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Škola;Podstatné meno;Škola;Podstatné meno
sa;Zvratné zámeno;sa;Zvratné zámeno
musí;Sloveso;musí;Sloveso
stať;Sloveso;stať;Sloveso
v;Predložka;v;Predložka
regióne;Podstatné meno;regióne;Podstatné meno
kultúrnym;Prídavné meno;kultúrnym;Prídavné meno
,;Interpunkcia;,;Interpunkcia
športovým;Prídavné meno;športovým;Prídavné meno
a;Spojka;a;Spojka
spoločenským;Prídavné meno;spoločenským;Prídavné meno
centrom;Podstatné meno;centrom;Podstatné meno
obecnej;Prídavné meno;obecnej;Prídavné meno
komunity;Podstatné meno;komunity;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Podporením;Podstatné meno;Podporením;Podstatné meno
priestupnosti;Podstatné meno;priestupnosti;Podstatné meno
školského;Prídavné meno;školského;Prídavné meno
systému;Podstatné meno;systému;Podstatné meno
v;Predložka;v;Predložka
oblasti;Podstatné meno;oblasti;Podstatné meno
prechodu;Podstatné meno;prechodu;Podstatné meno
žiakov;Podstatné meno;žiakov;Podstatné meno
na;Predložka;na;Predložka
vyšší;Prídavné meno;vyšší;Prídavné meno
stupeň;Podstatné meno;stupeň;Podstatné meno
školy;Podstatné meno;školy;Podstatné meno
bez;Predložka;bez;Predložka
prijímacích;Prídavné meno;prijímacích;Prídavné meno
skúšok;Podstatné meno;skúšok;Podstatné meno
,;Interpunkcia;,;Interpunkcia
vláda;Podstatné meno;vláda;Podstatné meno
minimalizuje;Sloveso;minimalizuje;Sloveso
podmienky;Podstatné meno;podmienky;Podstatné meno
na;Predložka;na;Predložka
korupciu;Podstatné meno;korupciu;Podstatné meno
v;Predložka;v;Predložka
školstve;Podstatné meno;školstve;Podstatné meno
.;Interpunkcia;.;Interpunkcia
V;Predložka;V;Predložka
súlade;Podstatné meno;súlade;Podstatné meno
s;Predložka;s;Predložka
medzinárodnými;Prídavné meno;medzinárodnými;Prídavné meno
trendmi;Podstatné meno;trendmi;Podstatné meno
pripraví;Sloveso;pripraví;Sloveso
novú;Prídavné meno;novú;Prídavné meno
koncepciu;Podstatné meno;koncepciu;Podstatné meno
celoživotného;Prídavné meno;celoživotného;Prídavné meno
vzdelávania;Podstatné meno;vzdelávania;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Regionálne;Prídavné meno;Regionálne;Prídavné meno
školstvo;Podstatné meno;školstvo;Podstatné meno
Legislatívnym;Prídavné meno;Legislatívnym;Prídavné meno
základom;Podstatné meno;základom;Podstatné meno
bude;Sloveso;bude;Sloveso
vládou;Podstatné meno;vládou;Podstatné meno
vypracovaný;Príčastie - Sloveso;vypracovaný;Príčastie - Sloveso
návrh;Podstatné meno;návrh;Podstatné meno
moderného;Prídavné meno;moderného;Prídavné meno
zákona;Podstatné meno;zákona;Podstatné meno
o;Predložka;o;Predložka
výchove;Podstatné meno;výchove;Podstatné meno
a;Spojka;a;Spojka
vzdelávaní;Podstatné meno;vzdelávaní;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Podporí;Sloveso;Podporí;Sloveso
v;Predložka;v;Predložka
rámci;Podstatné meno;rámci;Podstatné meno
krajín;Podstatné meno;krajín;Podstatné meno
EÚ;Značky;EÚ;Značky
kompatibilnosť;Podstatné meno;kompatibilnosť;Podstatné meno
v;Predložka;v;Predložka
oblasti;Podstatné meno;oblasti;Podstatné meno
vzájomného;Prídavné meno;vzájomného;Prídavné meno
uznávania;Podstatné meno;uznávania;Podstatné meno
dokladov;Podstatné meno;dokladov;Podstatné meno
o;Predložka;o;Predložka
dosiahnutí;Podstatné meno;dosiahnutí;Podstatné meno
určitého;Prídavné meno;určitého;Prídavné meno
stupňa;Podstatné meno;stupňa;Podstatné meno
vzdelania;Podstatné meno;vzdelania;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Zavedie;Sloveso;Zavedie;Sloveso
štátnu;Prídavné meno;štátnu;Prídavné meno
maturitnú;Prídavné meno;maturitnú;Prídavné meno
skúšku;Podstatné meno;skúšku;Podstatné meno
na;Predložka;na;Predložka
stredných;Prídavné meno;stredných;Prídavné meno
školách;Podstatné meno;školách;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Súčasne;Príslovka;Súčasne;Príslovka
podporí;Sloveso;podporí;Sloveso
profesionalizáciu;Podstatné meno;profesionalizáciu;Podstatné meno
štátnej;Prídavné meno;štátnej;Prídavné meno
školskej;Prídavné meno;školskej;Prídavné meno
inšpekcie;Podstatné meno;inšpekcie;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Vláda;Podstatné meno;Vláda;Podstatné meno
bude;Sloveso;bude;Sloveso
zvyšovať;Sloveso;zvyšovať;Sloveso
prostriedky;Podstatné meno;prostriedky;Podstatné meno
na;Predložka;na;Predložka
vzdelávanie;Podstatné meno;vzdelávanie;Podstatné meno
,;Interpunkcia;,;Interpunkcia
aby;Spojka;aby;Spojka
sa;Zvratné zámeno;sa;Zvratné zámeno
postupne;Príslovka;postupne;Príslovka
priblížili;Sloveso;priblížili;Sloveso
priemernej;Prídavné meno;priemernej;Prídavné meno
hodnote;Podstatné meno;hodnote;Podstatné meno
podielu;Podstatné meno;podielu;Podstatné meno
z;Predložka;z;Predložka
HDP;Značky;HDP;Značky
v;Predložka;v;Predložka
krajinách;Podstatné meno;krajinách;Podstatné meno
EÚ;Značky;EÚ;Značky
.;Interpunkcia;.;Interpunkcia
V;Predložka;V;Predložka
osobnosti;Podstatné meno;osobnosti;Podstatné meno
a;Spojka;a;Spojka
profesionalite;Podstatné meno;profesionalite;Podstatné meno
učiteľa;Podstatné meno;učiteľa;Podstatné meno
vidí;Sloveso;vidí;Sloveso
vláda;Podstatné meno;vláda;Podstatné meno
kľúčový;Prídavné meno;kľúčový;Prídavné meno
prvok;Podstatné meno;prvok;Podstatné meno
rozvoja;Podstatné meno;rozvoja;Podstatné meno
školského;Prídavné meno;školského;Prídavné meno
systému;Podstatné meno;systému;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Vysoké;Prídavné meno;Vysoké;Prídavné meno
školstvo;Podstatné meno;školstvo;Podstatné meno
Vláda;Podstatné meno;Vláda;Podstatné meno
podporí;Sloveso;podporí;Sloveso
rozvoj;Podstatné meno;rozvoj;Podstatné meno
základného;Prídavné meno;základného;Prídavné meno
a;Spojka;a;Spojka
aplikovaného;Príčastie - Sloveso;aplikovaného;Príčastie - Sloveso
výskumu;Podstatné meno;výskumu;Podstatné meno
na;Predložka;na;Predložka
vysokých;Prídavné meno;vysokých;Prídavné meno
školách;Podstatné meno;školách;Podstatné meno
ako;Spojka;ako;Spojka
nevyhnutnej;Prídavné meno;nevyhnutnej;Prídavné meno
podmienky;Podstatné meno;podmienky;Podstatné meno
na;Predložka;na;Predložka
poskytovanie;Podstatné meno;poskytovanie;Podstatné meno
kvalitného;Prídavné meno;kvalitného;Prídavné meno
vysokoškolského;Prídavné meno;vysokoškolského;Prídavné meno
vzdelávania;Podstatné meno;vzdelávania;Podstatné meno
a;Spojka;a;Spojka
na;Predložka;na;Predložka
zabezpečenie;Podstatné meno;zabezpečenie;Podstatné meno
dlhodobo;Príslovka;dlhodobo;Príslovka
udržateľného;Prídavné meno;udržateľného;Prídavné meno
rozvoja;Podstatné meno;rozvoja;Podstatné meno
spoločnosti;Podstatné meno;spoločnosti;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Na;Predložka;Na;Predložka
preklenutie;Podstatné meno;preklenutie;Podstatné meno
rozdielov;Podstatné meno;rozdielov;Podstatné meno
vo;Predložka;vo;Predložka
vzdelanostnej;Prídavné meno;vzdelanostnej;Prídavné meno
úrovni;Podstatné meno;úrovni;Podstatné meno
a;Spojka;a;Spojka
štruktúre;Podstatné meno;štruktúre;Podstatné meno
sa;Zvratné zámeno;sa;Zvratné zámeno
vláda;Podstatné meno;vláda;Podstatné meno
zaväzuje;Sloveso;zaväzuje;Sloveso
v;Predložka;v;Predložka
prvom;Číslovka;prvom;Číslovka
roku;Podstatné meno;roku;Podstatné meno
volebného;Prídavné meno;volebného;Prídavné meno
obdobia;Podstatné meno;obdobia;Podstatné meno
k;Predložka;k;Predložka
vytvoreniu;Podstatné meno;vytvoreniu;Podstatné meno
univerzity;Podstatné meno;univerzity;Podstatné meno
pre;Predložka;pre;Predložka
vysokoškolskú;Prídavné meno;vysokoškolskú;Prídavné meno
prípravu;Podstatné meno;prípravu;Podstatné meno
občanov;Podstatné meno;občanov;Podstatné meno
maďarskej;Prídavné meno;maďarskej;Prídavné meno
národnosti;Podstatné meno;národnosti;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Veda;Podstatné meno;Veda;Podstatné meno
a;Spojka;a;Spojka
technika;Podstatné meno;technika;Podstatné meno
Mládež;Podstatné meno;Mládež;Podstatné meno
a;Spojka;a;Spojka
šport;Podstatné meno;šport;Podstatné meno
Vláda;Podstatné meno;Vláda;Podstatné meno
bude;Sloveso;bude;Sloveso
podporovať;Sloveso;podporovať;Sloveso
organizovanie;Podstatné meno;organizovanie;Podstatné meno
významných;Prídavné meno;významných;Prídavné meno
športových;Prídavné meno;športových;Prídavné meno
podujatí;Podstatné meno;podujatí;Podstatné meno
v;Predložka;v;Predložka
SR;Značky;SR;Značky
.;Interpunkcia;.;Interpunkcia
Právo;Podstatné meno;Právo;Podstatné meno
na;Predložka;na;Predložka
prístup;Podstatné meno;prístup;Podstatné meno
ku;Predložka;ku;Predložka
kultúrnym;Prídavné meno;kultúrnym;Prídavné meno
hodnotám;Podstatné meno;hodnotám;Podstatné meno
je;Sloveso;je;Sloveso
jedným;Číslovka;jedným;Číslovka
z;Predložka;z;Predložka
dôležitých;Prídavné meno;dôležitých;Prídavné meno
práv;Podstatné meno;práv;Podstatné meno
všetkých;Zámeno;všetkých;Zámeno
občanov;Podstatné meno;občanov;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Vláda;Podstatné meno;Vláda;Podstatné meno
zdokonalí;Sloveso;zdokonalí;Sloveso
transparentný;Prídavné meno;transparentný;Prídavné meno
systém;Podstatné meno;systém;Podstatné meno
financovania;Podstatné meno;financovania;Podstatné meno
cirkví;Podstatné meno;cirkví;Podstatné meno
a;Spojka;a;Spojka
náboženských;Prídavné meno;náboženských;Prídavné meno
spoločností;Podstatné meno;spoločností;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Ekonomické;Prídavné meno;Ekonomické;Prídavné meno
a;Spojka;a;Spojka
inštitucionálne;Prídavné meno;inštitucionálne;Prídavné meno
nástroje;Podstatné meno;nástroje;Podstatné meno
Ochrana;Podstatné meno;Ochrana;Podstatné meno
kultúrneho;Prídavné meno;kultúrneho;Prídavné meno
dedičstva;Podstatné meno;dedičstva;Podstatné meno
a;Spojka;a;Spojka
duševného;Prídavné meno;duševného;Prídavné meno
vlastníctva;Podstatné meno;vlastníctva;Podstatné meno
Vláda;Podstatné meno;Vláda;Podstatné meno
bude;Sloveso;bude;Sloveso
zabezpečovať;Sloveso;zabezpečovať;Sloveso
realizáciu;Podstatné meno;realizáciu;Podstatné meno
Stratégie;Podstatné meno;Stratégie;Podstatné meno
rozvoja;Podstatné meno;rozvoja;Podstatné meno
slovenského;Prídavné meno;slovenského;Prídavné meno
knihovníctva;Podstatné meno;knihovníctva;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Mediálna;Prídavné meno;Mediálna;Prídavné meno
politika;Podstatné meno;politika;Podstatné meno
Vláda;Podstatné meno;Vláda;Podstatné meno
pripraví;Sloveso;pripraví;Sloveso
nový;Prídavné meno;nový;Prídavné meno
mediálny;Prídavné meno;mediálny;Prídavné meno
zákon;Podstatné meno;zákon;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Navrhne;Sloveso;Navrhne;Sloveso
systém;Podstatné meno;systém;Podstatné meno
transparentného;Prídavné meno;transparentného;Prídavné meno
financovania;Podstatné meno;financovania;Podstatné meno
mediálneho;Prídavné meno;mediálneho;Prídavné meno
prostredia;Podstatné meno;prostredia;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Vláda;Podstatné meno;Vláda;Podstatné meno
vytvorí;Sloveso;vytvorí;Sloveso
legislatívne;Prídavné meno;legislatívne;Prídavné meno
a;Spojka;a;Spojka
ekonomické;Prídavné meno;ekonomické;Prídavné meno
podmienky;Podstatné meno;podmienky;Podstatné meno
pre;Predložka;pre;Predložka
ochranu;Podstatné meno;ochranu;Podstatné meno
a;Spojka;a;Spojka
sprístupnenie;Podstatné meno;sprístupnenie;Podstatné meno
audiovizuálneho;Prídavné meno;audiovizuálneho;Prídavné meno
dedičstva;Podstatné meno;dedičstva;Podstatné meno
v;Predložka;v;Predložka
súlade;Podstatné meno;súlade;Podstatné meno
s;Predložka;s;Predložka
príslušnými;Prídavné meno;príslušnými;Prídavné meno
medzinárodnými;Prídavné meno;medzinárodnými;Prídavné meno
dohovormi;Podstatné meno;dohovormi;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Vláda;Podstatné meno;Vláda;Podstatné meno
pripraví;Sloveso;pripraví;Sloveso
koncepciu;Podstatné meno;koncepciu;Podstatné meno
legislatívnych;Prídavné meno;legislatívnych;Prídavné meno
opatrení;Podstatné meno;opatrení;Podstatné meno
a;Spojka;a;Spojka
ekonomickú;Prídavné meno;ekonomickú;Prídavné meno
stratégiu;Podstatné meno;stratégiu;Podstatné meno
pre;Predložka;pre;Predložka
digitalizáciu;Podstatné meno;digitalizáciu;Podstatné meno
televízneho;Prídavné meno;televízneho;Prídavné meno
a;Spojka;a;Spojka
rozhlasového;Prídavné meno;rozhlasového;Prídavné meno
vysielania;Podstatné meno;vysielania;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Propagácia;Podstatné meno;Propagácia;Podstatné meno
slovenskej;Prídavné meno;slovenskej;Prídavné meno
kultúry;Podstatné meno;kultúry;Podstatné meno
v;Predložka;v;Predložka
zahraničí;Podstatné meno;zahraničí;Podstatné meno
4;Číslica;4;Číslica
.;Interpunkcia;.;Interpunkcia
BEZPEČNÝ;Prídavné meno;BEZPEČNÝ;Prídavné meno
A;Spojka;A;Spojka
EFEKTÍVNY;Prídavné meno;EFEKTÍVNY;Prídavné meno
ŠTÁT;Podstatné meno;ŠTÁT;Podstatné meno
A;Značky;A;Značky
.;Interpunkcia;.;Interpunkcia
Vláda;Podstatné meno;Vláda;Podstatné meno
považuje;Sloveso;považuje;Sloveso
za;Predložka;za;Predložka
jednu;Číslovka;jednu;Číslovka
zo;Predložka;zo;Predložka
svojich;Zámeno;svojich;Zámeno
priorít;Podstatné meno;priorít;Podstatné meno
dôslednú;Prídavné meno;dôslednú;Prídavné meno
reformu;Podstatné meno;reformu;Podstatné meno
súdnictva;Podstatné meno;súdnictva;Podstatné meno
,;Interpunkcia;,;Interpunkcia
posilňovanie;Podstatné meno;posilňovanie;Podstatné meno
vymožiteľnosť;Podstatné meno;vymožiteľnosť;Podstatné meno
práva;Podstatné meno;práva;Podstatné meno
a;Spojka;a;Spojka
zásadnú;Prídavné meno;zásadnú;Prídavné meno
zmenu;Podstatné meno;zmenu;Podstatné meno
v;Predložka;v;Predložka
trestnej;Prídavné meno;trestnej;Prídavné meno
politike;Podstatné meno;politike;Podstatné meno
štátu;Podstatné meno;štátu;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Po;Predložka;Po;Predložka
analýze;Podstatné meno;analýze;Podstatné meno
a;Spojka;a;Spojka
vyhodnotení;Podstatné meno;vyhodnotení;Podstatné meno
doterajších;Prídavné meno;doterajších;Prídavné meno
skúseností;Podstatné meno;skúseností;Podstatné meno
s;Predložka;s;Predložka
pilotnými;Prídavné meno;pilotnými;Prídavné meno
prevádzkami;Podstatné meno;prevádzkami;Podstatné meno
vláda;Podstatné meno;vláda;Podstatné meno
vytvorí;Sloveso;vytvorí;Sloveso
podmienky;Podstatné meno;podmienky;Podstatné meno
na;Predložka;na;Predložka
jeho;Zámeno;jeho;Zámeno
rozšírenie;Podstatné meno;rozšírenie;Podstatné meno
na;Predložka;na;Predložka
všetky;Zámeno;všetky;Zámeno
súdy;Podstatné meno;súdy;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Vláda;Podstatné meno;Vláda;Podstatné meno
prehodnotí;Sloveso;prehodnotí;Sloveso
systém;Podstatné meno;systém;Podstatné meno
výkonu;Podstatné meno;výkonu;Podstatné meno
správy;Podstatné meno;správy;Podstatné meno
súdov;Podstatné meno;súdov;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ktorý;Zámeno;ktorý;Zámeno
príliš;Príslovka;príliš;Príslovka
zaťažuje;Sloveso;zaťažuje;Sloveso
sudcov;Podstatné meno;sudcov;Podstatné meno
administratívnymi;Prídavné meno;administratívnymi;Prídavné meno
činnosťami;Podstatné meno;činnosťami;Podstatné meno
,;Interpunkcia;,;Interpunkcia
osobitne;Príslovka;osobitne;Príslovka
pri;Predložka;pri;Predložka
štátnej;Prídavné meno;štátnej;Prídavné meno
správe;Podstatné meno;správe;Podstatné meno
jednotlivých;Prídavné meno;jednotlivých;Prídavné meno
súdov;Podstatné meno;súdov;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Zavedenie;Podstatné meno;Zavedenie;Podstatné meno
inštitútu;Podstatné meno;inštitútu;Podstatné meno
manažéra;Podstatné meno;manažéra;Podstatné meno
súdu;Podstatné meno;súdu;Podstatné meno
zníži;Sloveso;zníži;Sloveso
počet;Podstatné meno;počet;Podstatné meno
funkcionárov;Podstatné meno;funkcionárov;Podstatné meno
súdov;Podstatné meno;súdov;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ktorí;Zámeno;ktorí;Zámeno
obmedzene;Príslovka;obmedzene;Príslovka
vykonávajú;Sloveso;vykonávajú;Sloveso
súdnictvo;Podstatné meno;súdnictvo;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Status;Podstatné meno;Status;Podstatné meno
sudcov;Podstatné meno;sudcov;Podstatné meno
Nezávislosť;Podstatné meno;Nezávislosť;Podstatné meno
sudcov;Podstatné meno;sudcov;Podstatné meno
a;Spojka;a;Spojka
záruky;Podstatné meno;záruky;Podstatné meno
jej;Zámeno;jej;Zámeno
zabezpečenia;Podstatné meno;zabezpečenia;Podstatné meno
sú;Sloveso;sú;Sloveso
jednou;Číslovka;jednou;Číslovka
stranou;Podstatné meno;stranou;Podstatné meno
mince;Podstatné meno;mince;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Inštitút;Podstatné meno;Inštitút;Podstatné meno
zahladenia;Podstatné meno;zahladenia;Podstatné meno
odsúdenia;Podstatné meno;odsúdenia;Podstatné meno
by;Kondicionálová morféma;by;Kondicionálová morféma
nemal;Sloveso;nemal;Sloveso
mať;Sloveso;mať;Sloveso
účinok;Podstatné meno;účinok;Podstatné meno
opätovného;Prídavné meno;opätovného;Prídavné meno
nadobudnutia;Podstatné meno;nadobudnutia;Podstatné meno
"""";Interpunkcia;"""";Interpunkcia
bezúhonnosti;Podstatné meno;bezúhonnosti;Podstatné meno
"""";Interpunkcia;"""";Interpunkcia
.;Interpunkcia;.;Interpunkcia
Cieľom;Podstatné meno;Cieľom;Podstatné meno
rekodifikácie;Podstatné meno;rekodifikácie;Podstatné meno
trestného;Prídavné meno;trestného;Prídavné meno
práva;Podstatné meno;práva;Podstatné meno
bude;Sloveso;bude;Sloveso
prísnejší;Prídavné meno;prísnejší;Prídavné meno
postih;Podstatné meno;postih;Podstatné meno
páchateľov;Podstatné meno;páchateľov;Podstatné meno
násilných;Prídavné meno;násilných;Prídavné meno
trestných;Prídavné meno;trestných;Prídavné meno
činov;Podstatné meno;činov;Podstatné meno
a;Spojka;a;Spojka
moderný;Prídavné meno;moderný;Prídavné meno
trestný;Prídavné meno;trestný;Prídavné meno
proces;Podstatné meno;proces;Podstatné meno
,;Interpunkcia;,;Interpunkcia
ktorý;Zámeno;ktorý;Zámeno
bude;Sloveso;bude;Sloveso
rýchly;Prídavné meno;rýchly;Prídavné meno
a;Spojka;a;Spojka
efektívny;Prídavné meno;efektívny;Prídavné meno
.;Interpunkcia;.;Interpunkcia
Nárast;Podstatné meno;Nárast;Podstatné meno
služobných;Prídavné meno;služobných;Prídavné meno
činností;Podstatné meno;činností;Podstatné meno
sa;Zvratné zámeno;sa;Zvratné zámeno
zabezpečí;Sloveso;zabezpečí;Sloveso
najmä;Častica;najmä;Častica
prehodnotením;Podstatné meno;prehodnotením;Podstatné meno
existujúcich;Príčastie - Sloveso;existujúcich;Príčastie - Sloveso
funkčných;Prídavné meno;funkčných;Prídavné meno
miest;Podstatné meno;miest;Podstatné meno
zo;Predložka;zo;Predložka
zabezpečovacích;Prídavné meno;zabezpečovacích;Prídavné meno
služieb;Podstatné meno;služieb;Podstatné meno
.;Interpunkcia;.;Interpunkcia
Legislatíva;Podstatné meno;Legislatíva;Podstatné meno
a;Spojka;a;Spojka
legislatívny;Prídavné meno;legislatívny;Prídavné meno
proces;Podstatné meno;proces;Podstatné meno
Osobitnú;Prídavné meno;Osobitnú;Prídavné meno
pozornosť;Podstatné meno;pozornosť;Podstatné meno
bude;Sloveso;bude;Sloveso
vláda;Podstatné meno;vláda;Podstatné meno
venovať;Sloveso;venovať;Sloveso
legislatíve;Podstatné meno;legislatíve;Podstatné meno
a;Spojka;a;Spojka
legislatívnemu;Prídavné meno;legislatívnemu;Prídavné meno
